chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals
CHEMBL1200464,-5.999,3,0.0,0.0,18.76,0,,ACVR1,t2_other,1,0
CHEMBL1200467,-7.614,2,0.0,0.0,23.1,0,,ACVR1,t2_other,1,0
CHEMBL1200468,-5.021,3,0.0,0.0,15.41,0,,ACVR1,t2_other,1,0
CHEMBL1200469,-7.356,3,0.0,0.0,8.72,0,,ACVR1,t2_other,1,0
CHEMBL1200470,-7.694,3,0.0,0.0,12.48,0,,ACVR1,t2_other,1,0
CHEMBL1200471,-4.245,2,0.0,0.0,3.0,0,,ACVR1,t2_other,1,0
CHEMBL1200473,-7.381,2,0.0,0.0,13.73,0,,ACVR1,t2_other,1,0
CHEMBL1200474,-7.525,3,0.0,0.0,18.69,0,,ACVR1,t2_other,1,0
CHEMBL1200475,-9.817,3,0.0,0.0,35.28,0,,ACVR1,t2_other,1,0
CHEMBL1200477,-4.895,2,0.0,0.0,3.32,0,,ACVR1,t2_other,1,0
CHEMBL1200478,-6.702,3,0.0,0.0,14.6,0,,ACVR1,t2_other,1,0
CHEMBL1200479,-6.8,2,0.0,0.0,13.84,0,,ACVR1,t2_other,1,0
CHEMBL1200482,-8.194,2,0.0,0.0,70.27,0,,ACVR1,t2_other,1,0
CHEMBL1200483,-6.772,2,0.0,0.0,4.27,0,,ACVR1,t2_other,1,0
CHEMBL1200485,-8.89,2,0.0,0.0,23.73,0,,ACVR1,t2_other,1,0
CHEMBL1200487,-6.829,2,0.0,0.0,9.06,0,,ACVR1,t2_other,1,0
CHEMBL1200491,-9.147,2,0.0,0.0,4.35,0,,ACVR1,t2_other,1,0
CHEMBL1200492,-8.68,2,0.0,0.0,40.13,0,,ACVR1,t2_other,1,0
CHEMBL1200493,-8.864,2,0.0,0.0,10.69,0,,ACVR1,t2_other,1,0
CHEMBL1200494,-7.341,3,0.0,0.0,5.65,0,,ACVR1,t2_other,1,0
CHEMBL1200495,-8.312,2,0.0,0.0,29.15,0,,ACVR1,t2_other,1,0
CHEMBL1200497,-8.621,2,0.0,0.0,8.69,0,,ACVR1,t2_other,1,0
CHEMBL1200498,-9.703,3,0.0,0.0,48.13,0,,ACVR1,t2_other,1,0
CHEMBL1200500,-7.216,2,0.0,0.0,31.62,0,,ACVR1,t2_other,1,0
CHEMBL1200503,-10.26,3,0.0,0.0,41.75,0,,ACVR1,t2_other,1,0
CHEMBL1200506,-4.283,3,0.0,0.0,410.02,0,,ACVR1,t2_other,1,0
CHEMBL1200510,-4.283,3,0.0,0.0,412.48,0,,ACVR1,t2_other,1,0
