sample,condition,timepoint,Astrocyte,Endothelial,Ependymal,Fibroblast_Meninges,Microglia,Neuron,OPC,Oligodendrocyte
GSM9674451_Sham1,Sham,NA,0.0003479471120389701,0.0,0.0,0.0,8.698677800974252e-05,0.9983472512178149,0.0,0.0012178148921363954
GSM9674452_Sham2,Sham,NA,0.0200387847446671,0.0,0.0010773540185304892,0.00689506571859513,0.019392372333548805,0.7147166558931265,0.012928248222365869,0.22495151906916613
GSM9674453_Sham3,Sham,NA,0.01701162461015027,0.002977034306776297,0.005954068613552594,0.0042529061525375675,0.05259427275304791,0.7561667139211795,0.01431811738020981,0.14672526226254606
GSM9674454_SNI1,SNI,NA,0.0004922471080482402,0.0,0.0,0.0,0.0009844942160964804,0.9883501517761917,0.000574288292722947,0.009598818606940684
GSM9674455_SNI2,SNI,NA,0.016080402010050253,0.0,0.0008793969849246232,0.005150753768844221,0.022236180904522614,0.6939698492462312,0.01507537688442211,0.24660804020100502
GSM9674456_SNI3,SNI,NA,0.016040831206707983,0.002005103900838498,0.003007655851257747,0.002005103900838498,0.03335763762304047,0.7883703973751367,0.011574917973022238,0.14363835216915785
