celltype,symbol,n_cells,median_n_genes,is_contaminant,mean_lognorm,pct_expressing,pct_expressing_allcells,ambient_index,ambient_suspect
Astrocyte,SPRR1A,122,2734.5,False,0.0,0.0,0.00020573309559731174,0.0,False
Astrocyte,ATF3,122,2734.5,False,0.11792008578777313,0.09016393442622951,0.07214373885612399,0.29039135575294495,False
Astrocyte,TFE3,122,2734.5,False,0.7257970571517944,0.5901639344262295,0.5668632560691264,0.5516462922096252,False
Astrocyte,GALNS,122,2734.5,False,0.020658621564507484,0.03278688524590164,0.07036071869428062,0.5434255003929138,False
Astrocyte,CHL1,122,2734.5,False,0.0,0.0,0.00034288849266218623,0.0,False
Astrocyte,RNF19B,122,2734.5,False,0.3446289002895355,0.36885245901639346,0.27321355095323,0.3989388048648834,False
Astrocyte,SRRM4,122,2734.5,False,0.0,0.0,0.000548621588259498,2.7905375957489014,False
Astrocyte,ECEL1,122,2734.5,False,0.0,0.0,0.0004800438897270608,0.0,False
Astrocyte,FLRT3,122,2734.5,False,0.0,0.0,0.0006171992867919353,0.0,False
Astrocyte,PTPN23,122,2734.5,False,0.11616271734237671,0.13934426229508196,0.08565354546701413,0.6127421855926514,False
Astrocyte,MAPK14,122,2734.5,False,0.3911738395690918,0.3770491803278688,0.42394733232752707,0.5631482601165771,False
Astrocyte,VASH2,122,2734.5,False,0.0,0.0,0.0022630640515704293,0.0,False
Astrocyte,TNIK,122,2734.5,False,0.0,0.0,0.006034837470854478,0.24376295506954193,False
Astrocyte,WDR81,122,2734.5,False,0.15894952416419983,0.18032786885245902,0.20957344671512823,0.58571857213974,False
Astrocyte,SLC2A1,122,2734.5,False,0.20070648193359375,0.20491803278688525,0.1358524207927582,0.2829335331916809,False
Astrocyte,ANKRD13B,122,2734.5,False,0.00525485398247838,0.00819672131147541,0.012412563434371143,0.2691519856452942,False
Astrocyte,NPY,122,2734.5,False,0.0,0.0,0.000274310794129749,0.0,False
Astrocyte,AXL,122,2734.5,False,0.5600135922431946,0.4344262295081967,0.10190646001920176,0.3784278631210327,False
Astrocyte,SERPINE1,122,2734.5,False,0.0321749784052372,0.03278688524590164,0.0309285420381292,0.27294430136680603,False
Astrocyte,WBP1L,122,2734.5,False,0.19978879392147064,0.21311475409836064,0.2067617610752983,0.5774191617965698,False
Astrocyte,ITPKC,122,2734.5,False,0.03027360886335373,0.040983606557377046,0.0495130983404197,0.5276349186897278,False
Astrocyte,ACVR1,122,2734.5,False,0.34648245573043823,0.3770491803278688,0.21938005760526677,0.3581075072288513,False
Astrocyte,AGRN,122,2734.5,False,0.07339148223400116,0.06557377049180328,0.026608147030585654,0.9332244396209717,False
Astrocyte,TNS3,122,2734.5,False,0.5675618052482605,0.5,0.48292415306542313,0.515257716178894,False
