sample,condition,timepoint,Endothelial,Erythrocyte,Immune,Neuron,SatelliteGlia,Schwann
GSM6656592_Sham-Male,Sham,Male,0.0017003188097768332,0.10393198724760892,0.004038257173219979,0.7602550478214666,0.04527098831030818,0.08480340063761956
GSM6656593_Sham-Female,Sham,Female,0.001455796717840127,0.11381683430386448,0.0013234515616728428,0.7436474325039704,0.0378507146638433,0.1019057702488089
GSM6656594_CCI-7d-Male,CCI,Male,0.001876172607879925,0.07665505226480836,0.0075046904315197,0.8373090324309836,0.04127579737335835,0.03537925489145002
GSM6656595_CCI-7d-Female,CCI,Female,0.000823587547356284,0.06967550650634162,0.0026354801515401085,0.8634491846483281,0.031955196837423816,0.03146104430901005
