,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
STXBP6,-0.2826061996611773,-2.399784006518834,0.03485475272311436,3.290706250901772,3.573312450562949,0.07767051998040424,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
FKTN,-0.08178988721410896,-2.3900386564111575,0.03489546300653634,6.0887558189688065,6.170545706182915,0.07774780366759723,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
MARCKSL1,0.21893372054973526,2.4520820485955457,0.03489982688906102,6.0950883555342665,5.876154634984531,0.07774780366759723,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
SYNDIG1L,-0.2795294503423893,-2.435274232083529,0.03490294819030902,4.333277821359144,4.612807271701533,0.07774780366759723,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
P4HA3,0.25345099544688887,2.4354322586066903,0.0349719092541239,2.880249227368887,2.626798231921998,0.0778913642814459,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
KRT17,0.11248722318107174,2.7127126838922715,0.03497974531655474,0.11248722318107174,0.0,0.07789876444108623,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TRIM38,-0.19868522175752784,-2.389819835420314,0.03501440035399472,0.4004464284061782,0.5991316501637061,0.07795806650244333,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
DCT,-0.29006450012903784,-2.3808769466379442,0.03501540828129907,0.8552537657057206,1.1453182658347585,0.07795806650244333,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
EMC6,0.1117763013222639,2.385958914573267,0.03506479056830163,4.60910984172967,4.497333540407406,0.07805794149597806,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
PRDX5,-0.06660057427388288,-2.3758984390543123,0.035104694117409393,7.156686786167507,7.22328736044139,0.07813669277435759,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
AURKA,0.17067723173564087,2.4228308600613264,0.03511752011986045,3.065104048295711,2.89442681656007,0.07815516179866815,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
PLPPR5,-0.367130433115161,-2.373298935629074,0.03521238720439931,1.1987418740575464,1.5658723071727074,0.07835618756584936,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
NBR1,0.04012519101121814,2.372001710995056,0.035358377455144224,7.448259600898803,7.408134409887585,0.07867090840509658,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CPLX4,0.3206716691911834,2.5493607186193317,0.035456161772005994,0.46059525300583004,0.13992358381464667,0.07887830575187567,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
PLA2G6,-0.08301000351824239,-2.3734204946817545,0.035489944531023006,6.183193683043941,6.266203686562183,0.0789432855601142,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
CD300LE,0.4223565944145955,2.3707927528032786,0.035522145450067405,1.2871183807411544,0.8647617863265589,0.07900473045395791,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
STC1,-0.491819182600417,-2.3693813003294055,0.03557376666440152,2.5229819074353297,3.0148010900357467,0.07910646988946192,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
MCRIP2,-0.21857137221778888,-2.396294682962361,0.03557705656654519,1.5471416817096346,1.7657130539274235,0.07910646988946192,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
MAPT,-0.10266965337634737,-2.4126284253617616,0.03561110264715141,9.207379605096403,9.31004925847275,0.07917197225134436,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TECPR2,-0.10877879991027317,-2.4323183403539748,0.03566820003614173,6.3046790348632635,6.413457834773537,0.07928746495773839,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
TMEM63B,-0.06602376991736403,-2.41755892505247,0.035672238565203004,7.657852047660797,7.723875817578161,0.07928746495773839,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
FGF13,-0.1828606516127973,-2.4152111777796157,0.03567911934048382,8.434234664115587,8.617095315728385,0.07929254708954549,7,7,GSE278227_CCI_DRG,F_1W_IL_vs_CL,DRG
