chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,scored,neg_aff,pct_in_target,n_ligands_target,z_in_target
CHEMBL1197,-7.049,2,0.0,0.0,11.96,0,,ACVR1,t1_cns,1,0,hexylcaine,HEXYLCAINE,261.4,3.15,38.3,1.0,3.0,5.0,0.0,12.0,Launched,sodium channel blocker,local anesthetic,False,,True,7.049,34.29268292682927,3075.0,-0.31994651766894244
CHEMBL1198857,-7.288,3,0.0,0.0,82.5,0,,ACVR1,t1_cns,1,0,vilanterol,VILANTEROL,486.4,4.61,91.2,4.0,6.0,16.0,0.0,38.0,Launched,adrenergic receptor agonist,chronic obstructive pulmonary disease (COPD),False,,True,7.288,39.85365853658537,3075.0,-0.1666074865930946
CHEMBL1199080,-5.834,2,0.0,0.0,5.89,0,,ACVR1,t1_cns,1,0,bretylium,BRETYLIUM,243.2,3.05,0.0,0.0,0.0,3.0,1.0,6.0,Launched,norepinephrine inhibitor,ventricular arrhythmias|ventricular fibrillation (VF)|ventricular tachycardia (VT),False,,True,5.834,13.51219512195122,3075.0,-1.0994733911298433
CHEMBL1199307,-7.279,2,0.0,0.0,47.26,0,,ACVR1,t1_cns,1,0,distigmine,DISTIGMINE,416.5,2.46,66.8,0.0,4.0,9.0,2.0,26.0,,,,False,N07AA03,True,7.279,39.479674796747965,3075.0,-0.17238175972984224
CHEMBL12,-7.657,2,0.0,0.0,18.73,0,,ACVR1,t1_cns,1,0,diazepam,DIAZEPAM,284.7,3.15,32.7,0.0,2.0,1.0,0.0,10.0,,,,True,N05BA01,True,7.657,49.05691056910569,3075.0,0.07013771201354907
CHEMBL1200338,-6.567,1,0.0,0.0,8.2,0,,ACVR1,t1_cns,1,0,pinacidil,PINACIDIL,245.3,2.35,73.1,2.0,3.0,2.0,0.0,6.0,Launched,ATP channel activator|potassium channel activator,hypertension,False,C02DG01,True,6.567,24.601626016260163,3075.0,-0.6291909234369706
CHEMBL1200406,-7.51,1,0.0,0.0,11.12,0,,ACVR1,t1_cns,1,0,dimenhydrinate,DIMENHYDRINATE,255.4,3.35,12.5,0.0,2.0,6.0,0.0,12.0,Launched,histamine receptor antagonist,motion sickness|nausea|vomiting,False,R06AA11,True,7.51,45.54471544715447,3075.0,-0.024175415886658787
CHEMBL1200472,-7.815,1,0.0,0.0,34.76,0,,ACVR1,t1_cns,1,0,quazepam,QUAZEPAM,386.8,5.03,15.6,0.0,2.0,2.0,0.0,14.0,,,,False,N05CD10,True,7.815,52.52032520325203,3075.0,0.1715082848586705
CHEMBL1200596,-6.374,3,0.0,0.0,4.89,0,,ACVR1,t1_cns,1,0,chloroxine,CHLOROXINE,214.1,3.25,33.1,1.0,2.0,0.0,0.0,2.0,Launched,opioid receptor antagonist,diarrhea|inflammatory bowel disease|giardiasis|dandruff,False,,True,6.374,21.333333333333336,3075.0,-0.7530170029249986
CHEMBL1200604,-7.279,1,0.0,0.0,15.06,0,,ACVR1,t1_cns,1,0,tropicamide,TROPICAMIDE,284.4,2.21,53.4,1.0,3.0,6.0,0.0,16.0,Launched,acetylcholine receptor antagonist,mydriasis diagnostic|cycloplegia diagnostic,False,S01FA06;S01FA56,True,7.279,39.479674796747965,3075.0,-0.17238175972984224
CHEMBL1200694,-4.972,2,0.0,0.0,5.08,0,,ACVR1,t1_cns,1,0,sevoflurane,SEVOFLURANE,200.1,2.42,9.2,0.0,1.0,2.0,0.0,8.0,Launched,membrane integrity inhibitor,anesthetic,False,N01AB08,True,4.972,7.056910569105692,3075.0,-1.652520440449428
CHEMBL1200714,-7.319,1,0.0,0.0,6.13,0,,ACVR1,t1_cns,1,0,chlormezanone,CHLORMEZANONE,273.7,1.62,54.5,0.0,3.0,1.0,0.0,2.0,Withdrawn,GABA receptor modulator,,False,M03BB72;M03BB52;M03BB02,True,7.319,40.63414634146341,3075.0,-0.1467183235665204
CHEMBL1200748,-6.199,1,0.0,0.0,12.26,0,,ACVR1,t1_cns,1,0,carbidopa,CARBIDOPA,226.2,-0.05,115.8,5.0,5.0,4.0,0.0,16.0,Launched,aromatic L-amino acid decarboxylase inhibitor,Parkinson's Disease,False,,True,6.199,17.983739837398375,3075.0,-0.8652945361395316
CHEMBL1200790,-5.372,3,0.0,0.0,5.1,0,,ACVR1,t1_cns,1,0,methyprylon,METHYPRYLON,183.3,1.13,46.2,1.0,2.0,2.0,0.0,4.0,,,,False,N05CE02,True,5.372,9.43089430894309,3075.0,-1.3958860788162102
CHEMBL1200802,-6.095,2,0.0,0.0,7.97,0,,ACVR1,t1_cns,1,0,talbutal,TALBUTAL,224.3,0.96,75.3,2.0,3.0,4.0,0.0,8.0,,,,False,N05CA07,True,6.095,16.569105691056908,3075.0,-0.9320194701641683
CHEMBL1200922,-5.666,2,0.0,0.0,11.93,0,,ACVR1,t1_cns,1,0,mebutamate,MEBUTAMATE,232.3,1.23,104.6,2.0,4.0,6.0,0.0,16.0,,,,False,N05BC04,True,5.666,11.772357723577235,3075.0,-1.2072598230157945
CHEMBL1201,-8.416,2,0.0,0.0,23.84,0,,ACVR1,t1_cns,1,0,thiothixene,THIOTHIXENE,443.6,3.47,43.9,0.0,5.0,5.0,0.0,10.0,Launched,dopamine receptor antagonist,schizophrenia,False,N05AF04,True,8.416,68.9918699186992,3075.0,0.5571014132125809
CHEMBL1201087,-8.594,3,0.0,0.0,36.09,0,,ACVR1,t1_cns,1,0,cabergoline,CABERGOLINE,451.6,3.19,71.7,2.0,4.0,8.0,0.0,20.0,Launched,dopamine receptor agonist,hyperprolactinemia,False,G02CB03;N04BC06,True,8.594,74.42276422764228,3075.0,0.6713037041393625
