,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
ARHGAP35,-0.16043681290638379,-14.88305125083667,0.00017261950241217926,3.601893182724774,3.7623299956311578,0.20054933790246984,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NDUFA10L1,-0.14738133024077893,-13.768837617363332,0.0002030811658745711,5.81854685152188,5.965928181762659,0.22119346735600942,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
METTL27,0.8052259158471229,14.573790997756733,0.00024202049875527977,2.1263286949350704,1.3211027790879475,0.24480845587538422,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
POF1B,-0.057351289074344725,-12.530700288273257,0.00025285776127600366,0.022593116714909767,0.07994440578925449,0.24480845587538422,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MAPK7,-1.622201097516629,-59.51771369729265,0.0002821783353416461,0.0001442622910945,1.6223453598077235,0.25881693947362455,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RUNDC3A,0.19455395906982353,22.272003040287355,0.0003348903030702609,5.731557107568572,5.537003148498749,0.26670663158542074,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
MAP10,0.15758405537748732,12.510843523406324,0.0003351660150336331,0.7632418963360031,0.6056578409585158,0.26670663158542074,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
PATJ,-0.36082058135108186,-14.21744721755706,0.00033669282692828695,3.554501269418956,3.915321850770038,0.26670663158542074,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
H2AJ,0.4104286061597757,13.482477747801886,0.00037076791257155563,1.9571432666759867,1.546714660516211,0.27729685333769327,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RXFP3,0.0832977304845059,35.11092252409395,0.0003818858369257267,0.12518806684002426,0.041890336355518365,0.27729685333769327,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
LIPI,0.029096331418825536,48.90014094889848,0.00041793375817953765,0.029240593709920035,0.0001442622910945,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
NPL,0.3366495997942991,10.728095198327614,0.0004289596352941465,2.2900145478127296,1.9533649480184305,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
VSTM2B,-1.0214788022767167,-13.394734448651501,0.00044435168495339517,0.7750338785412841,1.796512680818001,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
SERINC2,0.5815772409241915,10.530074896228363,0.00048369762697837964,2.646306436879786,2.0647291959555947,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RNF183,0.10530971664215076,45.31776012263598,0.0004865708250504728,0.10545397893324526,0.0001442622910945,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
XPO7,-0.3715346953666714,-10.631343872211922,0.0004973204001989699,3.9347521558330563,4.306286851199728,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
XYLT2,-0.1236311328206341,-10.646075066184899,0.0005052631615170858,3.0887919702412066,3.2124231030618406,0.2840393908309114,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
TFR2,0.08225109832710842,25.202076420166538,0.0005320863622770369,0.48877679313221795,0.4065256948051095,0.28519552650293833,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
OSTF1,0.24132629435752673,11.82963987776842,0.0005400500587936515,5.435172818526798,5.193846524169271,0.28519552650293833,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
S100A11,0.6266883695068008,10.113393228372423,0.000586420319056388,7.338872435382104,6.712184065875303,0.3005749088292845,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
GABRA4,-0.13169762499388127,-10.604095970878728,0.000645749068424634,0.5534654404222394,0.6851630654161207,0.31833943497789374,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
CXCL16,0.6073078033948813,9.600021287570927,0.0006651211904218831,3.1477052724619807,2.5403974690670994,0.31833943497789374,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
DEF8,0.3723734841926105,9.706844871209759,0.0006845900165166112,3.183422116969602,2.8110486327769917,0.31833943497789374,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
HNF4A,-0.024577213071235733,-37.93570041981591,0.0006941469288552224,0.0001442622910945,0.02472147536233023,0.31833943497789374,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
RGS6,-0.690584618376707,-22.68528136054689,0.0007525165352242959,2.343803907859702,3.034388526236409,0.3362591194706104,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
PRAM1,0.3042626126836927,10.264369710483516,0.0008121878323457618,1.4184583476120658,1.114195734928373,0.35384993385723973,3,3,GSE212311_CCI_DRG,CCI_vs_Sham,DRG
