,symbol,K_ni,Z_NI,p_NI,FDR_NI,ni_consistency,Z_NI_RE,p_NI_RE,FDR_NI_RE,incision_Z,incision_agreement
761,ZDHHC12,5,7.244193502021111,4.3501997162202903e-13,2.445561685861033e-11,1.0,2.7072655479112706,0.006783996927848282,0.03761766068668167,-1.1672903466407898,0.0
762,UNG,5,5.561418643393611,2.6759041938409417e-08,3.056698841715339e-07,0.8,2.2072347740120257,0.02729766152097938,0.1061632738475683,,
763,GHR,5,-6.224785025390017,4.822167441111511e-10,9.616447648828642e-09,1.0,-4.428744615273747,9.47831761367871e-06,0.00022160058775655737,-0.48773476038832414,1.0
764,HTR3A,5,-7.2048128484530745,5.812362596455429e-13,3.113470087266351e-11,1.0,-7.2048128484530745,5.812362596455429e-13,3.103426635371944e-10,1.1229366439432917,0.0
765,NXPE3,5,-6.836301999642621,8.126354222216138e-12,2.9188981747825417e-10,1.0,-3.0205221352767504,0.002523392628827821,0.01772801137196863,0.5268840173029048,0.0
766,IFFO1,5,5.429784441914052,5.642215928652403e-08,5.827224089304674e-07,0.8,1.4643287225802286,0.1431041529074276,0.33105231311658023,1.7613235475282556,1.0
767,RCAN2,5,-7.188334661234574,6.558634512004615e-13,3.435396153250012e-11,1.0,-3.1327712929952103,0.0017316431527191866,0.013188565105984295,1.1038137058648199,0.0
768,PBXIP1,5,6.769512231651427,1.292172894505387e-11,4.3383459938850235e-10,0.8,1.2999344034090774,0.19362345252069035,0.4000568451032913,-0.42540630815246916,0.0
769,MTMR6,5,-6.8190036333187765,9.16740830220913e-12,3.208011463386163e-10,1.0,-2.2647829411480833,0.02352600276387649,0.09495303529570438,0.509523719456826,0.0
770,MCM5,5,6.274652540346598,3.5041593847569785e-10,7.277882318979257e-09,1.0,3.0716533978776606,0.0021287675195586367,0.015481265370709383,0.3758060871846195,1.0
771,PPP1R12A,5,5.866254358393894,4.457498269390402e-09,6.44934539815996e-08,0.8,1.268247058785548,0.20470973650836244,0.4142243959274346,1.0379700663879365,1.0
772,SH3BP2,5,6.305941915230844,2.864464536163009e-10,6.1177570325896944e-09,1.0,4.255211850436403,2.0885117369892885e-05,0.0004081351389686742,0.3195771023798797,1.0
773,APOH,3,5.864848053046761,4.495441750285737e-09,6.492892831651791e-08,1.0,1.954320227787321,0.050663358126885646,0.16458879366363321,1.1907325633657355,1.0
774,CEMIP2,3,5.649069391217828,1.6131873361004586e-08,1.9720440758592905e-07,1.0,2.1230476267522076,0.03374986107156247,0.12378189684389586,1.5067907691660674,1.0
775,ASAP2,5,5.606035234813458,2.0701383707523296e-08,2.4527509171576636e-07,0.6,1.2955970830500259,0.19511433460866634,0.40183994473354023,1.442137081297072,1.0
776,IER5,5,5.53017632242989,3.199090679206833e-08,3.587489764378828e-07,1.0,5.530176322429889,3.199090679206859e-08,2.4743620991697164e-06,,
777,DEF8,5,7.045337846636854,1.8501205247491426e-12,8.3899164179857e-11,0.8,1.452175550033702,0.14645279923897017,0.335432641861038,-0.9057808922690378,0.0
778,TPRN,5,5.582624208816932,2.369162937402913e-08,2.7674230726812286e-07,0.8,2.509450180129204,0.012091927115906148,0.05819877220775765,1.47284504164232,1.0
779,EIF5A2,5,-7.0919799543561926,1.3220666679462336e-12,6.314476406492986e-11,1.0,-3.4629624454789796,0.0005342629579120134,0.005292112794350475,0.985398371757505,0.0
780,KRT80,3,5.617730459834963,1.9348201409154494e-08,2.3106163760773824e-07,1.0,4.32324010279569,1.5375424211863863e-05,0.0003201182661066297,1.540679952888882,1.0
781,STAR,5,5.71830495077498,1.0759192462799262e-08,1.3869638134287647e-07,1.0,5.71830495077498,1.0759192462799262e-08,1.0537642227470615e-06,1.246656275586284,1.0
782,TCAIM,5,-5.458117099655803,4.812102695776874e-08,5.109039372706787e-07,1.0,-1.951236219878805,0.05102895221371987,0.16535458438556994,-1.668409118261046,1.0
783,VPS72,5,5.584568683464377,2.342809167235482e-08,2.742445356158536e-07,0.8,1.68869663924529,0.09127758002199167,0.24674612192128142,1.4596519911801171,1.0
784,ELP1,3,5.826467914460145,5.661274522341698e-09,7.900962554283288e-08,1.0,3.2801343061866888,0.0010375768020313056,0.00893082227104637,1.2215086438054752,1.0
785,TNIP1,5,6.134901290855967,8.521208644216771e-10,1.5602106800782742e-08,1.0,2.9145773371356434,0.0035617054893214506,0.023001696940791516,0.5600353065438735,1.0
786,GRN,5,6.585994881381683,4.518493896618466e-11,1.2654841112830599e-09,1.0,6.585994881381682,4.518493896618466e-11,1.246501849613814e-08,-0.17740382058431856,0.0
787,COA5,5,-5.518670771938877,3.4157343668022876e-08,3.8021005540895405e-07,0.6,-1.3304147965777726,0.18338164205539864,0.3869729024312027,,
788,PPRC1,5,5.309344742524473,1.1002005797546269e-07,1.0406011426342049e-06,1.0,3.9207608390269026,8.826983383979617e-05,0.001291814579766849,1.8996425999482962,1.0
789,KCNAB1,5,-7.135295750593517,9.657927299119183e-13,4.815000381175323e-11,1.0,-3.967967472950664,7.248822458066274e-05,0.001109921455373848,1.0749530054990584,0.0
790,LRRN1,5,-6.959741696021676,3.408971943909861e-12,1.4141680104159405e-10,1.0,-4.379448753506917,1.189798962962882e-05,0.00026398863853835955,0.7903204936408955,0.0
791,FABP5,5,6.644482410184508,3.0428444247973915e-11,9.091184281452424e-10,0.6,1.1432910979186606,0.25291774983596715,0.4718546658346403,-0.27869036365707284,0.0
792,TRIOBP,5,6.263074569200174,3.7746000167285244e-10,7.713232034184017e-09,1.0,6.263074569200174,3.7746000167285244e-10,7.114547800940367e-08,0.33483925602386566,1.0
793,PRSS56,3,5.511630095627074,3.555254962372578e-08,3.9494349085363024e-07,1.0,5.217149004171691,1.81698091244771e-07,9.608520147870446e-06,,
794,MAP1LC3A,5,6.166827183227511,6.967383186995565e-10,1.3105014376267111e-08,1.0,3.888115942723043,0.00010102536865431502,0.001434109692938441,0.4888311254847897,1.0
795,MVK,5,5.038481188394292,4.69240529210345e-07,3.677494905061378e-06,1.0,5.038481188394292,4.69240529210345e-07,2.065656712630221e-05,2.3242762184479226,1.0
796,TRPV4,5,5.847131198749901,5.0012304630244206e-09,7.0752450105966e-08,1.0,5.8471311987499,5.001230463024456e-09,5.870947987516369e-07,1.0040641152396952,1.0
797,STAT4,2,7.695913458375821,1.4048687547131555e-14,1.3759400963320798e-12,1.0,1.6698138194333274,0.09495620533322849,0.2533389926943259,-1.2561656167938189,0.0
798,EHBP1,5,4.807874257374316,1.5254365966228562e-06,1.0394823609428371e-05,0.6,0.6487303528199787,0.5165126817869905,0.7207090640189976,2.691993282348949,1.0
799,ANKRD13A,5,6.328982259630095,2.4678347819420056e-10,5.38877350636885e-09,0.8,1.459937369552905,0.1443072876373658,0.33248527630479935,0.21057510519200426,1.0
800,SLC25A24,5,6.062332448882297,1.3416154122633134e-09,2.3083594910376678e-08,1.0,4.895153282111035,9.822913388311716e-07,3.772363396829131e-05,0.6443664894503306,1.0
801,CALM2,5,-5.5015315093353045,3.7650630744616267e-08,4.143572075032503e-07,1.0,-3.59251002828233,0.00032750804641346265,0.003632994743870463,,
802,ASL,5,5.924744375686742,3.1278355257082594e-09,4.7803574621540705e-08,1.0,1.9543842805198195,0.050655788309296804,0.16458879366363321,0.8617172194156943,1.0
803,TRIM68,5,5.876240813679954,4.196876769660664e-09,6.15839577051625e-08,0.6,0.9870234683984525,0.32363113376359676,0.5489028103345684,0.9387147996395937,1.0
804,SLC41A2,5,5.888922854716874,3.88720836728947e-09,5.7912756881525934e-08,0.8,1.7824568062990829,0.07467476897824618,0.21463795279644904,0.9158275768281701,1.0
805,NMBR,2,5.338325996322898,9.380867618861169e-08,9.090873584741807e-07,1.0,5.338325996322898,9.380867618861169e-08,5.772197800274724e-06,2.045431624169213,1.0
806,PLPPR1,3,5.861965829891194,4.574191687687189e-09,6.577934041233568e-08,1.0,5.8619658298911945,4.574191687687189e-09,5.486378319898432e-07,1.120401575485931,1.0
807,RBM47,5,5.706488927534017,1.1533040567484221e-08,1.4684222113307602e-07,1.0,5.706488927534016,1.1533040567484305e-08,1.09709705444253e-06,1.2079230570536783,1.0
808,FAM155A,3,-5.494106490502129,3.926934907677167e-08,4.290338388902473e-07,1.0,-2.8384422411847976,0.0045334323291083166,0.02752654875693355,,
809,PIGX,5,6.339825640341491,2.3002533547459915e-10,5.0832835150541595e-09,0.8,1.5896322249635502,0.11191772886743438,0.2826029364170517,0.17326578618789756,1.0
810,SLC25A20,5,-5.485730345644901,4.117646103907734e-08,4.480951894272242e-07,0.8,-2.3502855780212744,0.018759012363272473,0.08075401108891703,-1.5633496386255281,1.0
811,BARD1,5,6.475612893703725,9.442785394575569e-11,2.3681361189547698e-09,1.0,3.755774838214144,0.00017280600489860996,0.0021985280500244364,-0.051956120101624446,0.0
812,ANXA1,5,6.883149307821269,5.85436089827854e-12,2.2587734635968856e-10,1.0,4.869220450336672,1.1203936081914737e-06,4.224317768288217e-05,-0.7182081735719787,0.0
813,MAPRE1,5,5.7972203358841075,6.7423083974627525e-09,9.23066076052965e-08,0.6,1.0979629877190171,0.27222065149712094,0.4936375285973062,1.0494536339601261,1.0
814,TMSB4X,5,5.4886880287890465,4.049300727867077e-08,4.4123782519852446e-07,0.6,0.24716608275974103,0.804779693108767,0.9027320059864673,,
815,PTGFRN,5,5.745367647768431,9.172147700366272e-09,1.199986439586253e-07,1.0,5.745367647768431,9.172147700366272e-09,9.09086160098578e-07,1.131293229525006,1.0
816,DNAI3,2,7.31646507391079,2.5458824481466346e-13,1.5901677842159658e-11,1.0,7.316465073910791,2.5458824481466074e-13,1.8111752890474972e-10,-0.7635033729723925,0.0
817,RAPGEF5,5,-6.191599755519003,5.955662648711241e-10,1.1422726322302253e-08,1.0,-3.0529939813745814,0.0022657048248229893,0.01627688639777349,-0.40138388555386,1.0
818,RNF145,5,5.431253417186933,5.595960025327308e-08,5.792641046855385e-07,1.0,5.431253417186931,5.595960025327371e-08,3.891778585681456e-06,1.638946648196819,1.0
819,CHST10,5,5.685030633641867,1.3078921366484462e-08,1.6425061188015995e-07,0.6,0.830632820467758,0.4061810879177361,0.6282105557105557,1.225155990687623,1.0
820,PLEKHO1,5,6.260317898365671,3.8419347059646396e-10,7.821857718711773e-09,0.8,2.110066611345286,0.03485261872121894,0.1266477596209914,0.28765014612690737,1.0
821,CNST,5,5.50072089990301,3.782415399479877e-08,4.158419141068866e-07,0.6,1.3903777312934305,0.16441420497560555,0.3614104749103802,1.5240546773122334,1.0
822,NOP56,5,6.5534451074173266,5.62246066030662e-11,1.5356925552705474e-09,0.8,1.6700728638918603,0.09490494829336832,0.2532905651480954,-0.19044000444617182,0.0
823,P2RY6,5,7.303883226556253,2.795790422650583e-13,1.7013207013129577e-11,1.0,2.5741845688341476,0.010047665759210235,0.050575041200142945,-1.414073703254421,0.0
824,SDHA,5,-6.076629605075818,1.2273481189234687e-09,2.1361793968897218e-08,1.0,-1.67845018995874,0.09325924657756275,0.2505481333146922,-0.5820781777164997,1.0
825,CR2,4,6.680971725322209,2.3736302592612694e-11,7.316262206944605e-10,1.0,6.237238356636932,4.4536312944271853e-10,8.190722798373198e-08,-0.2717553976709539,0.0
826,TMEM214,5,5.2673417230914765,1.3841340912351843e-07,1.272788193229154e-06,0.8,1.974589762735059,0.04831472175318784,0.15920869489523495,1.89621531289431,1.0
827,GJD2,5,-5.480318852805552,4.245600058744799e-08,4.590017777422855e-07,1.0,-3.097804085567009,0.001949602669547226,0.014503291409593565,,
828,KBTBD7,4,-5.479460376988083,4.26624970976676e-08,4.603322372624473e-07,1.0,-2.278880510081419,0.022674169288729774,0.09228002214582129,,
829,PDCD6IP,5,5.695650402153462,1.2290248551619284e-08,1.5493388730114424e-07,0.6,1.1256538212735485,0.2603120772468108,0.4802369039889894,1.1962761265472943,1.0
830,FAM160A2,4,5.479135037706478,4.274100790054914e-08,4.6087893340057943e-07,1.0,2.8104632832958574,0.004947023310313786,0.029338276543286915,,
831,NKAIN3,5,5.848032097010541,4.9742258664094705e-09,7.049091313425476e-08,0.8,1.733367230062125,0.08303041824387036,0.23104978546666846,0.9473417311274639,1.0
832,ZSWIM8,5,5.235742181582688,1.6432319929196738e-07,1.473389812936427e-06,1.0,2.88526615789838,0.003910828756621974,0.024641049706740355,1.9440753519335543,1.0
833,P2RX2,5,5.812892315819651,6.140256279436928e-09,8.512020262750422e-08,1.0,2.5925177781438995,0.009527625687548046,0.048583259513338035,1.0040910210079586,1.0
834,ATP5F1A,3,-5.577766879232893,2.4362584176478068e-08,2.815988081627549e-07,0.6666666666666667,-1.5274831849319095,0.12664090537198616,0.3047643446835492,-1.513653350220038,1.0
835,TMEM268,5,5.493579528086214,3.938676156399886e-08,4.300327687383306e-07,0.8,3.1583313385430563,0.0015867509698940057,0.012365302285162702,1.520002793415491,1.0
836,MAD2L2,5,7.008328727924317,2.4118161943701824e-12,1.0477790459111617e-10,1.0,3.5629844378364046,0.00036666242368635826,0.00397187454358327,-0.9482039156514943,0.0
837,FGF9,5,-6.664024267922016,2.664294419827537e-11,8.11297135329836e-10,1.0,-3.84351746098658,0.00012128336584922842,0.001654973018579084,0.3928320302757202,0.0
838,A3GALT2,5,5.9294741747453665,3.0390630328257074e-09,4.6576454925306586e-08,0.8,1.1728269175025212,0.2408652214585043,0.4576743365378445,0.8028791701385438,1.0
839,PPP1R3F,4,-5.4704123385444765,4.48989743369797e-08,4.813263103793316e-07,0.75,-1.3644376437340953,0.17242986705505403,0.37226486144578325,,
840,MYC,5,6.736172263042934,1.6261348584908536e-11,5.304853312856e-10,0.8,2.1764701933576966,0.02952012010102901,0.11240327304169132,-0.5235634965150624,0.0
841,ACO2,5,-5.87502325603733,4.227839912930425e-09,6.192850109630476e-08,1.0,-2.3742124610363784,0.01758642782213887,0.07667918847678273,-0.878396099863777,1.0
842,RAD54L2,5,5.990665710339425,2.089838122238757e-09,3.411341281981845e-08,1.0,3.652008200676257,0.00026019757370441334,0.003032950873208063,0.689872268894536,1.0
843,OCIAD1,5,-6.199467599222485,5.665447870686395e-10,1.09677769772633e-08,1.0,-2.715165576636267,0.0066242642069891935,0.036939638843348284,-0.34832624422931174,1.0
844,HTR2C,3,-6.998691006918348,2.5836495519720074e-12,1.1105527210928192e-10,1.0,-2.6781495957594923,0.007403014629685493,0.04023001463723797,0.638851065583492,0.0
845,AK2,5,6.998354657726896,2.58985832734309e-12,1.1105527210928192e-10,1.0,4.5266080041413135,5.993797261226806e-06,0.00015357481775205278,-0.9607016208101018,0.0
846,VWC2L,5,-6.9244861064505185,4.375609787159057e-12,1.7707846747446627e-10,1.0,-2.8983293415211473,0.0037515641478269154,0.023919834273817834,0.8437565560601324,0.0
847,LRGUK,5,-7.1553047211060825,8.348725820275448e-13,4.278269652544867e-11,1.0,-7.1553047211060825,8.348725820275448e-13,3.948231707919977e-10,1.2196254407414706,0.0
848,CD28,3,5.457775481041976,4.821367663247244e-08,5.11231758885768e-07,1.0,5.457775481041976,4.821367663247244e-08,3.4250333717625917e-06,,
849,TPM3,5,5.8599178639828375,4.630961670060313e-09,6.628101888357409e-08,0.6,1.1960100565198386,0.23169263466140833,0.4468627929288779,0.8852290889881169,1.0
850,MARK4,5,5.221635420519752,1.773498653455957e-07,1.5782231027958602e-06,0.8,2.14470744749366,0.03197624507200109,0.11915146520300814,1.9201409005795846,1.0
851,SLC44A5,3,5.137716227376219,2.780973974889149e-07,2.3353973227988426e-06,0.6666666666666666,1.4927759912158585,0.13549583391346787,0.31943128371111235,2.129110000572681,1.0
852,RRAS2,5,7.149167748764855,8.730558880151674e-13,4.4327671958365186e-11,1.0,5.093241842256222,3.519922306911287e-07,1.6094407188949068e-05,-1.2216234422226226,0.0
853,SLC9A3R2,4,-5.451598414364646,4.991908327246395e-08,5.262806791884224e-07,0.75,-2.4110927392299515,0.015904803658132353,0.07119364115580881,,
854,GNB2,5,5.711635606007257,1.118954819023693e-08,1.4324006314369813e-07,1.0,3.6944123529499397,0.00022039589713847106,0.0026744815904955815,1.1163874191959173,1.0
855,AVPR1A,5,5.964550717507068,2.4530806802193134e-09,3.885492001817232e-08,1.0,5.964550717507067,2.453080680219331e-09,3.1721399546086227e-07,0.7036992386323317,1.0
856,ATP2C2,3,7.209969562279794,5.596438523592959e-13,3.027197726879434e-11,1.0,3.2451469178186927,0.0011739004144285115,0.009807056027855754,-0.9788170634748656,0.0
857,LUZP1,5,-6.915855398220027,4.650485827840397e-12,1.8592956865317452e-10,1.0,-3.9628226803287103,7.406879557434782e-05,0.0011237275016925804,0.8505798872658719,0.0
858,ZFP36L1,5,5.447592995423828,5.1056022649802825e-08,5.362178216367617e-07,0.8,4.130772291815665,3.6154657149005534e-05,0.0006305920812753842,,
859,S100A10,5,7.046194514306235,1.8387716851983304e-12,8.3843936455655e-11,0.8,2.960402798967365,0.0030723705511828555,0.02063037621224285,-1.0694061960880703,0.0
860,TPPP2,3,5.4418213325693925,5.273855690481163e-08,5.517879860230355e-07,1.0,1.9094388577673376,0.056205502100318695,0.1765635738782454,,
861,ARPC5,4,5.440097677862649,5.325136655425297e-08,5.560988133791767e-07,0.75,0.8258935826150382,0.4088644612798703,0.6308811744786998,,
862,WIPI2,5,5.016693471446249,5.256833730184377e-07,4.086947482480592e-06,0.6,1.7646753180946348,0.07761834904861471,0.22051817944604715,2.222933222032693,1.0
863,TPBG,5,6.875475323868701,6.17835015644856e-12,2.3563145573625936e-10,0.8,2.202317772022495,0.027642869682515666,0.10712825544017779,-0.8034054100700975,0.0
864,ETV1,5,-7.1239237349237765,1.04897101276358e-12,5.1368544980067377e-11,1.0,-5.275436131999046,1.3244073182447518e-07,7.507393812187374e-06,1.2088935742366447,0.0
865,JAK2,5,6.393367600782948,1.6227150985647347e-10,3.76706596233429e-09,0.8,2.3551332669468272,0.018516063827257002,0.07996583641624244,-0.02311718878906641,0.0
866,PRKAB1,5,6.256694501635421,3.9322261259032954e-10,7.976250837739135e-09,1.0,2.3905003448842757,0.016825433343037773,0.07412684926642567,0.19643784793233332,1.0
867,TXLNA,5,5.924594803744416,3.130683596529128e-09,4.7803574621540705e-08,1.0,4.813310770027747,1.4845016513883492e-06,5.2279726242085016e-05,0.7366894159393457,1.0
868,RT1-DMB,2,6.920512799528259,4.500116547602893e-12,1.8079109003864826e-10,1.0,3.86627028114799,0.00011051246002778899,0.001537144738134423,-0.16561169141825652,0.0
869,SDK2,5,5.213873821575529,1.8493728639743619e-07,1.6367458108090377e-06,0.8,3.4535039113410253,0.0005533542789884451,0.0054356795405440615,1.8858945889096852,1.0
870,TRAM2,5,5.42805725263855,5.69707664474539e-08,5.871607261757515e-07,1.0,4.165784320101231,3.102839475301496e-05,0.0005552237729209769,,
871,ISL1,5,-6.86033413591384,6.869966753687528e-12,2.538207359532053e-10,1.0,-5.364717083744143,8.107619763454686e-08,5.2501082616245506e-06,0.8025688823148559,0.0
872,TMEM132A,5,4.8113606032195895,1.4990627027323193e-06,1.0253093328770805e-05,0.8,2.1923765703294453,0.0283523269766255,0.1092637290144599,2.53190891474747,1.0
873,TMPRSS9,5,5.167051058010042,2.378163139235446e-07,2.027993625998202e-06,1.0,2.4331675992865156,0.014967371055436962,0.06823849552963647,1.951651227870913,1.0
874,ACTG1,4,5.941973534587913,2.8161089350602184e-09,4.376735689494529e-08,0.5,1.035471696538346,0.30044867780250173,0.524359607231865,0.82077353274078,1.0
875,SPR,5,6.472419301917601,9.644603348797024e-11,2.407805047198919e-09,0.8,1.6168998878173553,0.10589989264491627,0.2725633685365657,-0.17944111444366587,0.0
876,B4GALNT4,5,5.659908909936444,1.5145336261660596e-08,1.8611962965174787e-07,1.0,5.659908909936444,1.5145336261660596e-08,1.3550573286648982e-06,1.1393923818324323,1.0
877,RALGPS2,5,5.29891090072259,1.1649546100909292e-07,1.0924832128172839e-06,0.6,0.6797741802949974,0.4966474577188045,0.7038106780960318,1.726894709532073,1.0
878,SLC6A5,3,6.389241979818144,1.6671007353776878e-10,3.848514835700347e-09,1.0,3.2488285603844402,0.0011588129590494886,0.009721577343227133,0.19318139532058914,1.0
879,SEPTIN6,2,5.969960107853585,2.373116043538229e-09,3.786384202516347e-08,1.0,1.448420050545995,0.14749961059163025,0.33694315258733365,0.9842255510233612,1.0
880,NNAT,5,5.715151004928192,1.0960664892662586e-08,1.4074548122835617e-07,0.8,1.9968001358150207,0.04584689882750351,0.15364605575882528,1.0440242994577624,1.0
881,EFNB2,5,-5.412983712089939,6.198313044809115e-08,6.324676745944579e-07,0.8,-1.3145593098493498,0.18865805286596848,0.39333267301140074,,
882,PMFBP1,3,5.500574199188503,3.785564027982616e-08,4.158419141068866e-07,0.6666666666666666,0.8593689973720606,0.39013696855168456,0.6142632033405776,1.5128784122953187,1.0
883,GFOD1,5,-5.411698978132886,6.242957208158364e-08,6.358980166734598e-07,1.0,-2.413395159030979,0.01580467407154346,0.07089402851820796,,
884,ILDR2,5,6.194618888607686,5.842622623612678e-10,1.1278672955666927e-08,1.0,2.048077525045377,0.04055240372739558,0.1407285535336109,0.25443076736809445,1.0
885,CCDC126,5,-6.572722287460654,4.9403552255375975e-11,1.3674374530618446e-09,1.0,-2.2228182090738535,0.026228060727453862,0.10319155245087147,0.36202604674649086,0.0
886,MYADML2,5,-6.568702791713509,5.075547481124719e-11,1.3978446240861288e-09,1.0,-4.9496095396403526,7.436251598260725e-07,3.077120911360288e-05,0.35693928535359454,0.0
887,KYAT1,5,-5.951606768712368,2.6552271552517967e-09,4.1500774196154616e-08,1.0,-2.8998071144290796,0.003733923558344826,0.023844098278442732,-0.6458378187063613,1.0
888,TMEM196,5,-6.868146703488328,6.504131743234721e-12,2.458895401703183e-10,1.0,-6.868146703488328,6.504131743234721e-12,2.5036369445121183e-09,0.8487376835757927,0.0
889,PARP16,5,5.404771720902783,6.489098327669442e-08,6.573289811480086e-07,1.0,3.6706998684773517,0.00024188723827169424,0.0028803723509878295,,
890,BCO1,3,6.864516782417035,6.671669744818055e-12,2.475997255969248e-10,1.0,3.120915350869024,0.0018028985051872207,0.013595251051416344,-0.5431986382430078,0.0
891,TLR8,3,6.201064992500034,5.608234616529952e-10,1.0882473548980512e-08,1.0,6.201064992500033,5.608234616529993e-10,9.66953118466713e-08,0.4477720538386041,1.0
892,TSHZ1,5,5.391810249171801,6.975140228938472e-08,7.007134006636807e-07,0.6,2.3291774649862638,0.01984966621781508,0.08402856144175837,1.5418038105207479,1.0
893,FMO9,3,6.03356905272002,1.6037741119671743e-09,2.7087417450286398e-08,0.6666666666666666,1.4530400611873173,0.14621263136100962,0.33514117877672034,0.6951023451688616,1.0
894,GRINA,5,5.676589023027905,1.3740706083689212e-08,1.7113330857578918e-07,1.0,3.887219257382098,0.00010139915700313342,0.001438182387931332,1.0769688603476044,1.0
895,SLC23A2,5,5.46299085683272,4.681787229828514e-08,4.993101947688245e-07,1.0,4.086771287064921,4.374179433102633e-05,0.0007350100341646199,1.420804090415166,1.0
896,SACM1L,5,-6.794707872547505,1.0853222149902912e-11,3.703969753096763e-10,1.0,-2.605534121207168,0.009173113638233869,0.04713858334059205,0.7554316988223533,0.0
897,ABHD5,5,5.243690584938551,1.573960662371203e-07,1.4197382497857305e-06,0.6,0.9851529797759438,0.32454893295565856,0.550008594070038,1.769627633914966,1.0
898,GRPEL2,5,5.394222746246014,6.882080170798563e-08,6.945865304088891e-07,0.6,1.3224626832193769,0.18601412768870285,0.3904763273942181,,
899,TRIM47,5,5.768081779973139,8.017889846053313e-09,1.0659607448343327e-07,1.0,5.768081779973139,8.017889846053313e-09,8.399431393476174e-07,0.9119845709390831,1.0
900,TMEM231,5,-5.3919842840938506,6.968386383337615e-08,7.007134006636807e-07,0.8,-1.873407603301359,0.06101212088410386,0.18795321512631438,,
901,ANO3,5,-6.990731104802632,2.7345743384048704e-12,1.1546600624815666e-10,0.8,-2.76293413302061,0.005728432514807126,0.03293401006776226,1.084192687949111,0.0
902,CENPB,5,6.264396058064717,3.7427310932798026e-10,7.670836688676982e-09,1.0,6.264396058064717,3.7427310932798026e-10,7.114547800940367e-08,0.09818592565851436,1.0
903,LRFN5,5,-6.8616875725651525,6.805177138297421e-12,2.519894675460826e-10,0.8,-2.0059368382260834,0.04486298727864623,0.15129832221600498,0.8773105667946338,0.0
904,UPF1,5,5.337854337269391,9.40529702150116e-08,9.099275101139371e-07,1.0,5.142570489674571,2.7100470920258875e-07,1.311599399626096e-05,1.6035064113557658,1.0
905,NGF,5,6.028471037072682,1.6551805168918553e-09,2.781375422902943e-08,0.8,3.5951626520158366,0.0003241889690616514,0.0036104630850308885,0.4767361196917258,1.0
906,TSPAN17,5,5.995036000986561,2.034403680275559e-09,3.334004922368421e-08,1.0,4.655117649563676,3.2379576211059592e-06,9.519480380914003e-05,0.5309867008588455,1.0
907,WBP1L,5,5.934913296248397,2.940008262612445e-09,4.535229894013158e-08,1.0,4.486694016264064,7.233684528173582e-06,0.0001781725391522755,0.620885632671955,1.0
908,LDLR,5,5.253484339026442,1.492483719832837e-07,1.3633328107435496e-06,0.8,1.4050792633622624,0.15999770964486426,0.35570967953790095,1.7302228989991484,1.0
909,NIPSNAP3B,5,6.180279280261425,6.398830126975036e-10,1.2187967348871208e-08,1.0,4.322268313649322,1.5443321867227516e-05,0.000321127969279334,0.21638354923395203,1.0
910,UBAP2,5,5.351670782656412,8.714583738263462e-08,8.535135505073185e-07,0.8,2.213229671220833,0.02688181545946856,0.10501482404652435,1.5593260226597072,1.0
911,TFDP2,5,-5.706882808640016,1.1506394629631794e-08,1.467593669175772e-07,1.0,-2.080277641155495,0.0375000743775521,0.1335795536092194,-0.9775044655641385,1.0
912,CNTNAP5A,4,-5.373500392428006,7.722263718968212e-08,7.690668416146922e-07,1.0,-5.373500392428005,7.722263718968268e-08,5.052130793532125e-06,,
913,EPHB2,5,5.753723755239573,8.729876810845737e-09,1.1504531924611358e-07,1.0,5.753723755239573,8.729876810845737e-09,8.864243074718805e-07,0.8912004267789599,1.0
914,COPS2,5,-5.547590728300576,2.8963287408795426e-08,3.279072046445841e-07,0.8,-3.214247874590126,0.0013078671649724668,0.010663949416071069,-1.225104793081967,1.0
915,SCNN1A,3,5.438603368572285,5.369985107778361e-08,5.597228810072256e-07,1.0,3.8354146269094973,0.00012535264411425926,0.0016992931739387544,1.5237679798951083,1.0
916,IPO11,4,-5.367167740879097,7.998266502594435e-08,7.922639566184506e-07,1.0,-1.6241762203541232,0.10433820446123912,0.26971825085779005,,
917,GTF3C4,5,4.94826032408747,7.487971929164759e-07,5.595526472755534e-06,1.0,3.6353647690667508,0.00027758757935998597,0.003177475528054279,2.198231651585326,1.0
918,RT1-DB1,2,7.132433679078924,9.860959515644737e-13,4.872197071729901e-11,1.0,7.132433679078923,9.860959515644737e-13,4.5338500528597687e-10,-0.560745242314347,0.0
919,NLRP3,3,5.763046498341665,8.260902394765349e-09,1.0947514526673823e-07,1.0,5.763046498341665,8.260902394765349e-09,8.539917600738082e-07,1.0342214412173707,1.0
920,SLITRK3,5,-6.864791930328334,6.658823600337442e-12,2.475997255969248e-10,1.0,-4.419096614078568,9.911433441587739e-06,0.00023008982654300174,0.9260141419217596,0.0
921,PRLH,2,6.2784609027374225,3.419409878638002e-10,7.156242234635604e-09,0.5,0.6617291465497701,0.508144821757459,0.7141728020488631,0.5731713271746416,1.0
922,UTP20,5,4.371626733100864,1.233242321361728e-05,6.463783059904789e-05,0.6,1.8423155914098248,0.0654290004569783,0.19712560185972022,3.1264385685015537,1.0
923,DNAJB5,5,6.4529153777707515,1.0971863198591829e-10,2.7009769880511632e-09,1.0,2.8882262202805182,0.003874211296958639,0.024466213425127583,-0.26461512216790056,0.0
924,EIF5A,4,5.358528241203842,8.390262296655942e-08,8.25657678562718e-07,0.75,1.780296326465921,0.07502747801388433,0.21526344532602074,,
