,symbol,K_ni,Z_NI,p_NI,FDR_NI,ni_consistency,Z_NI_RE,p_NI_RE,FDR_NI_RE,incision_Z,incision_agreement
12516,GPR132,3,1.3961671325024458,0.1626641717126538,0.24651321829224004,1.0,1.3961671325024458,0.1626641717126538,0.359324352086994,-0.5829321114244943,0.0
12517,NFKBIL1,5,0.5762713861322548,0.5644317603970446,0.6608526913837365,0.6,0.5762713861322548,0.5644317603970446,0.7543515158911517,0.6593756632475407,1.0
12518,TYW3,5,-0.472313001556186,0.6367033914847697,0.7229190928697975,0.8,-0.472313001556186,0.6367033914847697,0.8020941118696939,-0.8283419635920827,1.0
12519,REXO4,5,1.6214480712958688,0.10492157828103828,0.17181064144318814,0.8,1.6214480712958685,0.10492157828103837,0.27083521739175787,-1.0428145643920126,0.0
12520,AAMDC,5,-0.16683726873422677,0.8674980934292861,0.9055198614139839,0.6,-0.1668372687342269,0.867498093429286,0.9389764872117147,-1.3252181213102874,1.0
12521,AFM,3,0.7950975816706933,0.42655674128994436,0.5347142670275038,0.6666666666666666,0.7950975816706934,0.42655674128994436,0.6465537712299597,0.31425009419519306,1.0
12522,UMPS,5,1.0607412142663544,0.28880752432029655,0.39141424240969036,0.6,1.0607412142663544,0.28880752432029655,0.510884059265742,-0.1306219935487555,0.0
12523,RTL9,3,-0.1596814718813929,0.87313199690329,0.9102526177957584,0.6666666666666667,-0.26675248555980907,0.789659739956607,0.8934928630599132,1.7403658421735904,0.0
12524,ZNF750,2,-1.5175664284833241,0.12912373540438962,0.20370339958191544,0.5,-0.2333623319033494,0.8154800605173891,0.9086997415971337,0.6298036327394818,0.0
12525,MLH1,5,-0.1671400080355063,0.8672598868959922,0.905385408256226,0.6,0.14107888686266576,0.8878076226612374,0.9500253277921387,-1.3221739390043727,1.0
12526,KCNJ2,5,0.8342960146098624,0.40411419710411023,0.5129540275362852,0.6,0.8342960146098621,0.40411419710411034,0.6271486167288812,,
12527,B3GALNT2,5,1.0735386615508473,0.2830295018498865,0.38511455735207045,0.8,-0.1666560314385352,0.8676407034278828,0.9390694385103194,-0.15410954261296447,0.0
12528,ROGDI,5,-1.4171532204658173,0.1564381352995645,0.23876108948625097,0.8,-1.417153220465817,0.1564381352995645,0.35057731051697694,0.7136234255833672,0.0
12529,FAM216B,2,0.5842125125720353,0.559077344194971,0.6561151588992599,1.0,0.5842125125720354,0.559077344194971,0.7506366159243317,-1.625474948585604,0.0
12530,FBXW2,5,-1.0257309392366967,0.3050184265335658,0.4098275019062896,0.6,-1.0257309392366964,0.3050184265335659,0.5295987617731651,0.07726691983260395,0.0
12531,SGTA,5,0.8760950659005678,0.38097835488926934,0.4900111687098598,0.6,0.8532082327814684,0.3935438386872493,0.6175692972520632,0.1657993021675012,1.0
12532,ADGRB3,5,0.5900430297591139,0.5551618015866778,0.653094395157263,0.6,0.2880775376202765,0.7732873864947816,0.8848916503716164,0.6314055627407581,1.0
12533,RNF225,3,0.6260778259987111,0.5312638956006679,0.6326209924034245,0.6666666666666667,0.44930452492410783,0.6532119940485117,0.811595305612755,0.5623591398767824,1.0
12534,BCL6B,3,-0.8329941364559614,0.4048480362111947,0.5136080857950253,1.0,-0.8329941364559614,0.4048480362111947,0.6275835212637685,,
12535,PACRGL,2,-0.39900251924923597,0.689891347995826,0.7667498364310815,0.5,-0.399002519249236,0.689891347995826,0.8348592860043939,-0.8545545409509968,1.0
12536,OARD1,5,0.8322029692019649,0.40529438820117225,0.5140561466287972,0.6,0.8322029692019649,0.40529438820117225,0.6277864482339944,,
12537,TSC1,5,-0.08200483272107066,0.934642870446358,0.9553639715696978,0.8,-0.08200483272107058,0.9346428704463581,0.9719910022385095,1.7225816837131547,0.0
12538,DUSP2,3,0.399350108605915,0.6896352501576621,0.7665598455852276,0.6666666666666666,0.39935010860591497,0.6896352501576621,0.8347926015312704,0.8986526857877707,1.0
12539,UNC93A,3,-1.1744062998378242,0.24023232310069476,0.337405635295944,1.0,-1.1744062998378244,0.24023232310069464,0.4570802963971183,0.2601188883288339,0.0
12540,2210016L21RIK,3,0.8310759383279916,0.4059307316611579,0.5146266444895439,0.6666666666666666,0.8310759383279918,0.4059307316611578,0.6280580922093366,,
12541,IRAK1,5,0.3068141670896735,0.7589848242443564,0.8226518768183214,0.8,-0.3980912651715522,0.6905629128307903,0.8352750490856956,1.087425048893898,1.0
12542,BPIFA5,3,-0.4192133051640701,0.6750602491082074,0.7540556919448677,0.6666666666666667,-0.41921330516406996,0.6750602491082074,0.8254116305857315,-0.8665641175880379,1.0
12543,DBP,5,1.8214059535159222,0.06854517085526556,0.12054395112583463,0.8,1.6795919387390528,0.09303673719652111,0.25019400066235864,-1.3789143733820834,0.0
12544,ICE1,5,0.11504631984128884,0.9084084078337598,0.9367042092240463,0.6,0.11504631984128891,0.9084084078337598,0.9602202532661783,1.3989832750243967,1.0
12545,SLC6A14,2,0.027127476928222843,0.9783580594020154,0.985143119553605,0.5,-0.011771892128848396,0.99060760594845,0.9962049391614766,1.3814304807881386,1.0
12546,RILPL2,5,0.3292171117801475,0.741991589877623,0.8094275881931337,0.6,0.3292171117801475,0.741991589877623,0.8679785588208401,-2.1219129376364068,0.0
12547,KIF20B,4,0.5565514113921984,0.5778339590815589,0.6728320570325685,0.5,0.5565514113921983,0.5778339590815589,0.7634954650529227,0.6696523308939495,1.0
12548,DEPDC7,5,-0.7390026722748496,0.4599053746823365,0.5667749059446082,0.8,-0.7390026722748496,0.4599053746823365,0.6748540568920243,-0.382014046109626,1.0
12549,ZFP120,3,-0.8295163977024521,0.4068122619295671,0.5155862602954208,0.6666666666666667,-0.8295163977024522,0.4068122619295671,0.6289199086254714,,
12550,IPO8,4,-1.9364342679202262,0.05281453587955226,0.09673411506897743,0.5,-1.3761796830206772,0.16876601057127638,0.3677582211136013,1.4461056735408984,0.0
12551,PTGES3,3,1.2616475522901762,0.20707563714013488,0.29942482274338367,0.6666666666666667,0.4484328076264987,0.6538408688880446,0.8120737567064789,-0.3951245309881072,0.0
12552,CCDC58,3,-0.828806463051731,0.4072139304717344,0.5160163050963212,0.6666666666666667,-0.828806463051731,0.4072139304717344,0.6294550781815603,,
12553,PHYHIP,5,-0.9171726766979843,0.3590521621861509,0.4673296680431839,0.6,0.4315005326700635,0.6661044653876677,0.8192421690516181,-0.09025313345137964,1.0
12554,TSC22D1,5,-0.5214145837202446,0.6020779942852874,0.6934605360129215,0.6,0.37796069690472933,0.7054597913081146,0.8455913147752853,-0.7341265361664997,1.0
12555,RPH3AL,3,0.5883252191128951,0.5563140212231493,0.6540315135510738,0.6666666666666666,0.7003202670662783,0.4837273175652803,0.6940431188191312,0.6105526954903574,1.0
12556,GYPC,4,-0.828237553844526,0.40753597993286206,0.5163848687015795,0.75,-0.8707187212899075,0.38390775383405207,0.608662944584409,,
12557,SERPINB1B,5,-1.2185465929154133,0.22301633020305345,0.31789237836039796,0.8,-0.9956652186060401,0.31941283494741957,0.5443139343199515,0.40161386757831674,0.0
12558,OGFOD2,4,0.5786443734683682,0.5628291571599258,0.6593027748981664,0.5,0.5977303669789423,0.5500198597029189,0.7449413892318725,0.6278018216577979,1.0
12559,IFT52,5,1.2315927184174504,0.21810126233689686,0.3121497703588687,0.6,1.2315927184174504,0.21810126233689686,0.4312521913989149,-0.4237565336596236,0.0
12560,ACTC1,5,-0.9471758201008361,0.34354919444362453,0.45137531881496057,0.6,-1.1126923271546536,0.26584059200991617,0.4863166974964779,-0.03912925787301194,1.0
12561,LHX8,3,-0.8275072742126285,0.4079496008071205,0.5167507302792882,1.0,-0.8275072742126287,0.4079496008071204,0.6302391070150697,,
12562,SLC6A17,5,-1.685852643506173,0.09182418517716193,0.15384896376681692,0.6,0.7462351623816922,0.455525370708749,0.6711916805649174,1.1648337699420046,0.0
12563,GPBAR1,3,0.8265344530885398,0.40850098239483223,0.5172116775490907,0.6666666666666666,0.8265344530885398,0.40850098239483223,0.6306200578809236,,
12564,LTB4R1,3,0.8260712038766509,0.4087637015541229,0.5174651463192231,1.0,0.826071203876651,0.4087637015541228,0.6307903028271341,,
12565,FLAD1,4,-1.516857189568439,0.12930274426086594,0.20390806240528325,0.75,-0.38940678965481795,0.6969752502220301,0.8396778762409959,0.8104358719115192,0.0
12566,RGS13,3,-0.12089219274508183,0.9037764261023304,0.9333233968583586,0.6666666666666667,-0.2852424090412492,0.7754584315852181,0.8858712098556513,-1.3044353646377647,1.0
12567,B4GALNT3,5,-1.334735140096025,0.1819630481908564,0.26973422654979895,0.6,-1.334735140096025,0.1819630481908564,0.3851473623599815,0.595125095946038,0.0
12568,GGCX,5,1.1901684769114063,0.23398018035070944,0.330249846095757,0.6,1.1901684769114063,0.23398018035070944,0.4496505219046723,-0.359837226947242,0.0
12569,DAPL1,2,-0.7004077231610525,0.48367271446418303,0.5886244727674942,0.5,-0.7004077231610526,0.4836727144641829,0.6940431188191312,2.382028712651677,0.0
12570,HRH1,5,0.6580570694399067,0.5105014605069814,0.6134616069632319,0.6,0.6580570694399067,0.5105014605069814,0.7156958525445337,0.5058754600439471,1.0
12571,AUTS2,3,-1.1691544332126038,0.24234141615603322,0.3396761046841106,0.6666666666666667,-0.9958228296619634,0.319336235804066,0.5442394331784288,2.228277541678314,0.0
12572,SLC2A10,5,0.963306726187691,0.3353936188269572,0.4423101887358613,0.8,0.7872128585055638,0.43115727121508174,0.6500742533386804,0.008762799723131882,1.0
12573,MARK3,5,1.1745509487877415,0.24017441725159916,0.33737487253222714,0.6,0.14379779490655142,0.8856601441887823,0.949138666663174,-0.33539071340786264,0.0
12574,HSP90AB1,5,0.806635098997705,0.41987674579984047,0.5282608616964852,0.6,0.5548902916811549,0.578969702732189,0.7643859391898534,0.2635600521433256,1.0
12575,SRCIN1,5,-0.30883958231212677,0.7574435576721366,0.8215192822612676,0.6,-0.4443777098943634,0.6567695261924715,0.8133686491543786,2.079109229509848,0.0
12576,ZFP983,3,-0.8250025355629327,0.409370151172989,0.518153608795237,1.0,-0.8250025355629328,0.4093701511729889,0.6313729726253552,,
12577,ASB12,3,-0.7569956149634365,0.44905248956559607,0.5565910444278678,1.0,-0.7569956149634365,0.44905248956559607,0.6655818010546009,-0.3521650673004708,1.0
12578,DLST,5,-1.4460190921587521,0.14817184690198573,0.22820697961493142,0.6,-1.0841658689700548,0.27829126182535147,0.4998226626960677,0.7781975596902342,0.0
12579,6030458C11RIK,3,-0.8245981775579078,0.40959975640867563,0.5183649490080586,0.6666666666666667,-0.8245981775579078,0.40959975640867563,0.6315420195247444,,
12580,TMEFF2,5,-1.197493934785273,0.23111409019629925,0.3270132006265298,0.8,-1.197493934785273,0.23111409019629925,0.44631903172665327,0.3743238433899684,0.0
12581,GNRHR,3,-0.824409986788941,0.4097066422469652,0.5184209420129782,0.6666666666666667,-0.8244099867889411,0.4097066422469652,0.6315976848721028,,
12582,GEMIN7L1,2,0.49711155300588405,0.6191103880604374,0.707606221120821,1.0,0.5100315549941128,0.6100293550565921,0.7837620030192278,0.7097854866509103,1.0
12583,METTL24,4,-1.5498315988683002,0.12118194058260771,0.19334909201111652,0.5,-0.22585428327641338,0.8213147557317471,0.9117580477029047,0.8937544503672182,0.0
12584,APEX1,5,1.9146326846088186,0.055539363810821134,0.10085436640666061,0.6,1.1272345745158436,0.2596433159717897,0.47977392044241757,-1.5433039913469893,0.0
12585,AVEN,5,-0.6514842448121649,0.5147339441928103,0.61778523995935,0.8,-0.4000463767214568,0.6891223587727566,0.8345908599112217,-0.5130300691117705,1.0
12586,ZFAND3,5,-1.411957310060765,0.1579625313966082,0.24084338795842475,0.8,0.181533722377183,0.8559486662196731,0.9327580698708295,0.7252969146463724,0.0
12587,TNFRSF14,3,1.3428249526149856,0.1793286616105093,0.2666649902953149,0.6666666666666667,0.3368724040451458,0.7362130890364501,0.8650386206950609,-0.5267836656661303,0.0
12588,PRSS8,3,0.8217556800830857,0.4112159624762447,0.5199604619853805,1.0,0.8217556800830857,0.4112159624762447,0.6331750671897662,0.25129220111025086,1.0
12589,FIGN,5,0.12105600636297977,0.9036466746668802,0.9332476295679916,0.6,0.12105600636297983,0.9036466746668801,0.9580356365176333,1.3745711614263139,1.0
12590,FZD3,5,-1.8905223669961613,0.05868813205785512,0.10571400172179976,0.8,-1.8905223669961613,0.05868813205785512,0.18242365480218178,1.5062499779828016,0.0
12591,FAM174A,5,0.07784129612247055,0.9379542965332435,0.9575070627987077,0.6,0.07784129612247052,0.9379542965332435,0.9731724137289692,-1.6980174699188175,0.0
12592,ZFP637,5,1.5630079043720007,0.11805073564529223,0.18915544786068508,0.6,1.2641685271669625,0.20616954463098935,0.41626782325482636,-0.9734675423950349,0.0
12593,HIST1H2AN,2,0.15050470445480524,0.8803664393974191,0.916006116727815,0.5,0.15050470445480527,0.880366439397419,0.9457925167070863,-1.5687775166460525,0.0
12594,ZC3HAV1L,5,0.8221160297163845,0.41101086320035285,0.519794947905298,0.6,0.05937079673327729,0.9526567728462919,0.9800864735784662,,
12595,ID4,5,-1.6345639971777617,0.10214048014902596,0.16790438250339434,0.8,-1.6345639971777615,0.10214048014902599,0.2656635467586629,1.0906362595841521,0.0
12596,RASSF8,5,-0.7035202853122877,0.48173156958904517,0.5871158927794622,0.6,-0.4823582016644746,0.6295515084618353,0.7975154269141511,-0.42500510880326925,1.0
12597,RTP4,5,0.8217179193301246,0.41123745818333834,0.5199604619853805,0.6,0.3918806407956776,0.6951464076766392,0.8386343542174731,,
12598,FBXL20,5,-0.8208144712896401,0.4117519543752606,0.5203724783400254,0.6,-0.8208144712896401,0.4117519543752606,0.6334428349686738,,
12599,CRHR1,3,-2.1459875714713994,0.03187397028973103,0.06285179369021063,1.0,-2.1459875714713994,0.03187397028973103,0.11898299918790987,1.7313392469959041,0.0
12600,STAG1,5,1.150034371839835,0.2501297147372029,0.34860748612726333,0.6,1.1500343718398351,0.2501297147372027,0.46823643574293183,-0.30422897372923996,0.0
12601,STAT1,5,0.8206337210864396,0.4118549339444455,0.5204231518931569,0.6,0.43514720963171244,0.6634555778888334,0.8176246538020974,,
12602,PRMT5,5,-0.8635922868195854,0.38781190279354016,0.49652402653455113,0.6,-0.20233152043677655,0.8396575597825123,0.9236927647149441,-0.16181355288859428,1.0
12603,SRSF7,5,1.9711723755289792,0.04870416251326782,0.09044068270942399,0.8,1.9711723755289787,0.04870416251326785,0.1601168313151553,-1.6414570806982958,0.0
12604,TMEM82,3,0.8203712662012042,0.41200449065816414,0.520572391555262,0.6666666666666667,-0.35822128704845047,0.7201777181010718,0.8544463902235638,,
12605,MYF6,3,1.3351867130530413,0.18181524445802777,0.26953926791484784,0.6666666666666667,0.09676262967751235,0.9229149018223305,0.9663844151798181,-0.5204116048095315,0.0
12606,TMEM168,5,-0.8192986210141989,0.41261605916423005,0.5212257506896387,0.8,0.2990270056642242,0.7649194402038684,0.8811906023283984,-0.232618510016871,1.0
12607,ACTR3,5,-1.2474060812381604,0.21224863788247728,0.30541071496398886,0.8,-1.2474060812381602,0.21224863788247716,0.42357601329042227,0.46447007095385306,0.0
12608,LTA4H,5,-0.2915032795398732,0.7706664360266156,0.8312851644908792,0.6,0.32568269476228745,0.7446644385754637,0.8693529261744305,-1.0914995717485545,1.0
