symbol,K,meta_Z,meta_p,consistency,n_up,n_dn,lfc_GSE267799_SMIR_DRG,lfc_GSE212311_CCI_DRG,lfc_GSE278227_CCI_DRG,lfc_GSE241361_S1R_DRG,lfc_GSE265957_Xtail_DRG_Day4,lfc_GSE265957_Xtail_DRG_Day63,meta_FDR,incision_lfc,concordant_incision
SBSN,4,4.260222900395768,2.042231321758736e-05,0.5,2,2,0.15173372350752135,-0.2518171863051518,0.8031774757229893,-0.544563381318599,,,0.00015124390531432035,0.15173372350752135,True
RPL22,4,4.258784513318831,2.0554149012357415e-05,0.75,3,1,,,0.18292508104252114,0.24699251150781532,-0.0283873891566172,0.103722294445742,0.0001520886903800099,,False
AKIRIN1,6,4.258777859193937,2.0554760776950348e-05,1.0,6,0,0.06978693480146703,0.027130092055808852,0.1641783336244318,0.37208737513897994,0.291385017834701,0.089090244179422,0.0001520886903800099,0.06978693480146703,True
CRACD,4,-4.257453440009978,2.067687050201735e-05,0.75,1,3,0.47534225123599416,-0.14356834667467444,-0.34171835684004925,-1.3689314181987164,,,0.00015292384296219444,0.47534225123599416,False
CORO1A,6,4.255883083296535,2.0822550353948075e-05,0.6666666666666666,4,2,-0.0007923672317158292,0.21287393656844866,0.3160843105618065,-0.11689184391038143,0.272622550941927,0.164045385542147,0.00015393249372869518,-0.0007923672317158292,False
SLC25A33,6,-4.255557561327233,2.0852870616630403e-05,0.6666666666666666,2,4,0.05657244182340726,-0.2704420965742651,-0.45957427550286756,-1.5245585327865738,-0.210831684075078,0.0605696231619091,0.0001540878189493154,0.05657244182340726,False
C2,4,4.2543184531796845,2.0968670488861738e-05,0.75,3,1,,,1.287470884868961,0.09283765765276009,-0.3436876936337,0.188830909910865,0.00015486047307195264,,False
KIF5B,6,-4.254238678282319,2.0976146727121664e-05,0.8333333333333334,1,5,0.3445254588723312,-0.16103150783279574,-0.6031228715424017,-2.7056550454520156,-0.3473914418735,-0.162244474462914,0.00015486047307195264,0.3445254588723312,False
BTBD8,5,4.253134189420142,2.107991690182762e-05,0.6,3,2,0.29144367424936846,,0.4519267241644833,-0.6806732465972676,0.44434876419379,-0.0978101552889851,0.0001555571932942714,0.29144367424936846,True
NFAM1,6,4.252031657162367,2.1183990559734996e-05,0.8333333333333334,5,1,-0.17289012103130474,0.19093479859657614,0.9825540895189648,0.8994845225847685,0.806132358460083,0.315613871727335,0.00015625553108054085,-0.17289012103130474,False
GDAP1,6,-4.251862468833255,2.1200004338130045e-05,0.8333333333333334,1,5,0.38479399045500795,-0.23656062821906687,-0.34019367030229475,-0.017430255907552983,-0.239597215255481,-0.178648284537335,0.000156303996349545,0.38479399045500795,False
ARHGAP20,6,4.251242796527464,2.125875515778996e-05,0.5,3,3,0.09023889311242606,0.19769209024582435,0.6427728982547487,-1.7385598083581453,-0.415208766620822,-0.232682508212818,0.000156667371047079,0.09023889311242606,True
LPAR3,5,-4.250961311272723,2.128549379782458e-05,1.0,0,5,,-0.11900732110981238,-0.5128882299894868,-0.46256258308770093,-0.192080387764634,-0.0459022679118059,0.00015679461207903535,,False
