symbol,K,meta_Z,meta_p,consistency,n_up,n_dn,lfc_GSE267799_SMIR_DRG,lfc_GSE212311_CCI_DRG,lfc_GSE278227_CCI_DRG,lfc_GSE241361_S1R_DRG,lfc_GSE265957_Xtail_DRG_Day4,lfc_GSE265957_Xtail_DRG_Day63,meta_FDR,incision_lfc,concordant_incision
MDGA1,6,7.452367908585578,9.167963265531477e-14,1.0,6,0,0.5971018582094088,0.41913933248052526,0.8337710239796321,1.1150632380903192,1.13327166523869,0.0509874540221585,1.51748127971077e-11,0.5971018582094088,True
MYADM,6,7.445250064713942,9.676095722533368e-14,1.0,6,0,0.24865575133068507,0.260376629639576,0.7071912330191497,0.8975750784952661,0.471026540485247,0.222162918307017,1.585730063360122e-11,0.24865575133068507,True
HS2ST1,6,7.442428536701762,9.885093750604825e-14,1.0,6,0,0.1509353879884605,0.4130603741537344,0.7862077023136029,0.4280326233672147,0.288708096569756,0.102983965731342,1.6040987427452065e-11,0.1509353879884605,True
GGT5,5,7.439454168679711,1.0110216874514912e-13,1.0,5,0,0.3137403416079678,,1.3772132722614314,0.90636812385433,0.314479665199016,0.0555447481502055,1.612067180521755e-11,0.3137403416079678,True
ITGB1,6,7.439209126602634,1.012898663450112e-13,1.0,6,0,0.05063696189611022,0.36142360485691505,0.6685977200607649,0.6404393960935781,0.450419662348776,0.161087557130011,1.612067180521755e-11,0.05063696189611022,True
ARHGAP33,6,7.430599373393919,1.0810668202760454e-13,1.0,6,0,0.45255983475229344,0.1625190651850532,0.6816685375917406,0.5487844205618382,0.910655034813136,0.366838891531272,1.695495771846177e-11,0.45255983475229344,True
TUBB3,6,7.430020846610321,1.0858056537922593e-13,1.0,6,0,0.8420553197754526,0.3218974355254094,0.6019950976972162,1.0003490610587722,0.255560219941814,0.125290243583211,1.695495771846177e-11,0.8420553197754526,True
RAB11FIP5,6,7.427375925839871,1.1077320650581366e-13,1.0,6,0,0.6834553793522717,0.2450411810783928,0.4461128846249611,1.0171074117563332,0.587730299086245,0.279589587880271,1.713568330919839e-11,0.6834553793522717,True
CBLN2,6,7.4247237375677555,1.1301555251569771e-13,0.8333333333333334,5,1,0.5985527583664085,0.7662733081014865,1.3033128232497937,1.1477944465045482,0.834247030494534,-0.0012221027698164,1.7224525754386448e-11,0.5985527583664085,True
FAM171A2,6,7.4242406217827766,1.1342878849855745e-13,1.0,6,0,0.30789353494395044,0.44936732360411247,0.6034274150457364,0.41316128621239745,0.533936331644721,0.278271079534003,1.7224525754386448e-11,0.30789353494395044,True
CDKN1A,6,7.413685627591154,1.22836905389642e-13,0.8333333333333334,5,1,0.2704379545451121,0.9462461747320448,2.2619079443261767,-0.4320878982998053,1.57262860282447,0.638806038877208,1.8397140267843586e-11,0.2704379545451121,True
GADD45A,6,7.4131075362756,1.2337376569179785e-13,1.0,6,0,0.19075216347575008,1.9184688931790528,2.4354733383268528,0.7648591242305982,1.55470750081707,0.0559026551288764,1.8397140267843586e-11,0.19075216347575008,True
KLC4,6,7.403743704635316,1.3239784153919822e-13,1.0,6,0,0.23670010095541727,0.16083511077544488,0.4055978838460774,0.11480727553056713,0.0228691385291404,0.0800233193850041,1.956650958175722e-11,0.23670010095541727,True
GPR88,4,7.401205765832433,1.3495342448122697e-13,1.0,4,0,0.3857190632068046,0.4739266783730769,1.7370109727088798,0.0608106644803349,,,1.9767690991267866e-11,0.3857190632068046,True
STMN4,6,7.388433949024356,1.4856819362019829e-13,1.0,6,0,0.47704239570777585,1.2949142854574167,2.521533184535066,3.1840887361790284,1.57840454680231,1.05107691355529,2.1571059129837914e-11,0.47704239570777585,True
WDR1,6,7.3686726507449976,1.7233524369231055e-13,1.0,6,0,0.10234226918110423,0.26592667110176205,0.49635466421641894,0.5047285838647433,0.0564999705917852,0.120576778693047,2.480428655300108e-11,0.10234226918110423,True
GFAP,6,7.365906296584585,1.7594738198768188e-13,0.8333333333333334,5,1,0.8065469776406613,0.7996260630492893,2.0660840526389856,1.3674538377335965,-0.0100351356651486,0.755738648432668,2.5105871264311298e-11,0.8065469776406613,True
TFE3,6,7.348165265868739,2.0094595392163567e-13,1.0,6,0,0.3204109436877136,0.07681185715875838,0.29039196276534884,0.5577725219629359,0.150268301195621,0.262266344994245,2.8427841276161657e-11,0.3204109436877136,True
STAT3,6,7.333219958316256,2.2468770782827938e-13,1.0,6,0,0.29606719916607815,0.24339919279908617,0.45823193890747227,0.44940820080549493,0.182829603826984,0.219610760796273,3.1517211355709154e-11,0.29606719916607815,True
SCUBE1,6,7.331768118641878,2.2713585499149585e-13,1.0,6,0,0.5410600981093783,0.2192259846332627,0.9730884019058852,0.6336791568982729,0.650812879903315,0.275054877170711,3.159287959511966e-11,0.5410600981093783,True
ATG12,5,7.3237175726189925,2.411940341720207e-13,0.8,4,1,,0.3712845054568872,0.6586264246781006,0.2643887612703928,0.162816301715821,-0.139841028258474,3.326869711346073e-11,,False
ATP6V0A1,6,7.319753173357066,2.4842746977703625e-13,1.0,6,0,0.3677417014673807,0.10095380072777171,0.25119474502138495,0.46374662507118636,0.358758764047024,0.319022901806622,3.398323536983061e-11,0.3677417014673807,True
GPRIN1,6,7.313614393889999,2.6005071967572577e-13,1.0,6,0,0.48083831472221794,0.3794511457707641,0.967803508621488,0.7594320628327131,0.634878602597031,0.151611189669754,3.5281635344857485e-11,0.48083831472221794,True
TXNRD1,6,7.3036850569630785,2.7999133006518965e-13,1.0,6,0,0.16245301875419838,0.32233314019767345,0.6445843629977528,0.5393544315341652,0.315721090007361,0.186710886477607,3.767818288812211e-11,0.16245301875419838,True
PLCD1,6,7.29074810244786,3.082386080339083e-13,1.0,6,0,0.09542275387832166,0.3249474694840604,0.789505586896146,1.0505861418384699,0.947461022556921,0.460624236151937,4.11448825820746e-11,0.09542275387832166,True
PCDH7,5,-7.288431980252529,3.135831414719879e-13,1.0,0,5,,-0.37635066787448324,-0.6878779953765388,-2.1601838628359014,-0.404858839765865,-0.347899668828665,4.152342526115475e-11,,False
WDR81,6,7.2759772629337425,3.4392151624566085e-13,1.0,6,0,0.3746440597706595,0.133961552857095,0.4494645341143162,0.6839493524609015,0.444965687924333,0.158470222295808,4.517927727696967e-11,0.3746440597706595,True
FAM53C,6,7.274736111545325,3.47098286765788e-13,1.0,6,0,0.23653820647292,0.15036819932770307,0.3381853026047006,1.0452658846658842,0.632727464952191,0.436833720671609,4.5237565689349007e-11,0.23653820647292,True
KLF6,6,7.2708250758811435,3.572983739666059e-13,1.0,6,0,0.1509989169547712,0.2675553762552205,0.6360368042231785,1.2480599915430917,0.347466768107513,0.0420080466930151,4.620314598355673e-11,0.1509989169547712,True
CRISP3,4,7.244193865398917,4.3501880542680834e-13,1.0,4,0,1.0874590053139734,2.488479956042174,3.961168029718933,0.0315500132608681,,,5.5817296646701794e-11,1.0874590053139734,True
PARP3,6,7.240866649371789,4.458265953042732e-13,0.8333333333333334,5,1,-0.04829375797674551,0.7035578016709239,1.351516562680949,0.8982052502284894,0.486936346488808,0.0919863509700971,5.6764013888279465e-11,-0.04829375797674551,False
RASD1,6,7.23835606425016,4.541558402451877e-13,0.8333333333333334,5,1,-0.03179207952895924,0.7724200670797029,2.355415869945569,0.5588034894571341,0.0939824327772538,0.118964963101482,5.6971723938635204e-11,-0.03179207952895924,False
IGSF9B,6,7.23830049243116,4.543419260451817e-13,1.0,6,0,0.7131090722081845,0.24782465922644326,0.74179571030795,1.1336917218599787,0.667190049358233,0.339013821343246,5.6971723938635204e-11,0.7131090722081845,True
DRD2,4,7.226497524028205,4.956096592009498e-13,1.0,4,0,1.0752010717239004,0.5215810113464183,1.1985451573802894,0.9544536974751583,,,6.147602138274566e-11,1.0752010717239004,True
