chembl_id,pref_name,max_phase,first_approval,smiles,inchi_key,atc,drh_phase,drh_moa,drh_indication,pain_prior,mw,logp,tpsa,hbd,hba,rotb,charge,formula,n_torsions,pass,reason
CHEMBL2,PRAZOSIN,4.0,1976.0,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IENZQIKPVFGBNW-UHFFFAOYSA-N,C02CA01,Launched,adrenergic receptor antagonist,hypertension,False,383.4,1.78,107.0,1.0,8.0,4.0,0.0,C19H21N5O4,10.0,True,
CHEMBL3,NICOTINE,4.0,1984.0,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,N07BA01,Launched,acetylcholine receptor agonist,smoking cessation,False,162.2,1.85,16.1,0.0,2.0,1.0,0.0,C10H14N2,2.0,True,
CHEMBL4,OFLOXACIN,4.0,1990.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,J01MA01;S02AA16;S01AE01,Launched,bacterial DNA gyrase inhibitor,respiratory tract infections|sinusitis|skin infections|bone and joint infections|intra-abdominal infections|diarrhea|fever|urinary tract infections,False,361.4,1.54,75.0,1.0,5.0,2.0,0.0,C18H20FN3O4,6.0,True,
CHEMBL5,NALIDIXIC ACID,4.0,1964.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,J01MB02,,,,False,232.2,1.42,72.2,1.0,3.0,2.0,0.0,C12H12N2O3,6.0,True,
CHEMBL6,INDOMETHACIN,4.0,1965.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,C01EB03;M02AA23;M01AB51;S01BC01;M01AB01,Launched,cyclooxygenase inhibitor,rheumatoid arthritis|ankylosing spondylitis|osteoarthritis|bursitis|tendinitis,False,357.8,3.93,68.5,1.0,3.0,4.0,0.0,C19H16ClNO4,12.0,True,
CHEMBL403,SULBACTAM,4.0,1986.0,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,FKENQMMABCRJMK-RITPCOANSA-N,J01CG01,Launched,beta lactamase inhibitor,skin infections|intra-abdominal infections|gynecologic infections,False,233.2,-0.79,91.8,1.0,4.0,1.0,0.0,C8H11NO5S,4.0,True,
CHEMBL404,TAZOBACTAM,4.0,1993.0,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,J01CG02,Launched,beta lactamase inhibitor,pneumonia,False,300.3,-1.52,122.5,1.0,6.0,3.0,0.0,C10H12N4O5S,8.0,True,
CHEMBL8,CIPROFLOXACIN,4.0,1987.0,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,J01MA02;S03AA07;S01AE03;S02AA15,Launched,bacterial DNA gyrase inhibitor,otitis,False,331.3,1.58,74.6,2.0,4.0,3.0,0.0,C17H18FN3O3,8.0,True,
CHEMBL9,NORFLOXACIN,4.0,1986.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,J01MA06;S01AE02,Launched,bacterial DNA gyrase inhibitor,urinary tract infections|gonorrhea|prostatitis,False,319.3,1.27,74.6,2.0,4.0,3.0,0.0,C16H18FN3O3,8.0,True,
CHEMBL405,AMPHETAMINE,4.0,1955.0,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N,N06BA01,,,,False,135.2,1.58,26.0,1.0,1.0,2.0,0.0,C9H13N,6.0,True,
CHEMBL6622,ISOSORBIDE DINITRATE,4.0,1986.0,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,C05AE02;C01DA08;C01DA58,,,,False,236.1,-1.06,123.2,0.0,8.0,4.0,0.0,C6H8N2O8,8.0,True,
CHEMBL6437,MIANSERIN,4.0,,CN1CCN2c3ccccc3Cc3ccccc3C2C1,UEQUQVLFIPOEMF-UHFFFAOYSA-N,N06AX03,Launched,serotonin receptor antagonist,depression,False,264.4,3.08,6.5,0.0,2.0,0.0,0.0,C18H20N2,0.0,True,
CHEMBL11,IMIPRAMINE,4.0,1959.0,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,N06AA02,Launched,norepinephrine reputake inhibitor|serotonin reuptake inhibitor,depression|nocturnal enuresis,False,280.4,3.88,6.5,0.0,2.0,4.0,0.0,C19H24N2,16.0,True,
CHEMBL406,INDAPAMIDE,4.0,1983.0,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NDDAHWYSQHTHNT-UHFFFAOYSA-N,C03BA11,Launched,thiazide diuretic,hypertension|congestive heart failure,False,365.8,2.08,92.5,2.0,4.0,3.0,0.0,C16H16ClN3O3S,8.0,True,
CHEMBL407,FLUMAZENIL,4.0,1991.0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE-UHFFFAOYSA-N,V03AB25,Launched,benzodiazepine receptor antagonist,sedative,False,303.3,1.77,64.4,0.0,4.0,2.0,0.0,C15H14FN3O3,6.0,True,
CHEMBL408,TROGLITAZONE,4.0,1997.0,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N,A10BG01,Withdrawn,insulin sensitizer|PPAR receptor agonist,,False,441.5,4.37,84.9,2.0,6.0,5.0,0.0,C24H27NO5S,12.0,True,
CHEMBL409,BICALUTAMIDE,4.0,1995.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,L02BB03,Launched,androgen receptor antagonist,prostate cancer,False,430.4,2.88,107.3,2.0,5.0,5.0,0.0,C18H14F4N2O4S,14.0,True,
CHEMBL12,DIAZEPAM,4.0,1963.0,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,N05BA01,,,,True,284.7,3.15,32.7,0.0,2.0,1.0,0.0,C16H13ClN2O,10.0,True,
CHEMBL13,METOPROLOL,4.0,1978.0,COCCc1ccc(OCC(O)CNC(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,C07AB02,Launched,adrenergic receptor antagonist,hypertension|angina pectoris|myocardial infarction,False,267.4,1.61,50.7,2.0,4.0,9.0,0.0,C15H25NO3,20.0,True,
CHEMBL411,DIETHYLSTILBESTROL,4.0,1973.0,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,RGLYKWWBQGJZGM-ISLYRVAYSA-N,G03CB02;G03CC05;L02AA01,Withdrawn,estrogen receptor agonist,,False,268.4,4.83,40.5,2.0,2.0,4.0,0.0,C18H20O2,12.0,True,
CHEMBL267936,MECAMYLAMINE,4.0,1956.0,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,C02BB01,Launched,acetylcholine receptor antagonist,hypertension,False,167.3,2.42,12.0,1.0,1.0,1.0,0.0,C11H21N,2.0,True,
CHEMBL14,CARBACHOL,4.0,1972.0,C[N+](C)(C)CCOC(N)=O.[Cl-],AIXAANGOTKPUOY-UHFFFAOYSA-N,N07AB01;S01EB02,Launched,cholinergic receptor agonist,intraocular pressure,False,147.2,-0.21,52.3,1.0,2.0,3.0,1.0,C6H15N2O2+,8.0,True,
CHEMBL16,PHENYTOIN,4.0,1953.0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-N,N03AB02;N03AB52,Launched,hydantoin antiepileptic,seizures,True,252.3,1.77,58.2,2.0,2.0,2.0,0.0,C15H12N2O2,4.0,True,
CHEMBL413,SIROLIMUS,4.0,1999.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,S01XA23;L04AH01;L01EG04,Launched,mTOR inhibitor,organ rejection|lymphangioleiomyomatosis,False,,,,,,,,,,False,F2_mw_914
CHEMBL269732,TACROLIMUS ANHYDROUS,4.0,1994.0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,,,,,False,804.0,4.64,178.4,3.0,12.0,7.0,0.0,C44H69NO12,52.0,True,
CHEMBL415,CLOMIPRAMINE,4.0,1989.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,N06AA04,Launched,serotonin transporter (SERT) inhibitor,obsessive compulsive disorder (OCD),False,314.9,4.53,6.5,0.0,2.0,4.0,0.0,C19H23ClN2,16.0,True,
CHEMBL416,METHOXSALEN,4.0,1954.0,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,D05BA02;D05AD02,Launched,DNA synthesis inhibitor,psoriasis,False,216.2,2.55,52.6,0.0,4.0,1.0,0.0,C12H8O4,2.0,True,
CHEMBL17,DICHLORPHENAMIDE,4.0,1958.0,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,GJQPMPFPNINLKP-UHFFFAOYSA-N,S01EC02,,,,False,305.2,0.29,120.3,2.0,4.0,2.0,0.0,C6H6Cl2N2O4S2,8.0,True,
CHEMBL18,ETHOXZOLAMIDE,4.0,1982.0,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,OUZWUKMCLIBBOG-UHFFFAOYSA-N,,Launched,carbonic anhydrase inhibitor,glaucoma|duodenal ulcer disease,False,258.3,1.34,82.3,1.0,5.0,3.0,0.0,C9H10N2O3S2,8.0,True,
CHEMBL417,EPIRUBICIN,4.0,1999.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-N,L01DB03,Launched,topoisomerase inhibitor,breast cancer,False,543.5,0.0,206.1,6.0,12.0,5.0,0.0,C27H29NO11,22.0,True,
CHEMBL19,METHAZOLAMIDE,4.0,1959.0,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-QPJJXVBHSA-N,S01EC05,Launched,carbonic anhydrase inhibitor,glaucoma|intraocular pressure,False,236.3,-1.42,107.4,1.0,5.0,1.0,0.0,C5H8N4O3S2,6.0,True,
CHEMBL20,ACETAZOLAMIDE,4.0,1953.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,S01EC01,Launched,carbonic anhydrase inhibitor,glaucoma,False,222.3,-0.86,115.0,2.0,6.0,2.0,0.0,C4H6N4O3S2,6.0,True,
CHEMBL419,MAFENIDE,4.0,1969.0,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,D06BA03,Launched,carbonic anhydrase inhibitor,first-aid antibiotic|skin infections,False,186.2,-0.21,86.2,2.0,3.0,2.0,0.0,C7H10N2O2S,8.0,True,
CHEMBL21,SULFANILAMIDE,4.0,1985.0,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N,D06BA05;J01EB06,Launched,carbonic anhydrase inhibitor,vulvovaginal candidiasis,False,172.2,-0.08,86.2,2.0,3.0,1.0,0.0,C6H8N2O2S,6.0,True,
CHEMBL420,GUANABENZ,4.0,1982.0,N=C(N)N/N=C/c1c(Cl)cccc1Cl,WDZVGELJXXEGPV-YIXHJXPBSA-N,,,,,False,231.1,1.81,74.3,3.0,2.0,2.0,0.0,C8H8Cl2N4,4.0,True,
CHEMBL22,TRIMETHOPRIM,4.0,1973.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,J01EA01,Launched,dihydrofolate reductase inhibitor,urinary tract infections|ear infections|diarrhea,False,290.3,1.26,105.5,2.0,7.0,5.0,0.0,C14H18N4O3,14.0,True,
CHEMBL6966,VERAPAMIL,4.0,1981.0,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,C08DA01;C08DA51,Launched,calcium channel blocker,hypertension,False,454.6,5.09,64.0,0.0,6.0,13.0,0.0,C27H38N2O4,26.0,True,
CHEMBL421,SULFASALAZINE,4.0,1950.0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-QZQOTICOSA-N,A07EC01,Launched,cyclooxygenase inhibitor,ulcerative colitis,False,398.4,3.7,141.3,3.0,7.0,6.0,0.0,C18H14N4O5S,16.0,True,
CHEMBL6466,COUMARIN,4.0,,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,,Launched,vitamin K antagonist,ulcerative colitis|asthma|celiac disease,False,146.1,1.79,30.2,0.0,2.0,0.0,0.0,C9H6O2,0.0,True,
CHEMBL23,DILTIAZEM,4.0,1982.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,HSUGRBWQSSZJOP-RTWAWAEBSA-N,C05AE03;C08DB01,Launched,calcium channel blocker,hypertension|angina pectoris,False,414.5,3.37,59.1,0.0,6.0,6.0,0.0,C22H26N2O4S,24.0,True,
CHEMBL24,ATENOLOL,4.0,1981.0,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,METKIMKYRPQLGS-UHFFFAOYSA-N,C07AB03,,,,False,266.3,0.45,84.6,3.0,4.0,8.0,0.0,C14H22N2O3,18.0,True,
CHEMBL25,ASPIRIN,4.0,1950.0,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,B01AC06;N02BA01;N02BA51;A01AD05;N02BA71,Launched,cyclooxygenase inhibitor,headache|fever|toothache|muscle pain,False,180.2,1.31,63.6,1.0,3.0,2.0,0.0,C9H8O4,8.0,True,
CHEMBL422,TRIFLUOPERAZINE,4.0,1959.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,N05AB06,Launched,dopamine receptor antagonist,schizophrenia,False,407.5,4.95,9.7,0.0,4.0,4.0,0.0,C21H24F3N3S,10.0,True,
CHEMBL26,SULPIRIDE,4.0,,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,N05AL01,Launched,dopamine receptor antagonist,schizophrenia,False,341.4,0.56,101.7,2.0,5.0,6.0,0.0,C15H23N3O4S,14.0,True,
CHEMBL423,BETAXOLOL,4.0,1985.0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-UHFFFAOYSA-N,S01ED52;C07AB05;S01ED02,Launched,adrenergic receptor antagonist,intraocular pressure|glaucoma|ocular hypertension,False,307.4,2.39,50.7,2.0,4.0,11.0,0.0,C18H29NO3,24.0,True,
CHEMBL424,SALICYLIC ACID,4.0,,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,S01BC08;D01AE12,,,,False,138.1,1.09,57.5,2.0,2.0,1.0,0.0,C7H6O3,6.0,True,
CHEMBL425,OLSALAZINE,4.0,1990.0,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,QQBDLJCYGRGAKP-FOCLMDBBSA-N,A07EC03,Launched,cyclooxygenase inhibitor,ulcerative colitis,False,302.2,2.91,139.8,4.0,6.0,4.0,0.0,C14H10N2O6,16.0,True,
CHEMBL27,PROPRANOLOL,4.0,1967.0,CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N,C07AA05,Launched,adrenergic receptor antagonist,hypertension|angina pectoris|migraine headache,False,259.3,2.58,41.5,2.0,3.0,6.0,0.0,C16H21NO2,14.0,True,
CHEMBL6995,PRACTOLOL,4.0,,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,DURULFYMVIFBIR-UHFFFAOYSA-N,C07AB01,Withdrawn,adrenergic receptor antagonist,,False,266.3,1.38,70.6,3.0,4.0,7.0,0.0,C14H22N2O3,16.0,True,
CHEMBL427,MECHLORETHAMINE,4.0,1949.0,CN(CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-N,L01AA05,,,,False,156.1,1.4,3.2,0.0,1.0,4.0,0.0,C5H11Cl2N,8.0,True,
CHEMBL29,PENICILLIN G,4.0,1947.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-MBNYWOFBSA-N,J01CE01;S01AA14,,,,False,334.4,0.86,86.7,2.0,4.0,4.0,0.0,C16H18N2O4S,10.0,True,
CHEMBL428,TROVAFLOXACIN,4.0,1997.0,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,J01MA13,Withdrawn,bacterial DNA gyrase inhibitor,,False,416.4,1.89,101.4,2.0,5.0,3.0,0.0,C20H15F3N4O3,10.0,True,
CHEMBL30,CIMETIDINE,4.0,1977.0,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,A02BA51;A02BA01,Launched,histamine receptor antagonist,duodenal ulcer disease|peptic ulcer disease (PUD)|gastroesophageal reflux disease (GERD)|aggressive systemic mastocytosis (ASM)|Zollinger-Ellison syndrome|endocrine adenoma,False,252.3,0.6,88.9,3.0,4.0,5.0,0.0,C10H16N6S,10.0,True,
CHEMBL31,GATIFLOXACIN,4.0,1999.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,S01AE06;J01MA16,Withdrawn,bacterial DNA gyrase inhibitor,,False,375.4,1.98,83.8,2.0,5.0,4.0,0.0,C19H22FN3O4,10.0,True,
CHEMBL429,LABETALOL,4.0,1984.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,C07AG01,Launched,adrenergic receptor antagonist,hypertension,False,328.4,2.14,95.6,4.0,4.0,8.0,0.0,C19H24N2O3,20.0,True,
CHEMBL32,MOXIFLOXACIN,4.0,1999.0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,FABPRXSRWADJSP-MEDUHNTESA-N,J01MA14;S01AE07,Launched,bacterial DNA gyrase inhibitor,sinusitis|bronchitis|pneumonia|skin infections|intra-abdominal infections,False,401.4,2.37,83.8,2.0,5.0,4.0,0.0,C21H24FN3O4,10.0,True,
CHEMBL33,LEVOFLOXACIN ANHYDROUS,4.0,1996.0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,,,,,False,361.4,1.54,75.0,1.0,5.0,2.0,0.0,C18H20FN3O4,6.0,True,
CHEMBL430,GEMIFLOXACIN,4.0,2003.0,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N,J01MA15,Launched,bacterial DNA gyrase inhibitor,bronchitis|pneumonia,False,389.4,0.97,123.0,2.0,7.0,5.0,0.0,C18H20FN5O4,14.0,True,
CHEMBL431,SPIRAPRIL,4.0,1994.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,HRWCVUIFMSZDJS-SZMVWBNQSA-N,C09AA11,,,,False,466.6,2.39,95.9,2.0,7.0,9.0,0.0,C22H30N2O5S2,24.0,True,
CHEMBL433,VALPROATE SODIUM,4.0,1996.0,CCCC(CCC)C(=O)[O-].[Na+],AEQFSUDEHCCHBT-UHFFFAOYSA-M,,,,,False,143.2,0.95,40.1,0.0,2.0,5.0,-1.0,C8H15O2-,10.0,True,
CHEMBL434,ISOPROTERENOL,4.0,1956.0,CC(C)NCC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-N,C01CA02;R03CB51;R03AB02;R03CB01,,,,False,211.3,1.13,72.7,4.0,4.0,4.0,0.0,C11H17NO3,14.0,True,
CHEMBL435,HYDROCHLOROTHIAZIDE,4.0,1959.0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,C03AX01;C03AA03,Launched,thiazide diuretic,hypertension|congestive heart failure,False,297.7,-0.35,118.4,3.0,5.0,1.0,0.0,C7H8ClN3O4S2,4.0,True,
CHEMBL35,FUROSEMIDE,4.0,1966.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,C03CA01,Launched,diuretic,edema|hypertension|congestive heart failure|nephrotic syndrome,False,330.7,1.89,122.6,3.0,5.0,5.0,0.0,C12H11ClN2O5S,14.0,True,
CHEMBL36,PYRIMETHAMINE,4.0,1953.0,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,P01BD01;P01BD51,Launched,dihydrofolate reductase inhibitor,malaria,False,248.7,2.52,77.8,2.0,4.0,2.0,0.0,C12H13ClN4,8.0,True,
CHEMBL436,TOLRESTAT,4.0,1989.0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,LUBHDINQXIHVLS-UHFFFAOYSA-N,A10XA01,Withdrawn,aldose reductase inhibitor,,False,357.4,3.56,49.8,1.0,3.0,4.0,0.0,C16H14F3NO3S,14.0,True,
CHEMBL437,SULFATHIAZOLE,4.0,1945.0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,JNMRHUJNCSQMMB-UHFFFAOYSA-N,D06BA02;J01EB07,Launched,dihydropteroate synthase inhibitor,gram-negative bacterial infections|gram-positive bacterial infections,False,255.3,1.53,85.1,2.0,5.0,3.0,0.0,C9H9N3O2S2,8.0,True,
CHEMBL438,SULFAMERAZINE,4.0,1982.0,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,QPPBRPIAZZHUNT-UHFFFAOYSA-N,D06BA06;J01ED07,Launched,bacterial antifolate,coccidiosis|cholera,False,264.3,1.17,98.0,2.0,5.0,3.0,0.0,C11H12N4O2S,8.0,True,
CHEMBL439,SULFADIAZINE,4.0,1941.0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,SEEPANYCNGTZFQ-UHFFFAOYSA-N,J01EC02,Launched,bacterial antifolate,malaria|meningitis|urinary tract infections|conjunctivitis|trachoma|chancroid,False,250.3,0.86,98.0,2.0,5.0,3.0,0.0,C10H10N4O2S,8.0,True,
CHEMBL440,THIAMYLAL,4.0,1982.0,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,,Launched,glutamate receptor antagonist,sedative,False,254.4,1.52,58.2,2.0,3.0,5.0,0.0,C12H18N2O2S,10.0,True,
CHEMBL441,THIOPENTAL,4.0,1982.0,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,N01AF03;N05CA19,Launched,GABA receptor antagonist,anesthetic,False,242.3,1.35,58.2,2.0,3.0,4.0,0.0,C11H18N2O2S,8.0,True,
CHEMBL268164,CYCLOBARBITAL,4.0,,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,WTYGAUXICFETTC-UHFFFAOYSA-N,N05CA10,,,,False,236.3,1.25,75.3,2.0,3.0,2.0,0.0,C12H16N2O3,4.0,True,
CHEMBL442,ERGOTAMINE,4.0,1948.0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,XCGSFFUVFURLIX-VFGNJEKYSA-N,N02CA72;N02CA02;N02CA52,Launched,adrenergic receptor antagonist,migraine headache,False,581.7,1.99,118.2,3.0,6.0,4.0,0.0,C33H35N5O5,10.0,True,
CHEMBL38,TRETINOIN,4.0,1971.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,SHGAZHPCJJPHSC-YCNIQYBTSA-N,D10AD51;L01XF01;D10AD01,Launched,retinoid receptor agonist|retinoid receptor ligand,acute promyelocytic leukemia (APL),False,300.4,5.6,37.3,1.0,1.0,5.0,0.0,C20H28O2,12.0,True,
CHEMBL7413,METHOHEXITAL,4.0,1960.0,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,NZXKDOXHBHYTKP-UHFFFAOYSA-N,N01AF01;N05CA15,,,,False,262.3,1.31,66.5,1.0,3.0,3.0,0.0,C14H18N2O3,8.0,True,
CHEMBL40,PHENOBARBITAL,4.0,2022.0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,N03AA02,,,,False,232.2,0.7,75.3,2.0,3.0,2.0,0.0,C12H12N2O3,4.0,True,
CHEMBL41,FLUOXETINE,4.0,1987.0,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,N06AB03,Launched,selective serotonin reuptake inhibitor (SSRI),depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder,False,309.3,4.44,21.3,1.0,2.0,6.0,0.0,C17H18F3NO,14.0,True,
CHEMBL443,SULFAMETHOXAZOLE,4.0,1973.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,J01EC01,Launched,PABA antagonist,pneumonia|enteritis|urinary tract infections,False,253.3,1.37,98.2,2.0,5.0,3.0,0.0,C10H11N3O3S,8.0,True,
CHEMBL444,BARBITAL,4.0,,CCC1(CC)C(=O)NC(=O)NC1=O,FTOAOBMCPZCFFF-UHFFFAOYSA-N,N05CA04,,,,False,184.2,0.16,75.3,2.0,3.0,2.0,0.0,C8H12N2O3,4.0,True,
