chembl_id,pref_name,max_phase,first_approval,smiles,inchi_key,atc,drh_phase,drh_moa,drh_indication,pain_prior,mw,logp,tpsa,hbd,hba,rotb,charge,formula,n_torsions,pass,reason
CHEMBL1200382,BEPRIDIL HYDROCHLORIDE,4.0,1990.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O,UEECHQPWQHYEDE-UHFFFAOYSA-N,,,,,False,366.5,4.83,15.7,0.0,3.0,10.0,0.0,C24H34N2O,20.0,True,
CHEMBL1200383,BENZTROPINE MESYLATE,4.0,1954.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O,CPFJLLXFNPCTDW-BWSPSPBFSA-N,,,,,False,307.4,4.42,12.5,0.0,2.0,4.0,0.0,C21H25NO,8.0,True,
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,4.0,1975.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CIWBQSYVNNPZIQ-XYWKZLDCSA-N,,,,,False,504.6,3.82,107.0,1.0,7.0,6.0,0.0,C28H37FO7,18.0,True,
CHEMBL1200385,ARBUTAMINE HYDROCHLORIDE,4.0,1997.0,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,ATBUNPBAFFCFKY-FERBBOLQSA-N,,,,,False,317.4,2.45,93.0,5.0,5.0,8.0,0.0,C18H23NO4,24.0,True,
CHEMBL1200386,PREDNICARBATE,4.0,1991.0,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,FNPXMHRZILFCKX-KAJVQRHHSA-N,D07AC18,Launched,phospholipase activator,eczema|contact dermatitis|itching,False,488.6,3.7,116.2,1.0,8.0,6.0,0.0,C27H36O8,20.0,True,
CHEMBL1200387,AMPHETAMINE ADIPATE,4.0,1975.0,CC(N)Cc1ccccc1.O=C(O)CCCCC(=O)O,OFCJKOOVFDGTLY-UHFFFAOYSA-N,,,,,False,135.2,1.58,26.0,1.0,1.0,2.0,0.0,C9H13N,6.0,True,
CHEMBL1200388,CLOXACILLIN SODIUM,4.0,1974.0,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],KCUWTKOTPIUBRI-VICXVTCVSA-M,,,,,False,434.9,1.21,115.6,1.0,7.0,4.0,-1.0,C19H17ClN3O5S-,8.0,True,
CHEMBL1200389,BRIMONIDINE TARTRATE,4.0,1996.0,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O,QZHBYNSSDLTCRG-LREBCSMRSA-N,,,,,False,292.1,1.76,62.2,2.0,5.0,1.0,0.0,C11H10BrN5,2.0,True,
CHEMBL1200391,TROMETHAMINE,4.0,1965.0,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,B05BB03;B05XX02,,,,False,121.1,-2.34,86.7,4.0,4.0,3.0,0.0,C4H11NO3,14.0,True,
CHEMBL1200392,DOXYLAMINE SUCCINATE,4.0,1948.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,KBAUFVUYFNWQFM-UHFFFAOYSA-N,,,,,False,270.4,2.92,25.4,0.0,3.0,6.0,0.0,C17H22N2O,12.0,True,
CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,4.0,1997.0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1.Cl,IEPMBYOIQGCVHO-UHFFFAOYSA-N,,,,,False,359.4,2.28,74.6,2.0,4.0,3.0,0.0,C19H22FN3O3,8.0,True,
CHEMBL1200395,ORPHENADRINE CITRATE,4.0,1959.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,MMMNTDFSPSQXJP-UHFFFAOYSA-N,M03BC01,,,,False,269.4,3.66,12.5,0.0,2.0,6.0,0.0,C18H23NO,12.0,True,
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,4.0,1972.0,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,SIEYLFHKZGLBNX-UHFFFAOYSA-N,,,,,False,288.4,3.9,32.3,1.0,2.0,5.0,0.0,C18H28N2O,10.0,True,
CHEMBL1200397,BUTENAFINE HYDROCHLORIDE,4.0,1996.0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,LJBSAUIFGPSHCN-UHFFFAOYSA-N,,,,,False,317.5,5.77,3.2,0.0,1.0,4.0,0.0,C23H27N,10.0,True,
CHEMBL1200398,BUTOCONAZOLE NITRATE,4.0,1985.0,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,ZHPWRQIPPNZNML-UHFFFAOYSA-N,,,,,False,411.8,6.64,17.8,0.0,2.0,7.0,0.0,C19H17Cl3N2S,14.0,True,
CHEMBL1200399,BUSPIRONE HYDROCHLORIDE,4.0,1986.0,Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,RICLFGYGYQXUFH-UHFFFAOYSA-N,,,,,False,385.5,2.09,69.6,0.0,6.0,6.0,0.0,C21H31N5O2,12.0,True,
CHEMBL1200400,AZATHIOPRINE SODIUM,4.0,1974.0,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],WISNYKIQFMKSDQ-UHFFFAOYSA-N,,,,,False,276.3,0.77,113.7,0.0,7.0,3.0,-1.0,C9H6N7O2S-,6.0,True,
CHEMBL1200402,AMLODIPINE BESYLATE,4.0,1992.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,,,,,False,408.9,2.27,99.9,2.0,7.0,8.0,0.0,C20H25ClN2O5,22.0,True,
CHEMBL1200405,BITOLTEROL MESYLATE,4.0,1984.0,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,HODFCFXCOMKRCG-UHFFFAOYSA-N,,,,,False,461.6,5.16,84.9,2.0,6.0,7.0,0.0,C28H31NO5,22.0,True,
CHEMBL1200406,DIMENHYDRINATE,4.0,1972.0,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,NFLLKCVHYJRNRH-UHFFFAOYSA-N,R06AA11,Launched,histamine receptor antagonist,motion sickness|nausea|vomiting,False,255.4,3.35,12.5,0.0,2.0,6.0,0.0,C17H21NO,12.0,True,
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,4.0,1948.0,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O,YECIFGHRMFEPJK-UHFFFAOYSA-N,,,,,False,234.3,2.58,32.3,1.0,2.0,5.0,0.0,C14H22N2O,10.0,True,
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,4.0,1969.0,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,DERJYEZSLHIUKF-UHFFFAOYSA-N,,,,,False,221.3,1.05,53.2,3.0,3.0,5.0,0.0,C12H19N3O,10.0,True,
CHEMBL1200411,ROPINIROLE HYDROCHLORIDE,4.0,1997.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,XDXHAEQXIBQUEZ-UHFFFAOYSA-N,,,,,False,260.4,2.85,32.3,1.0,2.0,7.0,0.0,C16H24N2O,14.0,True,
CHEMBL1200412,NANDROLONE PHENPROPIONATE,4.0,1959.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,UBWXUGDQUBIEIZ-QNTYDACNSA-N,,,,,False,406.6,5.67,43.4,0.0,3.0,4.0,0.0,C27H34O3,10.0,True,
CHEMBL1200413,TETRAHYDROZOLINE HYDROCHLORIDE,4.0,1979.0,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,BJORNXNYWNIWEY-UHFFFAOYSA-N,,,,,False,200.3,2.11,24.4,1.0,2.0,1.0,0.0,C13H16N2,2.0,True,
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,4.0,1978.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,BQKADKWNRWCIJL-UHFFFAOYSA-N,,,,,False,301.4,2.96,72.7,4.0,4.0,7.0,0.0,C18H23NO3,20.0,True,
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,4.0,1974.0,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,GQWNECFJGBQMBO-UHFFFAOYSA-N,,,,,False,276.4,1.96,45.3,1.0,3.0,3.0,0.0,C16H24N2O2,6.0,True,
CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,4.0,1985.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,PLYSCVSCYOQVRP-UHFFFAOYSA-N,,,,,False,325.8,4.32,30.2,0.0,2.0,1.0,0.0,C18H13ClFN3,2.0,True,
CHEMBL1200423,METRIZOATE SODIUM,4.0,1982.0,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Na+],UKIYDXCFKFLIMU-UHFFFAOYSA-M,,,,,False,626.9,1.8,89.5,1.0,4.0,3.0,-1.0,C12H10I3N2O4-,8.0,True,
CHEMBL1200424,PENTETATE ZINC TRISODIUM,4.0,2004.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Zn+2],HVASDHJNLYRZEA-UHFFFAOYSA-I,,,,,False,388.3,-9.36,210.4,0.0,13.0,16.0,-5.0,C14H18N3O10-5,,False,F3_druglikeness
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,4.0,1982.0,C#CCN(C)Cc1ccccc1.Cl,BCXCABRDBBWWGY-UHFFFAOYSA-N,,,,,False,159.2,1.75,3.2,0.0,1.0,3.0,0.0,C11H13N,6.0,True,
CHEMBL1200426,METHIXENE HYDROCHLORIDE,4.0,1982.0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl.O,RAOHHYUBMJLHNC-UHFFFAOYSA-N,,,,,False,309.5,5.02,3.2,0.0,2.0,2.0,0.0,C20H23NS,4.0,True,
CHEMBL1200430,ESTRADIOL ACETATE,4.0,2003.0,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,FHXBMXJMKMWVRG-SLHNCBLASA-N,,,,,False,314.4,3.83,46.5,1.0,3.0,1.0,0.0,C20H26O3,6.0,True,
CHEMBL1200432,METHYLDOPATE HYDROCHLORIDE,4.0,1962.0,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,QSRVZCCJDKYRRF-YDALLXLXSA-N,,,,,False,239.3,0.92,92.8,3.0,5.0,4.0,0.0,C12H17NO4,16.0,True,
CHEMBL1200434,OXTRIPHYLLINE,4.0,1981.0,C[N+](C)(C)CCO.Cn1c(=O)c2[n-]cnc2n(C)c1=O,RLANKEDHRWMNRO-UHFFFAOYSA-M,R03DA02,,,,False,104.2,-0.32,20.2,1.0,1.0,2.0,1.0,C5H14NO+,6.0,True,
CHEMBL1200436,OXANDROLONE,4.0,1964.0,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,QSLJIVKCVHQPLV-PEMPUTJUSA-N,A14AA08,,,,False,306.4,3.54,46.5,1.0,3.0,0.0,0.0,C19H30O3,2.0,True,
CHEMBL1200437,QUINIDINE GLUCONATE,4.0,1950.0,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,XHKUDCCTVQUHJQ-LCYSNFERSA-N,,,,,False,324.4,3.17,45.6,1.0,4.0,4.0,0.0,C20H24N2O2,10.0,True,
CHEMBL1200438,TIOCONAZOLE,4.0,1983.0,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,QXHHHPZILQDDPS-UHFFFAOYSA-N,G01AF08;D01AC07,Launched,sterol demethylase inhibitor,yeast infection,False,387.7,5.86,27.1,0.0,3.0,6.0,0.0,C16H13Cl3N2OS,12.0,True,
CHEMBL1200439,IODOHIPPURATE SODIUM I 123,4.0,1984.0,O=C([O-])CNC(=O)c1ccccc1[123I].[Na+],XYITYKDGJLHYPW-TWDNZPFZSA-M,V09CX01,,,,False,300.1,-0.23,69.2,1.0,3.0,3.0,-1.0,C9H7INO3-,6.0,True,
CHEMBL1200440,MEPIVACAINE HYDROCHLORIDE,4.0,1960.0,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,RETIMRUQNCDCQB-UHFFFAOYSA-N,,,,,False,246.4,2.73,32.3,1.0,2.0,2.0,0.0,C15H22N2O,4.0,True,
CHEMBL1200444,PIRBUTEROL ACETATE,4.0,1986.0,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,QSXMZJGGEWYVCN-UHFFFAOYSA-N,,,,,False,240.3,0.7,85.6,4.0,5.0,4.0,0.0,C12H20N2O3,16.0,True,
CHEMBL1200446,TRIPELENNAMINE HYDROCHLORIDE,4.0,1948.0,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,FSSICIQKZGUEAE-UHFFFAOYSA-N,,,,,False,255.4,2.65,19.4,0.0,3.0,6.0,0.0,C16H21N3,12.0,True,
CHEMBL1200448,TILUDRONATE DISODIUM,4.0,1997.0,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O.[Na+].[Na+],SKUHWSDHMJMHIW-UHFFFAOYSA-L,,,,,False,316.6,0.81,120.7,2.0,5.0,4.0,-2.0,C7H7ClO6P2S-2,12.0,True,
CHEMBL1200449,TRIAMCINOLONE DIACETATE,4.0,1959.0,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,XGMPVBXKDAHORN-RBWIMXSLSA-N,,,,,False,478.5,1.76,127.2,2.0,8.0,4.0,0.0,C25H31FO8,16.0,True,
CHEMBL1200453,DOCOSANOL,4.0,2000.0,CCCCCCCCCCCCCCCCCCCCCCO,NOPFSRXAKWQILS-UHFFFAOYSA-N,D06BB11,Launched,lipase clearing factor inhibitor,cold sore,False,326.6,7.8,20.2,1.0,1.0,20.0,0.0,C22H46O,42.0,True,
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,4.0,2001.0,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,ZORWARFPXPVJLW-MTFPJWTKSA-N,,,,,False,354.4,-1.44,171.4,4.0,9.0,8.0,0.0,C14H22N6O5,22.0,True,
CHEMBL1200455,IOHEXOL,4.0,1985.0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NTHXOOBQLCIOLC-UHFFFAOYSA-N,V08AB02,Launched,radiopaque medium,contrast agent,False,821.1,-1.63,199.9,8.0,9.0,12.0,0.0,C19H26I3N3O9,38.0,True,
CHEMBL1200458,POTASSIUM CITRATE ANHYDROUS,4.0,1985.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],QEEAPRPFLLJWCF-UHFFFAOYSA-K,,,,,False,189.1,-5.25,140.6,1.0,7.0,5.0,-3.0,C6H5O7-3,,False,F3_druglikeness
CHEMBL1200459,"POTASSIUM PHOSPHATE, DIBASIC",4.0,1982.0,O=P([O-])([O-])O.[K+].[K+],ZPWVASYFFYYZEW-UHFFFAOYSA-L,,,,,False,,,,,,,,,,False,F2_mw_96
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,4.0,1996.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl,MGCQZNBCJBRZDT-UHFFFAOYSA-N,,,,,False,254.3,-0.19,93.8,3.0,5.0,6.0,0.0,C12H18N2O4,16.0,True,
CHEMBL1200463,OXAPROZIN POTASSIUM,4.0,2002.0,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],QTAQWNSMRSLSCG-UHFFFAOYSA-M,,,,,False,292.3,2.69,66.2,0.0,4.0,5.0,-1.0,C18H14NO3-,10.0,True,
CHEMBL1200464,PROPARACAINE HYDROCHLORIDE,4.0,1953.0,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,BFUUJUGQJUTPAF-UHFFFAOYSA-N,,,,,False,294.4,2.56,64.8,1.0,5.0,9.0,0.0,C16H26N2O3,22.0,True,
CHEMBL1200467,HYDROXYZINE PAMOATE,4.0,1959.0,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ASDOKGIIKXGMNB-UHFFFAOYSA-N,,,,,False,374.9,3.06,35.9,1.0,4.0,8.0,0.0,C21H27ClN2O2,18.0,True,
CHEMBL1200468,MALATHION,4.0,1982.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,JXSJBGJIGXNWCI-UHFFFAOYSA-N,P03AX03,Launched,cholinesterase inhibitor,lice,False,330.4,2.12,71.1,0.0,8.0,9.0,0.0,C10H19O6PS2,22.0,True,
CHEMBL1200469,PROMAZINE HYDROCHLORIDE,4.0,1956.0,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,JIVSXRLRGOICGA-UHFFFAOYSA-N,,,,,False,284.4,4.24,6.5,0.0,3.0,4.0,0.0,C17H20N2S,8.0,True,
CHEMBL1200470,ESOMEPRAZOLE SODIUM,4.0,2005.0,COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Na+],RYXPMWYHEBGTRV-JIDHJSLPSA-N,,,,,False,344.4,2.53,81.4,0.0,5.0,5.0,-1.0,C17H18N3O3S-,10.0,True,
CHEMBL1200471,PYRITHIONE ZINC,4.0,1986.0,[O-][n+]1ccccc1[S-].[O-][n+]1ccccc1[S-].[Zn+2],OTPSWLRZXRHDNX-UHFFFAOYSA-L,D11AX12,,,,False,126.2,0.23,26.9,0.0,2.0,0.0,-1.0,C5H4NOS-,0.0,True,
CHEMBL1200472,QUAZEPAM,4.0,1985.0,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,IKMPWMZBZSAONZ-UHFFFAOYSA-N,N05CD10,,,,False,386.8,5.03,15.6,0.0,2.0,2.0,0.0,C17H11ClF4N2S,14.0,True,
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,4.0,1974.0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,RHKZVMUBMXGOLL-UHFFFAOYSA-N,,,,,False,291.4,2.18,49.8,1.0,4.0,6.0,0.0,C17H25NO3,16.0,True,
CHEMBL1200474,DEMECLOCYCLINE HYDROCHLORIDE,4.0,1960.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,GVSJQNRGSCOSNJ-KBHRXELFSA-N,,,,,False,464.9,0.26,181.6,6.0,9.0,2.0,0.0,C21H21ClN2O8,14.0,True,
CHEMBL1200475,DAUNORUBICIN CITRATE,4.0,1996.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,VNTHYLVDGVBPOU-QQYBVWGSSA-N,,,,,False,527.5,1.03,185.8,5.0,11.0,4.0,0.0,C27H29NO10,18.0,True,
CHEMBL1200477,ALLOPURINOL SODIUM,4.0,1996.0,O=c1[n-]cnc2[nH]ncc12.[Na+],PTJRZVJXXNYNLN-UHFFFAOYSA-M,,,,,False,135.1,-0.72,72.7,1.0,3.0,0.0,-1.0,C5H3N4O-,0.0,True,
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,4.0,1982.0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,KNZADIMHVBBPOA-UHFFFAOYSA-N,,,,,False,289.4,3.92,29.5,0.0,3.0,8.0,0.0,C18H27NO2,16.0,True,
CHEMBL1200479,DICYCLOMINE HYDROCHLORIDE,4.0,1950.0,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,GUBNMFJOJGDCEL-UHFFFAOYSA-N,,,,,False,309.5,4.4,29.5,0.0,3.0,7.0,0.0,C19H35NO2,16.0,True,
CHEMBL1200482,CEFOPERAZONE SODIUM,4.0,1982.0,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O.[Na+],NCFTXMQPRQZFMZ-WERGMSTESA-M,,,,,False,644.7,-2.45,223.1,3.0,13.0,9.0,-1.0,C25H26N9O8S2-,22.0,True,
CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,4.0,1982.0,CC1NCCOC1c1ccccc1.Cl,VJNXVAVKCZJOFQ-UHFFFAOYSA-N,,,,,False,177.2,1.74,21.3,1.0,2.0,1.0,0.0,C11H15NO,2.0,True,
CHEMBL1200485,SORAFENIB TOSYLATE,4.0,2005.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,IVDHYUQIDRJSTI-UHFFFAOYSA-N,,,,,False,464.8,5.55,92.4,3.0,4.0,5.0,0.0,C21H16ClF3N4O3,12.0,True,
CHEMBL1200487,ETHACRYNATE SODIUM,4.0,1967.0,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl.[Na+],CWCSCNSKBSCYCS-UHFFFAOYSA-M,,,,,False,302.1,2.27,66.4,0.0,4.0,6.0,-1.0,C13H11Cl2O4-,12.0,True,
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,4.0,2003.0,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,VKXSGUIOOQPGAF-UHFFFAOYSA-N,,,,,False,249.3,2.47,41.6,1.0,3.0,0.0,0.0,C16H15N3,0.0,True,
CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,4.0,1994.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,DYCKFEBIOUQECE-UHFFFAOYSA-N,,,,,False,470.0,3.55,55.5,0.0,5.0,10.0,0.0,C25H32ClN5O2,20.0,True,
CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,4.0,1988.0,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,OLUNPKFOFGZHRT-YGCVIUNWSA-N,,,,,False,287.4,4.99,3.2,0.0,1.0,5.0,0.0,C21H21N,10.0,True,
CHEMBL1200494,GUANFACINE HYDROCHLORIDE,4.0,1986.0,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,DGFYECXYGUIODH-UHFFFAOYSA-N,,,,,False,246.1,1.55,79.0,3.0,2.0,2.0,0.0,C9H9Cl2N3O,4.0,True,
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,4.0,1955.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HHZQLQREDATOBM-CODXZCKSSA-M,,,,,False,461.5,0.86,141.0,2.0,8.0,6.0,-1.0,C25H33O8-,18.0,True,
CHEMBL1200496,CALCIUM,4.0,1982.0,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,,,,,False,,,,,,,,,,False,F2_metal
CHEMBL1200497,CYCLIZINE LACTATE,4.0,1982.0,CC(O)C(=O)O.CN1CCN(C(c2ccccc2)c2ccccc2)CC1,JOROEVAWQLGPFQ-UHFFFAOYSA-N,,,,,False,266.4,3.02,6.5,0.0,2.0,3.0,0.0,C18H22N2,6.0,True,
CHEMBL1200498,ALATROFLOXACIN MESYLATE,4.0,1997.0,CS(=O)(=O)O.C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,CYETUYYEVKNSHZ-LGOOQLFJSA-N,,,,,False,558.5,0.9,159.6,4.0,7.0,7.0,0.0,C26H25F3N6O5,18.0,True,
CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,4.0,1976.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,KUVIULQEHSCUHY-XYWKZLDCSA-N,R03BA01;D07AC15;R01AD01;A07EA07,,,,False,521.1,4.09,107.0,1.0,7.0,6.0,0.0,C28H37ClO7,18.0,True,
CHEMBL1200503,BROMOCRIPTINE MESYLATE,4.0,1978.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,NOJMTMIRQRDZMT-GSPXQYRGSA-N,,,,,False,654.6,3.19,118.2,3.0,6.0,5.0,0.0,C32H40BrN5O5,12.0,True,
CHEMBL1200506,ERYTHROMYCIN LACTOBIONATE,4.0,1964.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,NNRXCKZMQLFUPL-WBMZRJHASA-N,,,,,False,733.9,1.79,193.9,5.0,14.0,7.0,0.0,C37H67NO13,50.0,True,
CHEMBL1200508,IOXAGLATE MEGLUMINE,4.0,1985.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,HUHDYASLFWQVOL-WZTVWXICSA-N,,,,,False,,,,,,,,,,False,F2_mw_1269
