,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
GM47754,0.22433021608415904,8.984640217790973,0.0004861953121819946,0.23555892888825142,0.011228712804092385,0.10416844066947924,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
PROCR,1.1619186525861074,6.417717342160759,0.000491997334061505,3.636454749454034,2.4745360968679266,0.1042681632225354,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
FNDC9,1.2056935490166385,9.451008541923086,0.0004987789890006122,2.444947226635034,1.2392536776183953,0.1042681632225354,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
MMP16,2.6784971084689144,14.401528354036587,0.0005015648594245028,6.164555615164875,3.48605850669596,0.1042681632225354,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
HK2,0.8736306579957076,6.626509556077302,0.000504198081346883,3.0966081385127175,2.22297748051701,0.1042681632225354,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
LCE6A,1.17508043857767,7.616916461494022,0.0005218897581669412,1.5670068877418484,0.3919264491641782,0.1060722573023544,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
TLR13,1.402687313847569,6.522746406708284,0.0005250769546034912,3.6578199874980775,2.2551326736505084,0.1060722573023544,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
UOX,1.1692739004132549,14.145510834593368,0.000529542574953142,1.1941173598209258,0.024843459407670902,0.1060722573023544,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
CR2,1.0518113510756655,8.54681281854686,0.0005307627036826244,2.1282238184002593,1.0764124673245938,0.1060722573023544,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
P2RY13,1.2484108038176154,7.460180739493619,0.0005702964080920203,2.95593511640729,1.7075243125896744,0.11301391098971644,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
LIPK,1.061592629430427,7.169291313110013,0.0005750013972649773,2.7650873756202135,1.7034947461897865,0.11301391098971644,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
SPATA31D1E,0.5800440473803841,6.335556163138502,0.0005804615654716173,0.767714292608835,0.18767024522845083,0.11315194221349183,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
NFIL3,1.7232031623587303,6.498175273264844,0.0006190266617896666,3.9735535442899206,2.2503503819311903,0.11815575535881294,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
HPGDS,1.584141443496546,5.900539774908483,0.0006202457148212616,4.050905818323246,2.4667643748267,0.11815575535881294,4,5,GSE241361_S1R_DRG,SNI_vs_Naive_WT,DRG
