target,n_pairs,rho_D1_raw_vs_mwres,rho_composite_raw_vs_mwres,rho_composite_raw_vs_mwstrat,top20_overlap_mwres,top20_overlap_mwstrat,drug_rho_raw_vs_mwres,drug_top20_overlap_mwres,verdict,baseline,n_positives,prec@10_raw,hit@10_raw,hyper_p@10_raw,prec@10_mwres,hit@10_mwres,hyper_p@10_mwres,prec@10_mwstrat,hit@10_mwstrat,hyper_p@10_mwstrat,lift@10_raw,prec@20_raw,hit@20_raw,hyper_p@20_raw,prec@20_mwres,hit@20_mwres,hyper_p@20_mwres,prec@20_mwstrat,hit@20_mwstrat,hyper_p@20_mwstrat,lift@20_raw,prec@50_raw,hit@50_raw,hyper_p@50_raw,prec@50_mwres,hit@50_mwres,hyper_p@50_mwres,prec@50_mwstrat,hit@50_mwstrat,hyper_p@50_mwstrat,lift@50_raw
ADRA2A,3070,0.8697,0.9069,0.8101,9,8,0.93,15,WARN,0.0375,115,0.7,7,9.44943776065854e-09,0.7,7,9.44943776065854e-09,0.7,7,9.44943776065854e-09,18.69,0.45,9,1.2637905517971617e-08,0.65,13,9.019002735723914e-15,0.55,11,1.5996655146055812e-11,12.01,0.24,12,1.570536611224067e-07,0.28,14,1.4644147848226837e-09,0.24,12,1.570536611224067e-07,6.41
