symbol,K,Z_FE,p_FE,Q,tau2,I2,Z_RE,p_RE,FDR_RE,consistency,meta_FDR,FDR_FE,nerve_injury_consistency,K_nerve_injury,incision_lfc,incision_measured,incision_agreement
LPL,6,-3.4252468989253066,0.0006142409468269585,10.790694850277703,0.4493615677043567,53.663780976335154,-2.1558469529074005,0.031095617785369383,0.1860466201727617,0.8333333333333334,0.0026281487564982,0.0026281487564979076,1.0,5,0.2898978860291024,True,0.0
CYBA,6,3.425209722307857,0.0006143250083911555,13.212013083505557,0.6372573876925629,62.15565358285775,1.904442964599647,0.056852518121977,0.25467466304599823,0.8333333333333334,0.0026281487564982,0.0026281487564979076,1.0,5,-0.3412979960784672,True,0.0
PRXL2A,4,-3.4250911544700107,0.0006145931784796802,12.366729234797333,0.8990875869872113,75.74136262675954,-1.3459185109693645,0.17832879830914583,0.44607802170363936,0.75,0.0026286166124536,0.0026286166124536606,0.6666666666666666,3,-0.0170117826489191,True,1.0
KCNH1,6,3.4249665220025443,0.0006148751826355295,4.820785943442695,0.0,0.0,3.424966522002544,0.0006148751826355312,0.017259004459125038,0.8333333333333334,0.0026291433797427,0.002629143379742517,0.8,5,0.7969602578103077,True,1.0
SLC35D2,4,3.4242849289020003,0.0006164195448644745,0.9815017466996494,0.0,0.0,3.4242849289020003,0.0006164195448644745,0.017259004459125038,1.0,0.0026350661948855,0.0026350661948855323,1.0,3,0.0897524393268502,True,1.0
DDAH2,5,3.4241726529730028,0.0006166742870556845,6.437617269014152,0.21974519266806744,37.86520955116434,2.324439846225265,0.020101932052958914,0.14683458929416415,0.8,0.0026354745157103,0.002635474515710222,1.0,4,-0.0101036411596862,True,0.0
KLHL25,6,3.4238026710392506,0.0006175144303027047,4.050518160436461,0.0,0.0,3.4238026710392497,0.0006175144303027059,0.017259004459125038,1.0,0.0026383838023673,0.0026383838023671573,1.0,5,0.1068605489168996,True,1.0
KBTBD6,3,-3.423476915407787,0.0006182550274083951,0.48975965156283335,0.0,0.0,-3.423476915407787,0.0006182550274083951,0.017259004459125038,1.0,0.0026408663777198,0.002640866377719679,1.0,3,,False,
IKBKE,4,3.423297708760773,0.0006186628014449362,2.5993213274276608,0.0,0.0,3.4232977087607726,0.0006186628014449379,0.017259004459125038,1.0,0.0026419263904842,0.0026419263904841547,1.0,3,0.3157806005677415,True,1.0
SNX25,6,-3.4231824709906484,0.0006189251503026312,21.623803174054746,1.2900175969631105,76.87733300310819,-1.321162587276342,0.1864471579970295,0.4554981604219955,0.6666666666666666,0.0026423649955659,0.0026423649955659404,0.8,5,0.1487070787383242,True,0.0
ARF1,5,3.423096250415264,0.0006191215066742863,7.118956387156989,0.3827658160015813,43.81198897051494,1.8392051158232692,0.0658850225170363,0.2737093248469159,0.8,0.0026425217066716,0.002642521706671683,0.8,5,,False,
SEMA5B,6,-3.422523143240053,0.0006204281590460955,25.69119166868001,1.605649506028362,80.5380767677839,-1.2490895014003789,0.21163234010435172,0.4853732151042302,0.8333333333333334,0.0026474160578837,0.0026474160578837257,1.0,5,0.4336613039427441,True,0.0
KLHL38,4,-3.422047584379054,0.0006215143541450859,2.7906487578150223,0.0,0.0,-3.4220475843790537,0.0006215143541450873,0.017289589226570562,1.0,0.002651367420054,0.002651367420053985,1.0,3,-0.3313691155405502,True,1.0
ZFP551,3,-3.420819863769577,0.0006243267015829406,5.285391993947485,0.5993200896331426,62.159854892687605,-1.267909520223838,0.20483026391123293,0.47724528832470825,0.6666666666666666,0.0026626785788716,0.0026626785788716398,0.6666666666666666,3,,False,
MEX3C,5,3.4194630495932206,0.0006274485347705648,8.995885968002302,0.6131071204032839,55.535230057076056,1.1304742756607278,0.2582764319713473,0.5378584190559987,0.6,0.0026753034898305,0.0026753034898305997,0.6,5,,False,
UBE2G2,6,3.419359859900376,0.0006276865525930306,18.88589659749865,1.0775543221265313,73.52521775078327,0.9984911151642613,0.31804127067938626,0.5917655561409545,0.6666666666666666,0.0026756291059798,0.0026756291059798717,0.8,5,-0.0132892633146548,True,0.0
PTPRA,6,3.418981645619332,0.0006285596617528122,26.816944267785466,1.693008616784651,81.35507181552234,0.3932992074013073,0.6940985035690533,0.855640500162256,0.5,0.0026786610508065,0.002678661050806526,0.6,5,0.0707929735634396,True,1.0
DHRS4,5,3.418409504090893,0.0006298826003397067,34.49637200826926,2.74917282045038,88.4045777363453,0.9946168393349347,0.3199226543306488,0.5930760440493645,0.8,0.0026836079281397,0.0026836079281397232,1.0,4,-0.4815079147861292,True,0.0
TMF1,6,-3.4179143985657165,0.0006310295020203259,13.809241170055248,0.683602663378463,63.79236238670168,-1.7388379573420896,0.08206326989460973,0.3066857627671213,0.8333333333333334,0.0026878024491612,0.0026878024491612026,1.0,5,0.0879397030148601,True,0.0
LMF1,6,3.417447914073573,0.0006321118808920105,6.843197522267392,0.14303328868298773,26.934740905398797,2.653202225888809,0.007973208612134682,0.08792308390942923,1.0,0.0026917200546758,0.0026917200546757287,1.0,5,0.0755462910513982,True,1.0
GPR171,4,3.4172873485616755,0.0006324848386661314,20.802889801334832,1.7088523466033225,85.57892663639691,0.7928018202344448,0.4278932958399676,0.6830446361985866,0.5,0.0026926154962967,0.0026926154962967613,0.6666666666666666,3,-0.257746058691163,True,0.0
DGAT2,6,3.4169435059683515,0.0006332841967675861,7.0555548283498055,0.15951234939019993,29.133850963646623,3.0447202045268074,0.002328968663583234,0.04236163661497769,1.0,0.0026953252828226,0.0026953252828225984,1.0,5,0.0624629931409028,True,1.0
ZFP280B,5,3.4155793877202845,0.00063646473953845,4.881141146112637,0.07943270396939377,18.05194973340162,2.701886566703121,0.006894728023885659,0.07992607339653274,0.6,0.0027081656475168,0.0027081656475168186,0.5,4,0.4781949191714518,True,1.0
RFX1,6,3.4143751926729515,0.0006392847510229922,17.380813053213128,0.9607588910991586,71.23264610986844,0.9315943909509519,0.3515461829643286,0.6205746984587684,0.6666666666666666,0.0027194657411803,0.0027194657411803054,0.6,5,0.0955891413150591,True,1.0
CPEB1,6,-3.4138865362489565,0.0006404324093243129,17.895033911993046,1.0006627536272528,72.0592873721851,-1.1714710606113106,0.24140948358185443,0.5190037371407786,0.6666666666666666,0.0027235949777992,0.0027235949777992203,0.8,5,0.2902151594379232,True,0.0
ATP5IF1,4,3.4138218238206224,0.0006405845365256383,24.915285136685085,2.1035903075408178,87.95919860622898,0.8716057436968272,0.3834234962007791,0.6474623249454495,0.5,0.0027235949777992,0.0027235949777992203,0.6666666666666666,3,-0.2481440758923963,True,0.0
KY,4,-3.4132885646663564,0.00064183941252904,6.133748379666711,0.3008002258069531,51.09026627266034,-1.9272595112997597,0.0539472967422824,0.24886723959817678,1.0,0.0027282295727223,0.0027282295727223084,1.0,3,-0.2629670248210707,True,1.0
ARSJ,3,3.4127338425412357,0.000643147221713344,13.537038785010456,1.3521306599817233,85.22572010198716,1.0322141636098359,0.30197180138423985,0.5768971902714609,0.6666666666666666,0.0027330867301153,0.0027330867301153454,,2,-0.1306331445651147,True,0.0
NUMA1,6,3.412165430048565,0.0006444898779327444,12.616659738264408,0.5910575931130287,60.369859346877995,1.412552762450162,0.1577872666000849,0.4209695094720512,0.8333333333333334,0.0027380894403344,0.0027380894403343905,0.8,5,0.2766222896242487,True,1.0
HSF2BP,4,3.410686591801881,0.000647995289697227,11.362522318915497,0.8026964188212826,73.59741159754802,1.3391588824575236,0.18051895487736913,0.44883767240878486,0.75,0.0027522756056116,0.002752275605611625,1.0,3,-0.0225433931741581,True,0.0
FAM20C,6,3.410094855611793,0.0006494028913054517,3.6341236881118677,0.0,0.0,3.410094855611792,0.0006494028913054536,0.017766804391550196,0.8333333333333334,0.0027573538508534,0.0027573538508525253,0.8,5,0.118428859909395,True,1.0
MRGBP,6,3.410043963009727,0.0006495240855772111,11.063231954161358,0.4705106186257485,54.80525021334941,1.6022946872632262,0.10909045995063493,0.35136510860146125,0.6666666666666666,0.0027573538508534,0.0027573538508525253,0.6,5,0.2325863528917175,True,1.0
FAN1,6,3.4099193142967485,0.0006498210095226579,6.5619591977831915,0.1212090175624492,23.803244590592147,2.4727928652638105,0.01340618196463836,0.11822009796414178,0.8333333333333334,0.0027577383833496,0.0027577383833496533,0.8,5,0.0904284290634711,True,1.0
CFL2,6,-3.4098660670683736,0.0006499478874726315,13.29007012352884,0.6433146631633195,62.377926124347816,-1.326788597189608,0.18457862350780685,0.453084450985066,0.6666666666666666,0.0027577383833496,0.0027577383833496533,0.6,5,-0.2240275635014459,True,1.0
TMEM115,6,3.409206646672822,0.0006515210705679037,6.615825460314005,0.12538907346300487,24.42364101058545,2.8778086898621105,0.004004479075915628,0.05838071194821086,1.0,0.0027637049615684,0.0027637049615684113,1.0,5,0.0660534406586368,True,1.0
PSRC1,4,3.408614532018364,0.0006529366987657231,13.307805267160427,0.9894189884721118,77.45683875159281,1.4590405076976187,0.14455395890426806,0.4031040133538819,0.75,0.0027690003171842,0.0027690003171842808,1.0,3,-0.1976143426537516,True,0.0
GIT2,6,3.4083504369706423,0.000653569019401914,19.204055379507285,1.1022436440056582,73.96383263227038,0.8169268243072478,0.41397024732101007,0.6711328285536476,0.6666666666666666,0.0027703711388396,0.002770371138839609,0.6,5,0.0182777452422486,True,1.0
CSGALNACT1,5,3.408339720703373,0.0006535946892924525,13.072999483263235,0.8179085555679911,69.40258427210208,1.0494893765669255,0.2939529421041399,0.5714044741876363,0.6,0.0027703711388396,0.002770371138839609,0.5,4,0.0051096687624561,True,1.0
DAGLB,6,3.407751718715036,0.0006550046351656873,6.8420151670197695,0.14294153717105484,26.922114641001453,2.3286247703603817,0.01987895264378245,0.14578485784664913,0.8333333333333334,0.0027756366413882,0.002775636641388238,0.8,5,0.2133717838435282,True,1.0
DZIP1,6,-3.4073309853171057,0.0006560152299640554,16.978692397859504,0.9295540749642967,70.55132466720259,-1.5598555766208797,0.11879401438607608,0.36739135390850736,0.8333333333333334,0.0027792075982505,0.002779207598250587,1.0,5,0.2845668223777249,True,0.0
PAPLN,6,-3.4053955476581765,0.0006606828238492454,20.44812133021646,1.1987839453671565,75.54787591850096,-1.0846636430167278,0.2780706560646675,0.5569179520855334,0.5,0.0027982656346859,0.0027982656346859547,0.6,5,0.1422789626893275,True,0.0
CSNK1G2,6,3.405100528335665,0.0006613970129104241,2.063600812021346,0.0,0.0,3.4051005283356646,0.0006613970129104253,0.01802914461100404,0.8333333333333334,0.0027999923334455,0.0027999923334454885,0.8,5,0.1580125821012981,True,1.0
SLC39A11,6,3.40508739139327,0.0006614288317890201,4.557467566405085,0.0,0.0,3.4050873913932698,0.0006614288317890201,0.01802914461100404,0.8333333333333334,0.0027999923334455,0.0027999923334454885,0.8,5,0.2782053528997101,True,1.0
PPP1R14A,5,-3.4031064007023355,0.000666243296593172,7.8864731445793925,0.3331326703936798,49.28024318767485,-1.6740362847148433,0.09412346845683409,0.3273575618737679,0.8,0.0028192447350474,0.0028192447350474745,0.75,4,-0.3495385993716717,True,1.0
KCNIP1,6,-3.4030760187625737,0.0006663173878386733,11.501159913615528,0.504494104112375,56.52612399484332,-1.9037640505877391,0.05694092043141741,0.2547516265010912,0.8333333333333334,0.0028192447350474,0.0028192447350474745,1.0,5,0.4471890540981205,True,0.0
PIEZO2,6,-3.4022767585586995,0.0006682692662184651,18.68624180532944,1.06206098449978,73.24234561401231,-1.4159876104391391,0.15677913196224666,0.41990423822639267,0.8333333333333334,0.0028267807039223,0.002826780703922319,1.0,5,0.7555569353550506,True,0.0
DUSP29,3,3.4021185398328257,0.0006686562829522912,11.887724097684707,1.1588324490414283,83.17592178649632,1.0774616195022007,0.28127408838731804,0.5600458107628024,0.6666666666666666,0.0028269978257101,0.0028269978257096087,,2,-0.2648508259855831,True,0.0
PLA2G4C,3,3.4021161276012033,0.0006686621850926243,4.478225280908042,0.4520770124907867,55.339450908676405,1.6946540412053646,0.09014106890570626,0.32162426655038806,0.6666666666666666,0.0028269978257101,0.0028269978257096087,0.6666666666666666,3,,False,
NDC80,4,3.4003515352935674,0.0006729927118428111,21.592399624618473,1.7846353082033808,86.10622231824775,0.7466040872624075,0.4553025804991122,0.7053695537646298,0.5,0.002844580022069,0.0028445800220690013,0.6666666666666666,3,-0.2743623863233071,True,0.0
NDUFA8,6,-3.3992138501270954,0.000675798540619075,7.619893538440744,0.20330538874722234,34.38228533277975,-2.087469817444494,0.03684568661860911,0.20277882395038288,0.6666666666666666,0.0028557103508621,0.0028557103508621215,0.6,5,-0.3436467414688371,True,1.0
ZFP219,6,3.3974157903684774,0.0006802552099943992,20.05632933342959,1.1683806396426761,75.07021391164497,0.7845018604791832,0.4327456906854069,0.6868188668602748,0.6666666666666666,0.0028738091464592,0.002873809146459238,0.6,5,0.1050885016149179,True,1.0
NMUR1,4,-3.3953577662708248,0.0006853897515356462,9.882291488232557,0.6606129730012973,69.64266836722757,-1.3742740882618145,0.16935660748103487,0.43589985549503313,0.5,0.0028944625062856,0.0028944625062856397,0.6666666666666666,3,0.0140695410288936,True,0.0
SLC51A,6,-3.3953162184719043,0.0006854937786756712,23.733422065189423,1.4537253516781674,78.93266303415359,-0.8515649297233778,0.39445561139018026,0.6574062676791461,0.6666666666666666,0.0028944625062856,0.0028944625062856397,0.8,5,0.3418744005433396,True,0.0
TINAGL1,6,3.395194439705516,0.0006857987722065898,6.6262437570121655,0.12619753984884288,24.542468050487987,2.744318144358753,0.006063674070308339,0.07377076504637069,1.0,0.0028944877027165,0.0028944877027156646,1.0,5,0.2486041538493877,True,1.0
GSDMD,6,3.395153661073183,0.0006859009300128321,7.781804339064305,0.2158697688566287,35.74754925537993,2.2397183397538707,0.02510921417403039,0.16564675687865724,0.8333333333333334,0.0028944877027165,0.0028944877027156646,0.8,5,0.0415551935426909,True,1.0
FRMD6,6,3.39510439746172,0.0006860243630832257,8.584317305128806,0.2781452804934616,41.75424996216428,1.9624142977154797,0.049714269500297795,0.2378883844518356,0.8333333333333334,0.0028944877027165,0.0028944877027156646,0.8,5,0.1359382233846791,True,1.0
APBA2,6,3.3948389932514873,0.0006866897053110523,3.940707340121717,0.0,0.0,3.3948389932514873,0.0006866897053110523,0.018481443906192743,0.8333333333333334,0.0028965565755118,0.0028965565755118597,0.8,5,0.8724362330156046,True,1.0
SP2,6,3.394491482756615,0.0006875617867439098,7.065820994856482,0.16030901037735815,29.23681475033521,2.3792672613755426,0.01734709358762989,0.13486570834309533,0.8333333333333334,0.0028994962278178,0.0028994962278178836,0.8,5,0.2693460449936409,True,1.0
CYM,4,3.393598035061904,0.0006898086314465402,20.418067564069194,1.6719142769688513,85.30713060584017,1.0202458277195465,0.30761188814821727,0.5823621151354561,0.75,0.0029082303789361,0.002908230378936101,1.0,3,-0.2092335444656415,True,0.0
FUT7,4,3.39345156760281,0.0006901776186367891,8.122600220434581,0.4917048583171024,63.066014347810764,1.7015976371708041,0.08883082076525436,0.3191810184979575,0.75,0.0029090450582317,0.002909045058231763,1.0,3,-0.0496532958901483,True,0.0
ASTN2,6,-3.392937494628134,0.0006914741459978802,14.961443558315015,0.7730142944327713,66.5807648806643,-1.7152379681905565,0.08630160634712235,0.3148804017429522,0.8333333333333334,0.0029137678372089,0.00291376783720899,1.0,5,0.6499785910915774,True,0.0
APH1A,4,3.3926763922854057,0.000692133530565445,7.390912214259941,0.4214720601429941,59.40961124917931,1.700172082422293,0.089098561865211,0.3196805628773342,0.75,0.0029158040717542,0.002915804071753435,0.6666666666666666,3,0.1011391263407928,True,1.0
COL25A1,6,-3.3924651977153157,0.0006926673061452167,8.557156587252615,0.2760375916788394,41.569375890019636,-2.1975461964917677,0.02798146097445992,0.17563486615444085,0.8333333333333334,0.002917310242065,0.0029173102420650453,1.0,5,0.0750748993254781,True,0.0
NUS1,6,3.3918363119318315,0.0006942590260053681,4.105410148560826,0.0,0.0,3.391836311931831,0.0006942590260053681,0.018654830192274114,0.8333333333333334,0.0029232201739456,0.002923220173945624,0.8,5,0.2014222340395468,True,1.0
TBRG1,6,3.3917713107342276,0.00069442373875992,18.88222990141482,1.0772697842009236,73.52007667470802,1.3189592628356333,0.18718273187639622,0.4564208745395064,0.6666666666666666,0.0029232201739456,0.002923220173945624,0.8,5,-0.037179273998789,True,0.0
ALOX5AP,6,3.3917006704382926,0.0006946027821464337,5.1054051106922484,0.008179502980104114,2.0645787828178133,3.349761575987162,0.0008088114744917551,0.020820291641971276,1.0,0.0029232304220919,0.002923230422091983,1.0,5,0.1831404861883174,True,1.0
PLCE1,6,3.391569145985646,0.0006949362555272823,12.917520905836053,0.6144046092167825,61.2928824621369,1.2240302740992972,0.22094080720610465,0.49515297586669194,0.6666666666666666,0.0029238904172566,0.0029238904172566287,0.6,5,0.0423531187878891,True,1.0
BRD9,6,3.390686370921886,0.0006971783392760253,10.869021742748275,0.4554397838949921,53.997699900306486,1.5265470853952285,0.1268736735229452,0.37776813170566453,0.6666666666666666,0.0029325783663778,0.002932578366377832,0.6,5,0.0725234899488418,True,1.0
CYP24A1,4,3.390578741947718,0.0006974521560715171,2.5152951276735687,0.0,0.0,3.390578741947717,0.0006974521560715187,0.018690614886580234,1.0,0.0029329847782763,0.0029329847782763596,1.0,3,0.0352554416536436,True,1.0
PSMB11,3,3.389985666562866,0.000698962781270753,2.6195657800120964,0.11302097877347321,23.65146868002053,2.576711497289847,0.0099745163789268,0.0996969777198046,1.0,0.0029385907939023,0.0029385907939023376,1.0,3,,False,
MOSPD1,5,-3.3892344310280587,0.0007008806220966621,18.82812836497704,1.8197435131724242,78.75519051888045,-0.4919329187112546,0.6227667661123958,0.8140279169779969,0.6,0.002945722255787,0.0029457222557870834,0.6,5,,False,
CDH7,6,-3.389181873063941,0.0007010149810020132,16.27485394844442,0.8749357679705171,69.27775809331973,-1.5066657145816482,0.13189636391922072,0.38538254467232197,0.6666666666666666,0.002945722255787,0.0029457222557870834,0.8,5,0.2994340495330752,True,0.0
CERK,6,3.3877105272833203,0.0007047860500375418,5.264816418929819,0.020549920906029192,5.029926931120777,3.2346603282742348,0.001217875223654631,0.027252581201507704,0.8333333333333334,0.0029608169289902,0.002960816928990201,0.8,5,0.2711194809085349,True,1.0
PKP3,6,3.387261069655295,0.0007059417663121046,8.017257787858226,0.23414110478557335,37.63453624289998,2.153817938004335,0.03125445240346726,0.18669205925015883,1.0,0.0029649195929961,0.0029649195929961824,1.0,5,0.0019637844287343,True,1.0
CDV3,6,3.386980468820532,0.0007066641840461422,10.119743283234529,0.39729530349674497,50.591632020117096,1.655656927855567,0.09779131456171952,0.33223354651592396,0.8333333333333334,0.0029672008052591,0.002967200805259195,0.8,5,0.0160386156369112,True,1.0
RIT1,5,3.3861039840622422,0.0007089251546043664,2.801985250993536,0.0,0.0,3.3861039840622413,0.0007089251546043696,0.018926014772599233,0.8,0.0029759394265816,0.002975939426581657,0.8,5,,False,
BAIAP2L1,6,-3.3860070236319797,0.0007091756851752934,14.460819084715803,0.734165519958509,65.42381195208581,-1.587581533489465,0.11238099668460275,0.35709930065723644,0.8333333333333334,0.0029762362933624,0.0029762362933624382,1.0,5,0.4001913860786104,True,0.0
SLFN1,3,3.3858461332338807,0.0007095915822929595,7.10628085547606,0.5984515638568711,71.85588297627146,1.4142826827173958,0.15727891947026426,0.4205623061505354,1.0,0.0029772268365305,0.0029772268365305618,,2,0.0707723417169561,True,1.0
LIPG,6,-3.3857092845180845,0.0007099455106951431,13.542957177142556,0.6629388578069978,63.08044148261158,-1.599087528905837,0.10980115531862236,0.3528142549088108,0.8333333333333334,0.0029779569419731,0.0029779569419731396,1.0,5,0.1130949773527576,True,0.0
CST7,4,3.38495506298181,0.0007118990799206043,12.297032945803853,0.892397624384223,75.60387116777062,1.6090344346473004,0.10760881231296783,0.3489715107960876,0.75,0.0029853948748026,0.0029853948748025947,1.0,3,-0.1595417422434488,True,0.0
OGFR,6,3.384260404281953,0.0007137027882847541,12.966259928362081,0.6181867880635273,61.438379088305005,1.310314800992666,0.19008936241146956,0.4599940243617901,0.6666666666666666,0.0029922007476423,0.002992200747641654,0.6,5,0.0557359822738803,True,1.0
SYN2,6,-3.3839276560805835,0.0007145682852116245,23.68725307225999,1.4501426087468752,78.89160053828499,-1.0609692736040308,0.28870386522642255,0.5664738932734461,0.6666666666666666,0.0029950707158325,0.002995070715832567,0.8,5,0.9160130962122848,True,0.0
RPS3A,3,3.383584548634699,0.0007154617482342624,23.095343647358487,2.7345815839168406,91.34024576322444,0.7391463149822896,0.4598181556898131,0.7088488509805148,0.6666666666666666,0.0029980564194363,0.0029980564194363323,,2,-0.4478358215068851,True,0.0
MEIOB,4,3.382762436764895,0.0007176067791841287,14.736699945358076,1.1265748126745383,79.64266076446123,0.9686572748806165,0.3327162164290631,0.6035860164767485,0.5,0.0030062838291712,0.0030062838291712727,0.6666666666666666,3,-0.016236265286222,True,0.0
TSPAN8,6,-3.382395613320039,0.0007185658109613905,16.48851655095988,0.8915161205030867,69.675865111656,-1.1341243100845682,0.2567424076489282,0.5359100979069692,0.8333333333333334,0.003009539803399,0.003009539803399022,0.8,5,-0.047169976344179,True,1.0
RGS19,6,3.3819755650041143,0.0007196654574860112,20.984076328803493,1.2403743908337321,76.17240844126734,1.1326652770931656,0.2573548445718534,0.5369800991594894,0.6666666666666666,0.0030133829122966,0.0030133829122965996,0.8,5,-0.1388878548207186,True,0.0
MAP1B,6,-3.3818329721286737,0.0007200391073772103,33.062072382945736,2.1776344920728974,84.8769310583836,-0.5488029486150462,0.583140686551439,0.7888961703146234,0.6666666666666666,0.0030141849532897,0.003014184953289728,0.8,5,0.7582527712263225,True,0.0
SLC16A12,6,-3.3810090341638217,0.0007222016835506996,26.673632817670736,1.6818875579897032,81.25489679573154,-1.2012839612421213,0.2296410697983452,0.5054546525667832,0.8333333333333334,0.0030224733921949,0.0030224733921949886,1.0,5,0.4574180057220323,True,0.0
B3GALNT1,6,3.380870079742584,0.0007225669889687361,4.331322473602732,0.0,0.0,3.380870079742584,0.0007225669889687361,0.019182452901828795,0.8333333333333334,0.0030232378163326,0.003023237816332285,0.8,5,0.0734639280368449,True,1.0
LIG1,5,3.38038351472718,0.0007238475016255659,19.56503076581408,1.4031491850652602,79.55536054157815,0.618088787581437,0.5365168129145135,0.7608967772565357,0.6,0.0030278301356852,0.0030278301356852074,0.5,4,0.0673374222021339,True,1.0
LOXL3,6,3.3800924790870743,0.0007246144390701866,4.343230224559394,0.0,0.0,3.3800924790870734,0.0007246144390701885,0.019182452901828795,1.0,0.0030302724091687,0.0030302724091687033,1.0,5,0.0274421083101072,True,1.0
RAB8B,5,3.3800108375085514,0.0007248297165921896,0.5582144821889423,0.0,0.0,3.3800108375085514,0.0007248297165921896,0.019182452901828795,1.0,0.0030304070394124,0.0030304070394124587,1.0,5,,False,
HMGA1,4,-3.379859429087832,0.0007252291168802106,16.52970474663057,1.2986806054035251,81.85085549933055,-0.9618387735684754,0.3361305978464,0.6067873983589936,0.75,0.0030308469249229,0.0030308469249229844,1.0,3,0.1976615002054167,True,0.0
ME3,6,3.379804954698149,0.0007253728648824477,14.1883852568209,0.7130244833188938,64.75990812558244,1.4220178822006775,0.1550210597689144,0.4179004204063634,0.6666666666666666,0.0030308469249229,0.0030308469249229844,0.6,5,0.014820841368901,True,1.0
CRAMP1,3,3.3797627465439875,0.0007254842627202068,1.9100877056844912,0.0,0.0,3.379762746543988,0.0007254842627202046,0.019182452901828795,1.0,0.0030308469249229,0.0030308469249229844,1.0,3,,False,
CD55,6,-3.3796796833936043,0.0007257035334883556,19.928714007042885,1.158477609935372,74.9105737669125,-2.2646562449610217,0.023533782506261564,0.15950989589146844,0.8333333333333334,0.0030309979526367,0.003030997952636705,1.0,5,0.3379923235805613,True,0.0
ELMOD3,6,3.3771553511845784,0.0007323967247949513,6.27130132237777,0.0986537833574325,20.27173081034089,2.706773599216653,0.006794057315090159,0.07919382864744529,0.8333333333333334,0.0030581812787102,0.0030581812787098977,0.8,5,0.0338129239212334,True,1.0
SESN2,6,3.376531775360685,0.0007340589263444234,3.9842590174186876,0.0,0.0,3.3765317753606845,0.0007340589263444247,0.019347362020466427,1.0,0.0030643488900007,0.00306434889000073,1.0,5,0.0682626617456731,True,1.0
NDST2,6,3.375996116633611,0.000735489573517144,5.0437703441457185,0.0033966062748645802,0.8678100143184055,3.339488325330405,0.0008393287881650977,0.0211454643861624,0.8333333333333334,0.0030695470047544,0.003069547004754354,0.8,5,0.4567011420430087,True,1.0
BAG2,6,3.3758709540673753,0.000735824233064263,31.094669261587306,2.024962770668398,83.9200733799837,0.4449112082070232,0.6563839224769723,0.835150025739015,0.6666666666666666,0.0030701695754171,0.0030701695754171113,0.6,5,-0.096325993879184,True,0.0
DACH1,6,-3.374695487481687,0.0007389741033643376,26.22542613598784,1.647106437183979,80.93453286870046,-1.0920603798043091,0.2748065626304218,0.5540952278581848,0.8333333333333334,0.0030825351206871,0.003082535120687126,1.0,5,0.4861798901384135,True,0.0
PNKP,6,3.3742259765154166,0.0007402357374606823,2.931777135758378,0.0,0.0,3.3742259765154157,0.0007402357374606858,0.019479144557153057,0.8333333333333334,0.0030870198857267,0.003087019885726685,0.8,5,0.0961432907173311,True,1.0
ARL15,5,-3.373329139047139,0.0007426512129107544,4.927637051550915,0.11384184609065365,18.825190285858262,-2.4762489954040756,0.01327709464582324,0.11770887551026582,0.8,0.0030958658868022,0.003095865886802229,0.8,5,,False,
KIF20A,6,3.373299562981122,0.0007427309954381133,16.759348824294122,0.9125328755000408,70.16590529608126,1.13439356668236,0.2566294964342982,0.5357885248461786,0.6666666666666666,0.0030958658868022,0.003095865886802229,0.8,5,-0.0988368541819153,True,0.0
PCMTD1,6,-3.3725407858048535,0.000744780548608565,11.072844648206724,0.4712565697383133,54.84448523523932,-1.8881094201681259,0.05901126248069187,0.2592235712793025,0.8333333333333334,0.0031036273012509,0.0031036273012509993,1.0,5,0.0144446038018832,True,0.0
FN3KRP,5,-3.3723741908236557,0.0007452312453895907,13.30534776182072,1.1419746181441295,69.93690002242651,-0.7825188519988675,0.43390971061518135,0.6877313785142743,0.6,0.0031047237789299,0.003104723778929903,0.6,5,,False,
NOL4L,6,-3.3721489097734407,0.0007458411110482701,26.344092117096167,1.6563149920608529,81.02041255483154,-1.0132717487806142,0.31093037783673705,0.5853639233341301,0.8333333333333334,0.0031064826547737,0.003106482654773771,1.0,5,0.5190493956151627,True,0.0
SYCP2L,3,3.37191452977634,0.0007464761007036077,19.951325333714188,2.1038793249579593,89.97560329177553,0.6031842119087208,0.5463861494727418,0.7669422952911145,0.6666666666666666,0.0031083452626027,0.0031083452626027965,,2,-0.090266867625637,True,0.0
PIK3C2G,4,-3.3717849788230843,0.0007468272996339342,15.25998767712759,1.1768038192213304,80.34074428188075,-1.20246552432976,0.22918321563353472,0.5049168887483385,0.75,0.0031090255189992,0.003109025518999215,1.0,3,0.204204278768715,True,0.0
GSG1,4,3.3714600295191106,0.0007477088780884457,12.883428695015963,0.9486842027578191,76.71427326515519,0.8695207452403508,0.38456236619439654,0.6482611554384002,0.5,0.0031119128363389,0.003111912836338937,0.6666666666666666,3,0.0768530727345611,True,1.0
NDST3,6,-3.3707059224028857,0.0007497584749059177,23.1122935326566,1.405525386330059,78.36649143913289,-1.213605090014977,0.22489856242431883,0.4997343274597027,0.8333333333333334,0.0031196586919665,0.0031196586919665027,1.0,5,0.7168432942934846,True,0.0
FOXK1,6,3.369971979677681,0.000751758275658579,1.3241663341498486,0.0,0.0,3.3699719796776804,0.0007517582756585813,0.019750957109048946,1.0,0.0031271404305905,0.003127140430590503,1.0,5,0.2959726912260949,True,1.0
