symbol,K,Z_FE,p_FE,Q,tau2,I2,Z_RE,p_RE,FDR_RE,consistency,meta_FDR,FDR_FE,nerve_injury_consistency,K_nerve_injury,incision_lfc,incision_measured,incision_agreement
ZFP712,3,-1.330328666803465,0.1834100060157554,0.01898379978564261,0.0,0.0,-1.3303286668034653,0.18341000601575552,0.4520677069331918,1.0,0.291315844887514,0.291315844887514,1.0,3,,False,
HES3,4,-1.3301529969653727,0.18346786707615148,3.0885374403132344,0.00849847492906338,2.866646172314333,-1.2765953104666246,0.2017451583550146,0.47292828816584187,0.5,0.2913625785064437,0.29136257850644376,0.6666666666666666,3,-0.0022720275005,True,1.0
HAUS6,5,1.3301324523058076,0.18347463483401782,2.8694767106176395,0.0,0.0,1.3301324523058076,0.18347463483401782,0.4520677069331918,0.8,0.2913625785064437,0.29136257850644376,0.75,4,0.3640704551485392,True,1.0
PPP1CB,6,-1.3297312170079252,0.18360684559760598,3.6121107217837682,0.0,0.0,-1.329731217007925,0.1836068455976061,0.45217777478195464,0.6666666666666666,0.2915445614285853,0.29154456142858537,0.6,5,-0.0954581360922333,True,1.0
DIPK1B,4,-1.3295172713548127,0.18367737152162533,2.763566207139678,0.0,0.0,-1.3295172713548122,0.18367737152162555,0.45217777478195464,0.75,0.2916100139449114,0.29161001394491143,1.0,3,0.2641869006199924,True,0.0
PSTPIP2,6,-1.3294992852865837,0.1836833014372672,3.976937837163594,0.0,0.0,-1.329499285286583,0.1836833014372674,0.45217777478195464,0.6666666666666666,0.2916100139449114,0.29161001394491143,0.6,5,-0.0815124330001788,True,1.0
ZNHIT3,5,-1.3294397644296008,0.1837029261735813,1.2469927153209424,0.0,0.0,-1.3294397644296008,0.1837029261735813,0.45217777478195464,0.8,0.2916131997722372,0.2916131997722372,0.8,5,,False,
DAGLA,6,-1.3290423880535087,0.18383398569935305,36.439762379041234,2.439745363239249,86.2787250147498,0.39323194487936813,0.6941481776328403,0.855640500162256,0.6666666666666666,0.2917932615358354,0.2917932615358354,0.6,5,0.5344529110268841,True,0.0
THTPA,6,-1.32897702454668,0.18385555000326392,12.533842320327052,0.5846309093177718,60.10800301922473,-0.3067859728663586,0.7590062857869271,0.8925627321182347,0.5,0.2917995074939185,0.2917995074939136,0.6,5,0.1896141365671608,True,0.0
DTWD1,6,-1.3288997267565386,0.18388105400604138,2.175144426276232,0.0,0.0,-1.3288997267565381,0.1838810540060416,0.45217777478195464,0.8333333333333334,0.2918120044015341,0.2918120044015337,0.8,5,-0.1216775537265686,True,1.0
CXCL12,6,1.32880663242804,0.18391177347203846,2.975571499282447,0.0,0.0,1.3288066324280399,0.18391177347203846,0.45218474071734704,0.8333333333333334,0.2918327748546813,0.2918327748546813,0.8,5,0.2621124325368171,True,1.0
GALNT3,6,1.3284777393463414,0.1840203327473514,7.249763484652998,0.17458306344344937,31.032232836498952,0.9005747610853934,0.3678144589138451,0.6352823565709008,0.6666666666666666,0.2919600849697796,0.29196008496977965,0.6,5,0.2069209862553647,True,1.0
PLA2G2C,4,-1.3284566916091036,0.1840272816873919,1.4259863928150884,0.0,0.0,-1.3284566916091036,0.1840272816873919,0.45233435795808,1.0,0.2919600849697796,0.29196008496977965,1.0,3,-0.2146467837286152,True,1.0
RAB21,6,-1.3282765262013143,0.18408677150026387,16.024210661060582,0.8554856909995343,68.79721500323144,-0.6000119076955392,0.5484982996542618,0.767539816987479,0.5,0.2920264751650758,0.2920264751650726,0.6,5,0.098511781236346,True,0.0
RNASE6,4,1.327469546334574,0.18435340738164718,0.8844691815614694,0.0,0.0,1.3274695463345736,0.18435340738164718,0.4529341842038035,0.75,0.2924214277892694,0.2924214277892692,0.6666666666666666,3,0.024331586247183,True,1.0
SLC7A12,4,1.327373681947803,0.18438510111995832,1.4426457032845266,0.0,0.0,1.3273736819478028,0.18438510111995843,0.45294481949206766,1.0,0.2924436751377493,0.29244367513774916,1.0,3,0.029134572141117,True,1.0
MAPKBP1,6,1.3266133931910322,0.18463660314605201,0.9454562226167295,0.0,0.0,1.326613393191032,0.18463660314605213,0.45315911258503183,0.8333333333333334,0.2928145113800376,0.2928145113800376,0.8,5,0.1565054650531721,True,1.0
TNFRSF26,4,1.326510117704238,0.18467078605049592,0.6726731151242837,0.0,0.0,1.3265101177042378,0.18467078605049592,0.45317581181731775,1.0,0.292840663988102,0.292840663988102,1.0,3,0.1316863077651129,True,1.0
CAMTA2,5,-1.3264209893469308,0.1847002901955248,26.226056463451307,2.0036242448297568,84.7479928765714,0.09702844431432278,0.9227038057215627,0.9681370980988073,0.6,0.2928593929798186,0.2928593929798186,0.5,4,0.4086153723968557,True,0.0
BRCA2,6,-1.3260519060088116,0.18482250492327856,5.778822501583102,0.06043711667141777,13.477183308013776,-1.0824919345234956,0.2790339973337882,0.5577983966025195,0.6666666666666666,0.29300333682554,0.29300333682554003,0.8,5,0.2151970199867752,True,0.0
ZBTB49,6,1.3260274260962093,0.1848306130830748,7.502956356775369,0.1942309897960219,33.35960170573474,0.5263008112972123,0.5986792194264714,0.7977891023224342,0.5,0.29300333682554,0.29300333682554003,0.6,5,0.0050881487814029,True,1.0
SPATA5,4,1.3259097391272532,0.18486959666576497,4.808781159892153,0.33319652945381767,37.61412923046634,0.29928117431070594,0.7647255174179035,0.8942906975994233,0.5,0.29300333682554,0.29300333682554003,0.5,4,,False,
DRD4,4,-1.325889100026188,0.184876433955384,1.0433417257453987,0.0,0.0,-1.3258891000261879,0.184876433955384,0.4534115772454461,1.0,0.29300333682554,0.29300333682554003,1.0,3,-0.0086270348464999,True,1.0
GPR68,6,1.32587959594384,0.18487958251606695,7.072289898353297,0.16081100136320978,29.30154063446701,0.6889578404995789,0.49084979880075985,0.7304862539366032,0.5,0.29300333682554,0.29300333682554003,0.6,5,0.1395631475041847,True,1.0
RNASE4,6,1.3253689502562513,0.18504881015388486,9.404103222941018,0.34176118406544553,46.831719288207566,0.7689484556435748,0.44192391024787425,0.6943919273232214,0.6666666666666666,0.2932434567417044,0.2932434567417044,0.6,5,0.0584489300853023,True,1.0
RPL28,4,1.3252830668513618,0.1850772831106794,19.462966636182152,1.58023666282441,84.58611137716835,0.14690888307581998,0.8832039403215768,0.9502699681955971,0.5,0.2932605006747049,0.2932605006747047,0.6666666666666666,3,-0.4379829579436993,True,0.0
ALAS2,6,1.324764342016552,0.18524932505446967,11.425299408491153,0.4986072811332815,56.23747071097274,1.1699911955222366,0.24200451202061124,0.519473308645462,0.6666666666666666,0.2935050089309449,0.29350500893094494,0.8,5,-0.2503940250345486,True,0.0
NTN4,6,1.3247024139248806,0.18526987222586166,6.809818375125099,0.14044304584058068,26.576602714339675,0.793923915381658,0.4272397261347465,0.682717143273714,0.5,0.2935094683271881,0.29350946832718816,0.6,5,0.4593367970969089,True,1.0
BBS4,6,-1.324275180946056,0.18541167013206072,4.4707803035037115,0.0,0.0,-1.324275180946056,0.18541167013206072,0.45423950274347913,0.6666666666666666,0.2937059971313876,0.2937059971313876,0.8,5,0.095361715153027,True,0.0
SMIM11,3,-1.3242092425893432,0.18543356210957518,1.3395987342714035,0.0,0.0,-1.3242092425893435,0.18543356210957518,0.45423950274347913,1.0,0.2937125665107836,0.2937125665107836,1.0,3,,False,
TRAF1,5,1.3241005379088473,0.1854696569674149,3.8736350351771316,0.0,0.0,1.3241005379088475,0.1854696569674148,0.45426069282696796,0.6,0.2937246554637118,0.2937246554637115,0.5,4,0.0368973159057735,True,1.0
UGT2A3,3,-1.3240793722332267,0.18547668553085506,3.3415662809649325,0.17390674012508384,40.14782793946356,-1.0322942783413673,0.3019342806380988,0.5768971902714609,0.6666666666666666,0.2937246554637118,0.2937246554637115,,2,0.0377455023006284,True,0.0
VPS37D,6,1.3238552355059923,0.18555112752299907,10.790471125914934,0.4493442065528909,53.66282026378115,1.0533054958233312,0.2922010009017181,0.569872860483709,0.5,0.2938144324845195,0.29381443248451933,0.6,5,0.4203070295404107,True,1.0
SHC4,6,1.3231953245165955,0.1857704304580272,8.376087065484297,0.2619864827413019,40.30625564287989,0.41238936174036234,0.6800540593179211,0.8476733782536509,0.5,0.2941335531797665,0.2941335531797653,0.6,5,0.0367999970342651,True,1.0
2010315B03RIK,3,-1.3231168894998928,0.18579650887601007,0.05939214128640536,0.0,0.0,-1.323116889499893,0.18579650887600996,0.45478156100621464,1.0,0.2941467063525319,0.2941467063525317,1.0,3,,False,
RPGR,6,-1.322617746769594,0.18596252945856417,11.048711006581144,0.46938378394737046,54.74585228067094,-0.21616299076213125,0.8288607006324262,0.9248552188801348,0.6666666666666666,0.294381387490268,0.29438138749025955,0.6,5,0.0353858055729112,True,0.0
KLHL8,6,-1.321985307378378,0.18617304350660346,4.2243381459398845,0.0,0.0,-1.3219853073783776,0.18617304350660369,0.4551752165614925,0.6666666666666666,0.2946864508101084,0.29468645081010814,0.8,5,0.0047226252595198,True,0.0
LRRC52,3,1.321786041316238,0.1862394077698839,0.27956108248837475,0.0,0.0,1.321786041316238,0.1862394077698839,0.45527022262695593,1.0,0.2947633082240503,0.29476330822405034,1.0,3,,False,
TESTIN,3,1.3216538242228466,0.1862834514590157,5.875261163421658,0.502348669332437,65.95896004671846,0.33188561045643605,0.7399756363409805,0.881470377014679,0.6666666666666666,0.2948048272826876,0.2948048272826875,,2,-0.03947272997784,True,0.0
IGSF3,6,-1.3215869503104225,0.18630573119055838,15.886684865127373,0.8448136026132205,68.52710277538503,-1.011565684892894,0.31174576006699206,0.5862321995715579,0.5,0.2948118989164551,0.29481189891645526,0.6,5,0.5194260999924047,True,0.0
TTC12,6,1.3215319978367628,0.18632404064608954,6.507261365364405,0.11696443131481482,23.162760503012297,1.096768296511904,0.2727426924351425,0.5515446907208611,0.6666666666666666,0.2948126871975979,0.2948126871975981,0.8,5,-0.0630356102202451,True,0.0
RBM6,6,1.321044442176322,0.18648654614388105,20.771902944793194,1.2239096025951612,75.92902290517716,-0.27679080325966543,0.7819407433225336,0.9016149901410363,0.8333333333333334,0.2950416088485489,0.29504160884854896,0.8,5,-0.0563591822845968,True,0.0
FLI1,6,1.3209894202633552,0.18650489188222386,6.227626829558691,0.09526461520588798,19.712594591119462,1.0315561561458684,0.3022800884657293,0.5772862610228165,0.5,0.2950424324223046,0.2950424324223042,0.6,5,-0.0906679106349086,True,0.0
GDPD3,6,-1.320518848931209,0.18666184709080247,4.851423480111737,0.0,0.0,-1.3205188489312087,0.1866618470908027,0.4556229747881989,0.6666666666666666,0.2952625088921026,0.29526250889210265,0.8,5,0.0506081188021902,True,0.0
SLC13A5,4,1.3203429862361826,0.18672052969271136,7.084290454415999,0.3920402476858012,57.65278090581468,0.782765606458758,0.4337647679908905,0.6877082796729137,0.5,0.2953021684288371,0.29530216842883716,0.6666666666666666,3,-0.4424890003940761,True,0.0
LMAN2,6,1.3203223343773511,0.1867274217857069,4.423192213854955,0.0,0.0,1.320322334377351,0.186727421785707,0.4556229747881989,0.8333333333333334,0.2953021684288371,0.29530216842883716,1.0,5,-0.1456069725739572,True,0.0
5730455P16RIK,3,-1.3202417053769568,0.18675433169873368,0.10503952889125197,0.0,0.0,-1.320241705376957,0.1867543316987338,0.4556229747881989,1.0,0.2953021684288371,0.29530216842883716,1.0,3,,False,
ZBTB7C,6,1.3202298671873436,0.1867582829333656,5.762850573702279,0.059197685007799115,13.237382506209839,1.2513788507217285,0.21079628966965402,0.48435160774459135,0.8333333333333334,0.2953021684288371,0.29530216842883716,0.8,5,0.1668388402222462,True,1.0
GFOD2,5,1.320057260115644,0.18681590104079393,4.649477676898322,0.07970545981228075,13.968830953320985,1.1209009491498454,0.2623300268431832,0.5414264691028099,0.6,0.2953650581743451,0.29536505817434533,0.6,5,,False,
TMED8,5,-1.3199130456418038,0.18686405145975016,5.400748379159798,0.17190320408767087,25.9361903354904,-0.585639488476294,0.5581178060111118,0.7732003809573073,0.6,0.295412968458624,0.29541296845862314,0.6,5,,False,
TSBP1,4,1.319533820883052,0.18699071100515263,3.121394515400933,0.01165233873952889,3.8891115750339655,1.2796398552986352,0.20067182614560608,0.4716728296452814,0.75,0.2955849726441877,0.2955849726441874,1.0,3,-0.0410931451823771,True,0.0
KCNN1,6,1.3188391164495066,0.18722290394708963,7.013661943953953,0.1562614351744604,28.71056461011508,0.8320293885423489,0.40539235634547344,0.6644275950322087,0.5,0.2959237496306558,0.2959237496306558,0.6,5,0.3134616615693235,True,1.0
PRSS35,6,-1.3187502177796107,0.18725263214860366,1.438257127615157,0.0,0.0,-1.3187502177796104,0.18725263214860366,0.4564208745395064,0.6666666666666666,0.2959424775445133,0.2959424775445133,0.6,5,-0.1352271511173164,True,1.0
EIF2B2,6,-1.3185759652074878,0.18731091327360316,32.27759868187892,2.1167588387620833,84.50938048620368,0.5163768417517781,0.6055912369736614,0.8026702557966082,0.5,0.2960063238977319,0.29600632389771625,0.6,5,-0.0326320198648248,True,1.0
SMC1B,3,-1.318337017449917,0.1873908543509244,5.552499032346602,0.6480456646908266,63.98018282670896,-0.10901127907024155,0.9131935442477511,0.9644703639860118,0.6666666666666666,0.2961043838870178,0.29610438388701676,0.6666666666666666,3,0.0,True,0.0
PLXNC1,6,-1.318145818216126,0.18745483907853988,10.759207470942087,0.4469181272352953,53.52817562535398,-0.6909734159073131,0.4895822474217132,0.7294660686094022,0.6666666666666666,0.2961772142447491,0.29617721424474913,0.8,5,0.5407178148997813,True,0.0
TCEA2,6,-1.3177001815912908,0.187604033756113,3.2959840652599697,0.0,0.0,-1.3177001815912905,0.1876040337561129,0.4568518415081919,0.8333333333333334,0.2963846489196507,0.2963846489196509,1.0,5,0.250403746815687,True,0.0
SPOUT1,6,1.317461823477446,0.18768386963573824,6.514392705236361,0.11751782778061907,23.246874632213537,0.877541597142084,0.3801925353626684,0.6447601990333195,0.6666666666666666,0.2964824785465489,0.2964824785465489,0.6,5,0.0213981597808734,True,1.0
CPLX4,4,1.3173524711869702,0.18772050457995693,8.092982104088374,0.4888618935970495,62.93084599205435,0.46633663784794704,0.6409745576698882,0.8250903454476707,0.5,0.2965120518949775,0.29651205189497537,0.6666666666666666,3,-0.106914363982672,True,0.0
KIF14,4,1.3168695782266144,0.18788234534883708,2.961288601967455,0.0,0.0,1.316869578226614,0.1878823453488372,0.4573473471150774,0.5,0.2967393683410259,0.2967393683410259,0.6666666666666666,3,-0.1212559760940985,True,0.0
HIGD1B,3,1.3163595665635328,0.1880533866891375,0.6826921233161032,0.0,0.0,1.316359566563533,0.1880533866891375,0.4574077379101549,1.0,0.2969811713079481,0.2969811713079481,1.0,3,,False,
DMC1,4,1.3162501753677982,0.18809008790190918,7.49625114930828,0.4315832661525125,59.97999613077496,0.2590286987268231,0.7956130975862753,0.9087801323707067,0.5,0.2970107932601031,0.2970107932601031,0.6666666666666666,3,0.3522443522490728,True,1.0
E2F7,4,-1.3160555366525772,0.18815540308851686,5.204634519604813,0.2116170416303369,42.35906500831898,-0.8108027203731096,0.4174789720107006,0.673928537326035,0.5,0.2970855892321979,0.29708558923219797,0.6666666666666666,3,0.0197655131064167,True,0.0
UBE3B,6,-1.3157159495307558,0.18826939888087146,27.93100998369501,1.7794608180438454,82.09874973042938,0.2133150962860693,0.8310811993928611,0.926309308124552,0.6666666666666666,0.2972372272297009,0.2972372272297009,0.6,5,0.281926036800713,True,0.0
VAMP8,6,1.315484522137009,0.18834711578959062,8.692625077218128,0.28655003182624683,42.479976352550416,0.7760054200861966,0.4377457856119069,0.6913050513737509,0.6666666666666666,0.2973315651453798,0.29733156514537945,0.8,5,-0.3860554070494757,True,0.0
HABP4,6,1.3151970258863515,0.18844369444834475,9.577222539415953,0.3551953520647061,47.79279713484746,0.29024744546404246,0.7716269414052473,0.8968449641274948,0.5,0.2974275933029117,0.29742759330291135,0.6,5,0.1739933207669599,True,1.0
PIAS1,6,-1.315196461194731,0.1884438841812247,6.201655000145398,0.09324918488481905,19.376360021917137,-1.1447771224804484,0.2523014944858478,0.530702037962861,0.8333333333333334,0.2974275933029117,0.29742759330291135,1.0,5,0.0893171314137193,True,0.0
ARHGAP21,6,-1.3148310096648166,0.18856670318363944,11.882589905476532,0.5340933117280037,57.92163122876466,-1.0609439382991028,0.2887153795646622,0.5664738932734461,0.8333333333333334,0.2975930655125476,0.29759306551254766,1.0,5,0.282978626112512,True,0.0
GCC1,6,-1.3147201766813177,0.1886039630073023,6.88865788186708,0.14656104122155225,27.41692089018629,-0.7712357965285226,0.4405671800011911,0.6933374515289583,0.5,0.2976234908663244,0.29762349086632356,0.6,5,0.09707509396969,True,0.0
CNTN5,6,-1.3145415513654477,0.18866402467915777,6.876305283690438,0.1456024718226464,27.28653261135383,-1.2605307179207883,0.20747797383243582,0.4808422602736597,0.6666666666666666,0.2976898890838351,0.2976898890838341,0.6,5,-0.0968513682609473,True,1.0
RCN2,6,-1.3137641227882537,0.18892559459275116,3.7895200753981624,0.0,0.0,-1.3137641227882533,0.18892559459275127,0.45878762348873514,0.6666666666666666,0.2980742009054634,0.29807420090546344,0.8,5,0.0287956780687848,True,0.0
RBMX,6,-1.3134185446063174,0.18904195198926277,4.099881373462256,0.0,0.0,-1.313418544606317,0.189041951989263,0.4589355220484425,0.6666666666666666,0.2982293546822605,0.29822935468226053,0.8,5,0.0048871938491421,True,0.0
REEP3,6,1.312961926284828,0.189195778008047,2.7953174838451225,0.0,0.0,1.3129619262848276,0.189195778008047,0.4592416069202513,0.8333333333333334,0.2984435831115213,0.29844358311152136,0.8,5,0.0422985328547573,True,1.0
INPP5A,6,1.3127921740281097,0.18925298783219757,5.990620631276874,0.07687278493866895,16.536193697609054,0.981037868878673,0.3265740674196389,0.5985285641570214,0.5,0.2985053797025477,0.2985053797025476,0.6,5,-0.0832927570990289,True,0.0
SIRT2,6,1.3122935501533057,0.18942110754907016,9.941396062408867,0.38345544682702404,49.70525297843866,1.3565696344421554,0.17491799562074184,0.4424270573830255,0.6666666666666666,0.2987420840545221,0.2987420840545221,0.6,5,0.0122843367354725,True,1.0
PDCD10,6,-1.312042289520739,0.18950586613936027,3.014029990007611,0.0,0.0,-1.3120422895207389,0.18950586613936038,0.4596026106433897,0.8333333333333334,0.298847284331049,0.29884728433104907,0.8,5,-0.0950193782888595,True,1.0
SELENOP,6,-1.3118539880661124,0.1895694048190648,14.26232198802178,0.7187620202298173,64.94259487200435,-1.2969933725120486,0.1946334671604527,0.4645383054707734,0.6666666666666666,0.2989190043407793,0.29891900434077934,0.6,5,-0.172458190465349,True,1.0
FUBP3,6,1.3115430564709787,0.18967435702660418,3.492409441003111,0.0,0.0,1.3115430564709785,0.18967435702660418,0.45979112240792747,0.6666666666666666,0.2990560066207232,0.29905600662072324,0.6,5,0.0930099875832857,True,1.0
STXBP5L,6,-1.3114479666278354,0.18970646230880694,10.728546672081283,0.4445388299317086,53.39536516151422,-0.5430526886340485,0.5870935259531118,0.7915910753971901,0.6666666666666666,0.299078137359309,0.29907813735930777,0.8,5,0.7739352113028986,True,0.0
LMO4,6,1.3113755877107698,0.1897309023612258,4.911012966919294,0.0,0.0,1.3113755877107698,0.1897309023612258,0.45979881345285645,0.6666666666666666,0.2990881805602868,0.29908818056028663,0.8,5,-0.0388814857015669,True,0.0
UXS1,6,-1.311199474989926,0.18979037970140678,1.1140687622651704,0.0,0.0,-1.3111994749899258,0.18979037970140678,0.45983311016421524,0.8333333333333334,0.2991534487018079,0.29915344870180793,1.0,5,0.0322287893084762,True,0.0
METTL25,6,-1.3109105146474935,0.18988799805310286,2.4955142486842745,0.0,0.0,-1.3109105146474933,0.18988799805310275,0.45983311016421524,0.8333333333333334,0.2992606727859336,0.29926067278593366,0.8,5,-0.1124261325407567,True,1.0
DUOXA1,4,1.3108443924298474,0.18991034106511429,49.77197008218367,4.48951780986743,93.97251104377345,0.0278847076938122,0.9777541051942122,0.991269552307173,0.5,0.2992606727859336,0.29926067278593366,0.6666666666666666,3,-0.6400687027919371,True,0.0
HYAL4,3,1.3108375732249153,0.1899126454170763,0.15562020947604963,0.0,0.0,1.3108375732249158,0.18991264541707598,0.45983311016421524,1.0,0.2992606727859336,0.29926067278593366,0.6666666666666666,3,0.0268434785091285,True,1.0
GEMIN5,6,1.3106128745719812,0.18998858731347368,1.521606672355671,0.0,0.0,1.310612874571981,0.1899885873134738,0.45983311016421524,0.8333333333333334,0.2993518417146707,0.2993518417146707,0.8,5,0.1100809023206865,True,1.0
PCSK4,4,1.3102150727397444,0.19012308812507606,3.177943878198768,0.017080362638702672,5.59933985680153,1.2482691963957984,0.21193249084964294,0.4855234032585869,0.75,0.2995267581294855,0.2995267581294855,0.6666666666666666,3,0.2519956840772814,True,1.0
MTMR9,6,-1.3101727765925626,0.190137393002905,17.910673286783886,1.0018763789616272,72.08368485125877,0.1636135496243853,0.8700353773956918,0.9441306999707265,0.8333333333333334,0.2995267581294855,0.2995267581294855,0.8,5,0.3404348452336325,True,0.0
