symbol,chembl_id,pref_name,drug_lc,mw,logp,tpsa,hbd,rotb,tag,rc,sec,reason,D1_affinity,D2_pharm_prior,D3_accessibility,D4_reliability,composite_upper_bound,top_k_threshold_top20,exceeds_top20_bound
ITPKC,CHEMBL269732,TACROLIMUS ANHYDROUS,tacrolimus anhydrous,804.0,4.64,178.4,3.0,7.0,t2_other,-9,601.08,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
SERPINE1,CHEMBL3545252,DOCETAXEL,docetaxel,807.9,3.26,224.4,5.0,8.0,t2_other,-9,600.2,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
GALNS,CHEMBL532,ERYTHROMYCIN,erythromycin,733.9,1.79,193.9,5.0,7.0,t2_other,-9,600.1,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
GALNS,CHEMBL529,AZITHROMYCIN,azithromycin,749.0,1.9,180.1,5.0,7.0,t2_other,-9,600.1,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
ITPKC,CHEMBL1200510,ERYTHROMYCIN STEARATE,erythromycin stearate,733.9,1.79,193.9,5.0,7.0,t2_other,-9,600.17,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
VASH2,CHEMBL3545252,DOCETAXEL,docetaxel,807.9,3.26,224.4,5.0,8.0,t2_other,-9,600.06,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
VASH2,CHEMBL3989887,TACROLIMUS,tacrolimus,804.0,4.64,178.4,3.0,7.0,t2_other,-9,600.15,timeout_600s（大环/高柔性分子）,1.0,0.0,0.4,0.5,0.555,0.7262349334519309,False
SLC2A1,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.36,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.9141924959216966,0.5371288743882545,0.7262349334519309,False
AXL,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.34,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.8797731045932484,0.5319659656889872,0.7262349334519309,False
TNIK,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.34,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.8242056993121519,0.5236308548968228,0.7262349334519309,False
ADRA2A,CHEMBL325041,BORTEZOMIB,bortezomib,384.2,0.36,124.4,4.0,9.0,t2_other,1,0.3,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL1136,TELITHROMYCIN,telithromycin,812.0,4.93,171.8,1.0,11.0,t2_other,-9,600.19,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL1660,RIFAPENTINE,rifapentine,877.0,5.65,220.1,6.0,5.0,t2_other,-9,600.09,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,erythromycin propionate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.09,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL3545432,IXAZOMIB CITRATE,ixazomib citrate,517.1,1.54,168.3,4.0,11.0,t2_other,1,1.45,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL1201748,CABAZITAXEL,cabazitaxel,835.9,4.57,202.4,3.0,10.0,t2_other,-9,600.8,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL374478,RIFAMPIN,rifampin,823.0,4.34,220.1,6.0,4.0,t2_other,-9,603.16,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ADRA2A,CHEMBL428647,PACLITAXEL,paclitaxel,853.9,3.74,221.3,4.0,10.0,t2_other,-9,600.09,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5324652394614875,0.5198697859192232,0.7262349334519309,False
ACVR1,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.69,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.7969667318982387,0.5195450097847358,0.7262349334519309,False
MAPK14,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.29,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.778536615334207,0.5167804923001311,0.7262349334519309,False
ITPKC,CHEMBL1201748,CABAZITAXEL,cabazitaxel,835.9,4.57,202.4,3.0,10.0,t2_other,-9,600.41,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL1660,RIFAPENTINE,rifapentine,877.0,5.65,220.1,6.0,5.0,t2_other,-9,602.54,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL1201748,CABAZITAXEL,cabazitaxel,835.9,4.57,202.4,3.0,10.0,t2_other,-9,600.28,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,erythromycin propionate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.59,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL1136,TELITHROMYCIN,telithromycin,812.0,4.93,171.8,1.0,11.0,t2_other,-9,600.23,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL3545432,IXAZOMIB CITRATE,ixazomib citrate,517.1,1.54,168.3,4.0,11.0,t2_other,1,0.81,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL325041,BORTEZOMIB,bortezomib,384.2,0.36,124.4,4.0,9.0,t2_other,1,0.52,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
SERPINE1,CHEMBL428647,PACLITAXEL,paclitaxel,853.9,3.74,221.3,4.0,10.0,t2_other,-9,600.1,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL325041,BORTEZOMIB,bortezomib,384.2,0.36,124.4,4.0,9.0,t2_other,1,0.29,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
SERPINE1,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,erythromycin propionate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.64,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL428647,PACLITAXEL,paclitaxel,853.9,3.74,221.3,4.0,10.0,t2_other,-9,606.13,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
SERPINE1,CHEMBL1201748,CABAZITAXEL,cabazitaxel,835.9,4.57,202.4,3.0,10.0,t2_other,-9,600.37,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,erythromycin propionate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.13,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL1136,TELITHROMYCIN,telithromycin,812.0,4.93,171.8,1.0,11.0,t2_other,-9,600.2,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,erythromycin estolate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.23,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL444633,RIFABUTIN,rifabutin,847.0,4.62,205.5,5.0,4.0,t2_other,-9,600.12,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL3545432,IXAZOMIB CITRATE,ixazomib citrate,517.1,1.54,168.3,4.0,11.0,t2_other,1,0.62,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ITPKC,CHEMBL325041,BORTEZOMIB,bortezomib,384.2,0.36,124.4,4.0,9.0,t2_other,1,1.52,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,erythromycin estolate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,601.19,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
GALNS,CHEMBL428647,PACLITAXEL,paclitaxel,853.9,3.74,221.3,4.0,10.0,t2_other,-9,602.04,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL3545432,IXAZOMIB CITRATE,ixazomib citrate,517.1,1.54,168.3,4.0,11.0,t2_other,1,0.23,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,erythromycin propionate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.09,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL2218877,ERYTHROMYCIN ESTOLATE,erythromycin estolate,790.0,2.75,200.0,4.0,9.0,t2_other,-9,600.09,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL1660,RIFAPENTINE,rifapentine,877.0,5.65,220.1,6.0,5.0,t2_other,-9,600.1,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL428647,PACLITAXEL,paclitaxel,853.9,3.74,221.3,4.0,10.0,t2_other,-9,600.11,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
SERPINE1,CHEMBL325041,BORTEZOMIB,bortezomib,384.2,0.36,124.4,4.0,9.0,t2_other,1,0.38,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
SERPINE1,CHEMBL3545432,IXAZOMIB CITRATE,ixazomib citrate,517.1,1.54,168.3,4.0,11.0,t2_other,1,3.2,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
VASH2,CHEMBL1201748,CABAZITAXEL,cabazitaxel,835.9,4.57,202.4,3.0,10.0,t2_other,-9,600.13,timeout_600s（大环/高柔性分子）,1.0,0.0,0.2,0.5,0.515,0.7262349334519309,False
ADRA2A,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.13,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.5324652394614875,0.47986978591922314,0.7262349334519309,False
ITPKC,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.44,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
GALNS,CHEMBL4297588,ODEVIXIBAT,odevixibat,740.9,5.88,174.4,5.0,17.0,t2_other,-9,600.2,timeout_600s（大环/高柔性分子）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
GALNS,CHEMBL5315120,ODEVIXIBAT SESQUIHYDRATE,odevixibat sesquihydrate,740.9,5.88,174.4,5.0,17.0,t2_other,-9,600.25,timeout_600s（大环/高柔性分子）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
GALNS,CHEMBL2374220,LEDIPASVIR,ledipasvir,889.0,8.61,174.6,4.0,10.0,t2_other,-9,600.28,timeout_600s（大环/高柔性分子）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
GALNS,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.62,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
SERPINE1,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.29,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
VASH2,CHEMBL5315122,BORTEZOMIB D-MANNITOL,bortezomib d-mannitol,530.4,-1.13,183.4,6.0,13.0,t2_other,1,0.16,unsupported_atom_type_B（含硼药物，Vina 无法解析）,1.0,0.0,0.0,0.5,0.47500000000000003,0.7262349334519309,False
