miRNA,log2FC,t,p,FDR
hsa-miR-3940-3p,0.4657549365984608,2.514640369641689,0.014717418430427086,0.2491983222372315
hsa-miR-6803-3p,0.48558018360390554,2.525086708283574,0.01513326580418463,0.2519688756396741
hsa-miR-3138,0.3209277673377095,2.497353496623094,0.015680536311009945,0.25680091433932684
hsa-miR-11401,0.6578200377992532,2.449232542874898,0.017482342776572686,0.273112180730003
hsa-miR-19a-3p,0.32690291769696067,2.4431750889243182,0.017645585489844202,0.273112180730003
hsa-miR-146b-5p,0.4680717513922845,2.4417718336986876,0.017690572412300896,0.273112180730003
hsa-miR-96-5p,0.48168544019964266,2.4648889742838636,0.017770061809259455,0.273112180730003
hsa-miR-1260a,0.4649420586898192,2.434824229516031,0.018302116779857467,0.2770274948951153
hsa-miR-769-5p,0.5619739618337838,2.405266996671231,0.019593427480155034,0.28170131139996857
hsa-miR-5188,0.11421242375799992,2.4355282164841867,0.01975559003872679,0.28170131139996857
hsa-miR-146b-3p,0.46671440700508926,2.392148557588783,0.02006626314977467,0.28170131139996857
hsa-miR-3939,0.22473217866574335,2.399619686110857,0.020406570245075892,0.28170131139996857
hsa-miR-378a-3p,0.3296733070079956,2.384602424218842,0.02050126861579446,0.28170131139996857
hsa-miR-181c-3p,0.6608792359844049,2.3806504098949706,0.020604862602861984,0.28170131139996857
hsa-miR-6515-3p,0.35574618989620105,2.380305916516182,0.02075464228703697,0.28170131139996857
hsa-miR-153-3p,0.4374687294535068,2.3745411533595875,0.020951692903168086,0.28170131139996857
hsa-miR-216a-5p,0.4413957782866019,2.372715351024292,0.021148747102099744,0.28170131139996857
hsa-miR-641,0.3418889003797665,2.3623454784497087,0.021585107103297686,0.2824175008261322
hsa-miR-548e-5p,0.466936849541672,2.358268279670098,0.021767915479091272,0.2824175008261322
hsa-miR-450b-5p,0.37557029141228737,2.3615581429531582,0.022057157932436948,0.2825012919808271
hsa-miR-126-5p,0.33441339866884157,2.3466651819239077,0.022781425861447362,0.28628993769182387
hsa-miR-28-3p,0.698163154296525,2.3441396604315607,0.02292612113648239,0.28628993769182387
hsa-miR-629-5p,-0.27269563194644064,-2.3195131155775193,0.02394988260390668,0.2953818854481824
hsa-miR-1295a,0.13800836627469704,2.312310438483592,0.025501317834456153,0.3046402196755158
hsa-miR-20b-5p,0.2601302545549009,2.2832745129141054,0.026124339981241522,0.3046402196755158
hsa-miR-152-3p,0.5547075948407825,2.28820130601518,0.026359293259575298,0.3046402196755158
hsa-miR-342-3p,0.33774500193599444,2.2778784291083776,0.02644702020940393,0.3046402196755158
hsa-miR-379-3p,0.31884525912908146,2.2826504813312125,0.02725154210074761,0.3046402196755158
hsa-miR-6716-3p,0.1758019674616021,2.291908979445829,0.027378876577835873,0.3046402196755158
hsa-miR-10b-5p,0.3799464757265625,2.2634459524075115,0.02738151661020628,0.3046402196755158
hsa-miR-494-3p,0.6211733305455509,2.256928828566245,0.027800363267216625,0.3046402196755158
hsa-miR-487a-5p,0.16611128756083215,2.2685756795108896,0.02798072062062093,0.3046402196755158
hsa-miR-98-5p,-0.20827618442166873,-2.2548534196155963,0.02801442315515609,0.3046402196755158
hsa-miR-590-5p,0.4700904639183672,2.2563058854324742,0.0284808222568763,0.3046402196755158
hsa-miR-3117-3p,-0.422070794701501,-2.2508532765050386,0.028531023426563048,0.3046402196755158
hsa-miR-1246,0.47607251429509256,2.2527893485730424,0.028664845494993478,0.3046402196755158
hsa-miR-548ay-3p,0.34423773397706536,2.23667847202633,0.029294708505820246,0.30634699802453896
hsa-miR-887-3p,0.4512329657905506,2.237639349165931,0.02943875056091666,0.30634699802453896
hsa-miR-4326,0.7030615524959658,2.221516049582146,0.03048867856471729,0.31400195758920174
hsa-miR-30a-3p,0.49047365349108496,2.188318646213631,0.0326984952785754,0.33126764510117807
hsa-miR-574-3p,0.4187283663218615,2.1844550451046953,0.03305639322342398,0.33126764510117807
hsa-miR-99a-5p,0.45819751902896044,2.182264866948617,0.03315992443455236,0.33126764510117807
hsa-miR-30e-5p,0.18701575416004879,2.1728369197666035,0.034054066887736885,0.3338247764228218
hsa-miR-10b-3p,0.5040499898962518,2.170466078361103,0.034084211406534365,0.3338247764228218
hsa-miR-758-3p,0.13954782731887283,2.176751785979502,0.03503972501558803,0.33865901992508896
hsa-miR-301a-5p,0.38380594549105396,2.154957575555933,0.03585284644291985,0.33865901992508896
hsa-miR-148a-3p,0.21481039665044221,2.153231803063708,0.03627108871244365,0.33865901992508896
hsa-miR-25-5p,0.3956307621894237,2.1560525665282557,0.03628860055653123,0.33865901992508896
hsa-miR-942-5p,0.18268202565622182,2.151730848130207,0.036351304663128164,0.33865901992508896
hsa-miR-660-3p,-0.27531546917427674,-2.1729447753778013,0.03680807716422436,0.33865901992508896
hsa-miR-376b-3p,0.4069669818956127,2.1286480616628753,0.03773567162485574,0.33865901992508896
hsa-miR-103a-3p,0.2557848114809058,2.125078829059324,0.038052840444196365,0.33865901992508896
hsa-miR-93-3p,0.41857713802495145,2.1288438015875535,0.03828127808679488,0.33865901992508896
hsa-miR-500b-3p,0.22070395488927888,2.1210583555462437,0.03834398596289466,0.33865901992508896
