miRNA,log2FC,t,p,FDR
hsa-miR-4637,-0.21575165446570654,-1.4923866053153518,0.1418011556385316,0.48729822886670465
hsa-miR-3143,0.29146868278788407,1.4927554497381974,0.14194573033054161,0.48729822886670465
hsa-miR-433-3p,-0.1482257263814161,-1.4881567066201429,0.14257647976871424,0.48739254812090954
hsa-miR-486-5p,0.13367441102052524,1.485189361872003,0.14294896556499148,0.48739254812090954
hsa-miR-4741,0.14272306781030322,1.4778796037139215,0.14496108847264494,0.49058330158884333
hsa-miR-542-3p,0.2674811224696563,1.4803927892822908,0.1452239369415095,0.49058330158884333
hsa-miR-27a-3p,0.26175257098183025,1.4820175976357377,0.1453580152855832,0.49058330158884333
hsa-miR-188-5p,0.28993461402347953,1.4725642604227966,0.1462777640180758,0.49202520624261864
hsa-miR-5193,0.17879495528891964,1.4672857550482856,0.14774005620463126,0.493336130496294
hsa-miR-548ax,0.2480273041169434,1.4676148382237737,0.14809654556962987,0.493336130496294
hsa-miR-1271-5p,0.2767148245533477,1.4656355433755244,0.1481489881370252,0.493336130496294
hsa-miR-29a-3p,0.23264197271586617,1.465575737812118,0.1493284679469132,0.49561175906633326
hsa-miR-7850-5p,0.13757899401744075,1.4583390875583018,0.15036839643607208,0.4974106888729669
hsa-miR-3200-3p,0.299892442834214,1.4598897673917373,0.151063528359934,0.49806094003819823
hsa-miR-140-3p,0.15050340380057214,1.450942192225351,0.15225743690767188,0.49904437506052596
hsa-miR-548aw,0.21473948314831687,1.4487465665572177,0.15309073853076308,0.49904437506052596
hsa-miR-338-5p,0.20193095225142432,1.446494940875972,0.1535049767650794,0.49904437506052596
hsa-miR-7-1-3p,0.30165447653466293,1.4471628957973344,0.1541424079065621,0.49904437506052596
hsa-miR-17-5p,-0.15494428123173698,-1.441776004943499,0.15486430572871332,0.49904437506052596
hsa-miR-6881-3p,-0.25387603700567546,-1.4407767563695648,0.1558420492602429,0.49904437506052596
hsa-miR-450a-2-3p,0.1830288957850134,1.4391589267705498,0.15599495488095919,0.49904437506052596
hsa-miR-4632-5p,0.08174208786860455,1.4401667940650364,0.15642442064863063,0.49904437506052596
hsa-miR-4676-3p,0.1951770867472971,1.436204530831882,0.15650310422465122,0.49904437506052596
hsa-miR-148b-3p,0.16210626490725488,1.4385027711405811,0.15664171456200104,0.49904437506052596
hsa-miR-186-3p,0.2663065446955223,1.4338775164759257,0.15699622978158828,0.49904437506052596
hsa-miR-3682-3p,0.24282395368854326,1.432722591243541,0.15735633447854422,0.49904437506052596
hsa-miR-15a-5p,0.15091574143456654,1.4295402163441282,0.15831899201622887,0.4990628295575958
hsa-miR-323b-3p,0.5321546437829241,1.4290287328214897,0.15836127824800586,0.4990628295575958
hsa-miR-569,0.21986190789455806,1.4271907172552751,0.15888828931712096,0.49914905983586116
hsa-miR-30c-1-3p,0.27200969490682037,1.4252164725739154,0.1596111752232179,0.4998481631598579
hsa-miR-1255a,-0.32914037420005693,-1.4216334938612591,0.1605175498102298,0.5011157258138111
hsa-miR-545-5p,0.2817460309394788,1.4158702441621556,0.16222045434256582,0.5021028787523188
hsa-miR-181c-5p,0.32291096631083427,1.4185409051643028,0.16240452565379995,0.5021028787523188
hsa-miR-30e-3p,0.24875985974505976,1.4146290075835735,0.1627742523525444,0.5021028787523188
hsa-miR-340-3p,0.22285934025365028,1.415694771380938,0.16284417689264394,0.5021028787523188
hsa-miR-625-3p,0.25975072560356516,1.4122513742617295,0.16393958242388837,0.5039250548968137
hsa-miR-4750-5p,0.1717644393576648,1.4079627416788691,0.16465697488762213,0.5045776623090016
hsa-miR-3529-3p,0.13597878823242726,1.4108720771629641,0.16522344019664428,0.5047651888576381
hsa-miR-625-5p,0.3505564559622205,1.4032135593648942,0.16588443007304232,0.5052394684236868
hsa-miR-1285-5p,0.19399543749905673,1.3985667043317453,0.16728187168997055,0.5054250302633181
hsa-miR-503-3p,-0.09903196928310602,-1.3980253547614372,0.16820940849201585,0.5054250302633181
hsa-miR-548e-3p,0.3269555808305884,1.3972499180387181,0.16880411935494222,0.5054250302633181
hsa-miR-497-5p,0.3488178408308098,1.3933447401723953,0.16884015738420086,0.5054250302633181
hsa-miR-653-3p,0.13715342488239862,1.3962111393206214,0.16898589459887856,0.5054250302633181
hsa-miR-4665-5p,-0.17456310166135344,-1.3940325528021336,0.16945809415200863,0.5054250302633181
hsa-miR-1304-3p,0.10455820776990743,1.4089360919965992,0.16948687201022178,0.5054250302633181
hsa-miR-140-5p,-0.19880039601422972,-1.3889793353618691,0.1701871453156152,0.505743726291063
hsa-miR-193a-5p,0.2799100789897171,1.3877941937887022,0.17134342044883127,0.505743726291063
hsa-miR-6882-3p,-0.14539326825972584,-1.3828611940418871,0.1722578341427494,0.505743726291063
hsa-miR-26a-1-3p,0.4116353163951676,1.3822524777169372,0.1722597229958386,0.505743726291063
hsa-miR-181d-5p,-0.3072910770825561,-1.3815250527361949,0.17242455994430156,0.505743726291063
hsa-miR-4654,-0.09302762807390891,-1.3925606159827408,0.17263124190715964,0.505743726291063
hsa-miR-3691-3p,0.09784304507227472,1.3821049644674221,0.17374391559889793,0.506248319235586
hsa-miR-431-3p,0.16723841813305285,1.3807591773826644,0.17392763075040094,0.506248319235586
hsa-miR-34a-5p,0.40203693698841203,1.3786061775394354,0.17451295976501077,0.506248319235586
hsa-miR-6730-5p,0.13641235288899642,1.3742070361681271,0.17483050063691408,0.506248319235586
hsa-miR-4795-5p,0.09193340605970399,1.3709995008953608,0.17714988182470057,0.5089394687929374
hsa-miR-627-5p,0.22912188266435463,1.3675160284622252,0.1771565477636617,0.5089394687929374
hsa-miR-1287-5p,0.3305540959566007,1.362604516741786,0.17831040193442182,0.5089394687929374
hsa-miR-6503-3p,0.16376394962516433,1.3619775872156028,0.1785242377891839,0.5089394687929374
hsa-miR-149-5p,-0.3098759764091177,-1.363074725632578,0.1786810535506731,0.5089394687929374
hsa-miR-579-5p,-0.24818343171331092,-1.3613461932370428,0.17881657011643745,0.5089394687929374
hsa-miR-29b-3p,0.14999101251017777,1.360643443820406,0.17960598055864904,0.5097340186877568
hsa-miR-6806-3p,0.1778835626160713,1.355167705519174,0.1806192091112187,0.5110304211487026
hsa-miR-598-3p,0.17540949428688624,1.3541044144787582,0.1810858549415823,0.5110304211487026
hsa-miR-3620-3p,0.16667702526401362,1.3524983745204218,0.18169316169688865,0.5112999113667374
hsa-miR-7976,0.3083275324981314,1.3388353031466818,0.18594405225307448,0.5217924387663523
hsa-miR-483-3p,0.2970225302510907,1.3298465945225821,0.18878203384912756,0.5276741463517692
hsa-miR-215-5p,0.34332839716192964,1.3283519712264749,0.18935456789119212,0.5276741463517692
hsa-miR-610,0.21392886789353194,1.323994310031443,0.19070308608804146,0.5276741463517692
hsa-miR-345-5p,0.20577529834119623,1.3253892629235193,0.19112368042737513,0.5276741463517692
hsa-miR-6503-5p,0.08723584094606296,1.322204268373077,0.19131171072643294,0.5276741463517692
hsa-miR-320b,0.11940118179794101,1.3218479562238834,0.1914105327005359,0.5276741463517692
hsa-miR-194-3p,0.08185063335465041,1.3232546937423313,0.1917374525782705,0.5276741463517692
hsa-miR-30c-2-3p,0.193593222341702,1.3188956051120382,0.19239502116689744,0.5280291927080509
hsa-miR-1237-3p,0.1780045235278968,1.317383290576713,0.19338575180801099,0.5292941535786383
hsa-miR-3130-5p,-0.2881992941045616,-1.3054873054532152,0.19692689857554196,0.5375135838168481
hsa-miR-4422,0.07420945697786792,1.301764182839441,0.1997522150185651,0.5427562074216463
hsa-miR-98-3p,0.2050188315246706,1.2916213796830314,0.2016522684751739,0.5427562074216463
hsa-miR-1296-5p,0.2996077123155403,1.291292819584772,0.20183800911386818,0.5427562074216463
hsa-miR-3683,0.11658295461591356,1.2914053517559172,0.2020553230623754,0.5427562074216463
hsa-miR-4677-3p,0.20783517568456544,1.2903070177482578,0.20207564865169897,0.5427562074216463
hsa-miR-10399-5p,0.2288627891122441,1.2893533143931641,0.2023936087572162,0.5427562074216463
hsa-miR-4746-5p,0.18121486774520673,1.2888714209811258,0.20265071608435842,0.5427562074216463
hsa-miR-150-5p,0.22967165308828008,1.2818298568526205,0.2053760091809622,0.5485845806732118
hsa-miR-3680-3p,0.12265654705181961,1.2803703008521967,0.20625787654521774,0.54947098311646
hsa-miR-7110-3p,0.08924988583867631,1.2781866544665172,0.20686394967153413,0.5495366035797294
hsa-miR-95-3p,0.26992058563831023,1.2758339344898266,0.20738268223178982,0.5495366035797294
hsa-miR-4657,0.0606383866310691,1.2735475861932724,0.20882514501443306,0.5505066946315492
hsa-miR-490-3p,0.106639093685194,1.275943046827048,0.20885088815351066,0.5505066946315492
hsa-miR-744-3p,0.08036926438119496,1.2697489405886384,0.20988636941919112,0.5517802185520314
hsa-miR-1976,0.21162316158546224,1.2686420737187343,0.21067792509216043,0.5518266260921625
hsa-miR-485-5p,0.33517804981595045,1.2651248188537225,0.211366277394416,0.5518266260921625
hsa-miR-4745-3p,0.11772135735483336,1.262776110894884,0.2117582474477903,0.5518266260921625
hsa-miR-766-5p,0.21534038885247542,1.263265583120913,0.21211353795734775,0.5518266260921625
hsa-miR-26a-2-3p,0.25681448846719257,1.2582497189841988,0.21348984219371206,0.5539645515623853
hsa-miR-122-5p,0.41883892304915804,1.2535839625250162,0.21562808485407264,0.5563623881320006
hsa-miR-1298-5p,0.12322680737651688,1.2549375489179504,0.21563217813568128,0.5563623881320006
hsa-miR-202-3p,-0.15329655394844632,-1.2516087054252303,0.2163855943824016,0.5563623881320006
hsa-miR-485-3p,0.49059805926695566,1.249572416060762,0.21664161059394219,0.5563623881320006
hsa-miR-6741-5p,-0.1767700423937696,-1.2459955311475088,0.21780948324214555,0.5569043041702418
hsa-miR-4795-3p,-0.07880368253112426,-1.2495713970805482,0.21840470932133474,0.5569043041702418
hsa-miR-195-5p,0.1837704703452525,1.2460761528561173,0.2185250122469818,0.5569043041702418
hsa-miR-1-3p,0.4152291212430006,1.2414895833613369,0.2196704901945814,0.5569849913888053
hsa-miR-223-3p,0.24583128738916926,1.2421585194483227,0.22019295020418567,0.5569849913888053
hsa-miR-24-3p,0.15986352731547981,1.2425216403789436,0.2202293008994776,0.5569849913888053
hsa-miR-6832-5p,-0.1945738426140412,-1.2356898103164076,0.22274460552439052,0.5619238912092579
hsa-miR-5583-5p,0.22068311366926896,1.2308444268732752,0.22354778272507894,0.5625036625931831
hsa-miR-4755-5p,-0.20783473062055258,-1.2302627326399382,0.22410055827035721,0.5625036625931831
hsa-miR-335-3p,0.3894359331319648,1.2263404502823503,0.22546828669312147,0.563612127308509
hsa-miR-6502-5p,0.10233279168431463,1.2246601994360793,0.226151008488886,0.563612127308509
hsa-miR-1238-3p,0.12994346204545104,1.2246721072282145,0.22623469774846056,0.563612127308509
hsa-miR-6825-5p,-0.1456250457216826,-1.224313600528011,0.22898473181818518,0.5690441469810125
hsa-miR-6884-3p,0.08216885030290563,1.2148705857788697,0.23036579861325662,0.569284932662627
hsa-miR-133a-3p,0.3585229078423162,1.2115225604168531,0.2306895325538786,0.569284932662627
hsa-miR-4749-5p,-0.0661013107688749,-1.2109796159922452,0.2316163157674008,0.569284932662627
hsa-miR-3133,-0.12589376757781012,-1.2141706602214528,0.23197345172818795,0.569284932662627
hsa-miR-4433b-3p,0.20296756472395872,1.2066437104879644,0.2324712665966728,0.569284932662627
hsa-miR-2278,0.1730783313852542,1.2055079885011033,0.23294689983024916,0.569284932662627
hsa-miR-4536-3p,-0.09143005009722852,-1.2095945679817048,0.23325810669496982,0.569284932662627
hsa-miR-6734-5p,0.2109043866405318,1.2044731707936398,0.23392783180387797,0.569284932662627
hsa-miR-6883-3p,0.13734175079110242,1.2024354694971942,0.23428143367031853,0.569284932662627
hsa-miR-342-5p,-0.2794639173600859,-1.197899704964053,0.23588540861954033,0.569284932662627
hsa-miR-324-5p,0.12196202244184384,1.1965881316392672,0.23641175978627207,0.569284932662627
hsa-miR-548b-5p,0.14257991000493714,1.1961531324447032,0.23654090263709548,0.569284932662627
hsa-miR-5094,0.09813974124802921,1.1965740835067196,0.23728868857441449,0.569284932662627
hsa-miR-618,-0.12666205466736385,-1.19673226633864,0.238117611085726,0.569284932662627
hsa-miR-193b-5p,0.35408728653290034,1.1920898457987312,0.23816482189859406,0.569284932662627
hsa-miR-301a-3p,0.15681720523492348,1.1929528806379495,0.23857801427067693,0.569284932662627
hsa-miR-330-5p,0.2070267832435002,1.1907921803590988,0.23876915594158232,0.569284932662627
hsa-miR-1262,0.0838907169248303,1.1880769831773854,0.24002264551572303,0.5709110068338269
hsa-miR-4781-5p,-0.12932847776401454,-1.1868411051257397,0.24093681643157142,0.5717241796084082
hsa-miR-671-3p,0.3392925493417467,1.1811426695719904,0.24236714368952228,0.573176588838624
hsa-miR-6516-3p,0.12572590452259413,1.1794594195972243,0.24304216274476817,0.573176588838624
hsa-miR-139-3p,0.22104434498437087,1.181790082750833,0.24327014381138798,0.573176588838624
hsa-miR-628-5p,0.28564083206307433,1.1758901650591997,0.24496182374146117,0.5745999901433693
hsa-miR-126-3p,0.18002626947244416,1.1761138293404259,0.2450246204214968,0.5745999901433693
hsa-miR-6783-5p,0.11916917134022362,1.1701454757472158,0.24689349510794817,0.577626701669415
hsa-miR-4446-3p,0.30191304808591135,1.1626806237834217,0.24984905778171854,0.5831757213176094
hsa-miR-6743-3p,0.08447102446224745,1.1576909092726193,0.2517390267488978,0.586217453897783
hsa-miR-3074-5p,0.16851463415494727,1.1589175426255165,0.2524772797471861,0.5865693080638114
hsa-miR-130a-5p,0.09242000632953062,1.1548542571202907,0.2543158545668343,0.5888707349852248
hsa-miR-204-5p,0.22654315886313325,1.150817112236132,0.254646804317935,0.5888707349852248
hsa-miR-6509-5p,-0.08563268884496407,-1.1462453338567224,0.2576628103857587,0.5940915287559648
hsa-miR-4635,0.11812890875880108,1.142281450149132,0.2584538347918851,0.5940915287559648
hsa-miR-650,0.1670133491925695,1.1419246427122525,0.25868850351235706,0.5940915287559648
hsa-miR-3188,-0.17604565315534132,-1.140272784722992,0.25931586938757817,0.5941664071518132
hsa-miR-181a-5p,-0.17527418176711684,-1.1364916846512276,0.26104847684901805,0.5967675706456957
hsa-miR-4766-5p,-0.10334812955181603,-1.1308124574293392,0.26302436091770115,0.5999117272985924
hsa-miR-20a-3p,0.24676885770225776,1.1238684675708508,0.26635687702176325,0.6058938809165457
hsa-miR-6505-5p,0.11815890108833108,1.1212939694912105,0.26686016777105115,0.6058938809165457
hsa-miR-2115-3p,0.10959234560128658,1.1174617422901185,0.2685824843259228,0.606293886487451
hsa-miR-4536-5p,-0.08595221765437112,-1.119480826325305,0.26907589116175645,0.606293886487451
hsa-miR-6852-5p,0.2636350587294739,1.1157658913985482,0.2691895125007065,0.606293886487451
hsa-miR-4433b-5p,0.404391536577382,1.115144677581269,0.2694639495499782,0.606293886487451
hsa-miR-369-3p,0.3602674556953951,1.1141456849462321,0.27014960086342404,0.6064706769945183
hsa-miR-4999-5p,0.18215863976068336,1.111145714895797,0.2711095777009824,0.6065408836131104
hsa-miR-3135a,0.1892570333549708,1.1098032533204878,0.27186701143414194,0.6065408836131104
hsa-miR-939-5p,0.17782299040739752,1.108392453889254,0.27227529278347923,0.6065408836131104
hsa-miR-629-3p,-0.20469948183794728,-1.1079797501249389,0.2726094662084951,0.6065408836131104
hsa-miR-33a-5p,0.31652769766064703,1.1043849071778677,0.27411204609368484,0.6085287423279804
hsa-miR-4747-3p,-0.13461944495258577,-1.1029272627915898,0.2749273624460635,0.6089854436443846
hsa-miR-5187-5p,0.22407821082759005,1.0953322279758861,0.27793382025217384,0.6142829345838975
hsa-miR-3173-3p,-0.1246009732174628,-1.0924657643652687,0.2797707461062741,0.616977870552247
hsa-miR-10527-5p,0.18527075896144618,1.0890772488348555,0.28169872264443785,0.6198612861713512
hsa-let-7d-3p,0.09898565574282792,1.0855310385835037,0.28266996524562593,0.6203613350847142
hsa-miR-5010-5p,-0.15175254235500946,-1.08328504185633,0.28316793673536506,0.6203613350847142
hsa-miR-502-5p,0.11588698852200843,1.0806305091300799,0.2843345540984148,0.6215540909066004
hsa-miR-127-5p,0.15024801752011313,1.078643660806687,0.28573492053463256,0.623037093284907
hsa-miR-942-3p,-0.0728600817688345,-1.0808844382771376,0.2862602861038762,0.623037093284907
hsa-miR-5696,-0.10107107859471692,-1.0746235896274456,0.2873121931998245,0.623967132623097
hsa-miR-544a,0.08123239256941281,1.0718371303453806,0.28878006320138866,0.62506968228322
hsa-miR-374b-3p,0.2150167513280179,1.0700294646942707,0.289071264479327,0.62506968228322
hsa-miR-151a-3p,0.20869808650283517,1.0636209584290472,0.29202491467317876,0.6300926344676147
hsa-miR-6769b-3p,0.06149952284573164,1.059755890976026,0.29425262140708414,0.6335309672105109
hsa-miR-495-5p,0.08379951540446566,1.0576081005115492,0.29621895188310887,0.6347814966715106
hsa-miR-141-5p,0.1744070612218377,1.0538570597919525,0.2965642269049609,0.6347814966715106
hsa-miR-484,0.1095463324006758,1.0518337335056656,0.2972548441496729,0.6347814966715106
hsa-miR-487b-3p,0.2976489864049925,1.0515816548271661,0.2973751155578248,0.6347814966715106
hsa-miR-6837-3p,0.09169750336988983,1.0498783612255433,0.29830928038388266,0.6353130915716034
hsa-miR-548d-3p,0.12928704088911241,1.0480631533926736,0.29907297211560196,0.6353130915716034
hsa-miR-101-5p,0.11946433785865185,1.0468660598176716,0.29953199812835357,0.6353130915716034
hsa-miR-190a-5p,0.19817085444446647,1.0442530906475296,0.300706490871532,0.6362851833112186
hsa-miR-6783-3p,0.13874471522330656,1.0409162594116637,0.3022897130997543,0.6362851833112186
hsa-miR-491-3p,0.07385570542012075,1.0435610110453628,0.30328913287704085,0.6362851833112186
hsa-miR-136-5p,0.26037901512302786,1.0382827590563621,0.3034590670455029,0.6362851833112186
hsa-miR-18b-3p,0.09862581217531943,1.0372587907430972,0.30411456794243086,0.6362851833112186
hsa-miR-513c-5p,-0.09740202305743628,-1.041149604684831,0.3044414256535646,0.6362851833112186
hsa-miR-101-3p,0.09364218658187262,1.0344771658722187,0.3052111068894409,0.6362851833112186
hsa-miR-208b-3p,0.29069374101331524,1.0339095399194738,0.3054759124267042,0.6362851833112186
hsa-miR-122b-3p,0.345236220226008,1.0328129563060655,0.30632103021879853,0.6362851833112186
hsa-miR-3191-5p,-0.1041289914200569,-1.0323146847943303,0.30635953270540156,0.6362851833112186
hsa-miR-6810-5p,0.09897123457849247,1.0331998610838313,0.308314609128456,0.6383723030080586
hsa-miR-6514-3p,0.05585281966357825,1.0273655069160377,0.3088606853945576,0.6383723030080586
hsa-miR-186-5p,0.08454453719337707,1.025753116701194,0.3092814761320324,0.6383723030080586
hsa-miR-4690-3p,0.0937208873543535,1.0196567590782997,0.31244253202413896,0.6435671948291027
hsa-miR-329-5p,0.14244237845569893,1.0147843090379778,0.31468875616075026,0.6446602128154412
hsa-miR-122-3p,0.3377329601707155,1.0149943406858013,0.3147075920101285,0.6446602128154412
hsa-miR-3680-5p,-0.11001847337272841,-1.0144461164072953,0.3149090929468822,0.6446602128154412
hsa-miR-3130-3p,-0.11991949803495272,-1.0117634999393579,0.3163272205682388,0.6454225407114927
hsa-miR-10398-5p,-0.06899472282919679,-1.0124677899216181,0.3165736185671987,0.6454225407114927
hsa-miR-501-5p,0.20681314656426908,1.0076295212332924,0.31812304613274495,0.6472605358179474
hsa-miR-488-3p,0.09264052115988851,1.0027844345677752,0.32040635912156773,0.6505812048017198
hsa-miR-206,-0.3957803832784421,-1.0007253765538067,0.32119855518625345,0.6508281130031153
hsa-miR-499b-3p,0.22922778061875948,0.9976670111966024,0.32277876057025656,0.6508281130031153
hsa-miR-449a,0.16920627001966437,0.9968548961238265,0.3229959102460003,0.6508281130031153
hsa-miR-6762-3p,0.10630058319169466,0.9949119928105019,0.3240309594177518,0.6508281130031153
hsa-miR-1285-3p,-0.16227467169161525,-0.99484314945974,0.32409905184182475,0.6508281130031153
hsa-miR-382-3p,0.24555578077872586,0.9939526173921491,0.3244368371126641,0.6508281130031153
hsa-miR-29b-1-5p,-0.12326448031907472,-0.9914300438583422,0.32684249615352523,0.6522371927855796
hsa-miR-4719,-0.09212478881200795,-0.9915162603020294,0.327075876120133,0.6522371927855796
hsa-miR-4433a-5p,0.1575524432868738,0.9847926404868587,0.32885290947123513,0.6522371927855796
hsa-miR-323a-3p,0.251635032250622,0.9846922171294494,0.3288949063528898,0.6522371927855796
hsa-miR-20a-5p,0.09613178940174194,0.9845246728312346,0.3292393701778069,0.6522371927855796
hsa-miR-147b-5p,0.08823435876101395,0.9826775368445061,0.3299604290431189,0.6522371927855796
hsa-miR-125a-3p,-0.20419221340336913,-0.9819726626378632,0.3301920640929251,0.6522371927855796
hsa-miR-6729-3p,-0.11968599225450632,-0.9805560398887762,0.33151111389175536,0.6522371927855796
hsa-miR-1180-3p,0.1494654063068923,0.9786033537280386,0.33194641807864944,0.6522371927855796
hsa-miR-199a-5p,0.28526728788930544,0.9778990658475026,0.33221588654136835,0.6522371927855796
hsa-miR-874-5p,0.16088607244587533,0.9777029426045506,0.33232105218004004,0.6522371927855796
hsa-miR-652-3p,-0.1366656837796949,-0.9763446154680322,0.33300203907287473,0.6522922294780429
hsa-miR-3928-3p,0.13814427337166835,0.9744446064737207,0.33388692003495646,0.6527456616730362
hsa-miR-4729,-0.11055936606289529,-0.968960808098842,0.33731170365285196,0.6576588183039908
hsa-miR-4773,-0.09289933574390954,-0.966150421473716,0.33814956077144903,0.6576588183039908
hsa-miR-6511a-3p,-0.1895338463766123,-0.9660073542097097,0.3383750076158671,0.6576588183039908
hsa-miR-4429,-0.11985919281767438,-0.9581036645182882,0.3421649167445161,0.6637334986947021
hsa-miR-664b-3p,0.21119099230077043,0.9543008807229402,0.34389214001294094,0.6641189160952681
hsa-miR-3688-3p,0.14341953957939646,0.9544969325936776,0.3441112992392844,0.6641189160952681
hsa-miR-369-5p,0.329165154486029,0.9530504046598862,0.34470695655018957,0.6641189160952681
hsa-miR-32-3p,0.17398467848901833,0.9520302178608061,0.34504071552489063,0.6641189160952681
hsa-miR-150-3p,0.2347268362280719,0.9512627162825564,0.3456875238934328,0.6641189160952681
hsa-miR-6780a-5p,-0.16855713046247,-0.9495953376730103,0.34639589967413154,0.6642025024461754
hsa-miR-224-5p,0.36352999373190364,0.9483021388408008,0.34751573438969113,0.6650732158147536
hsa-miR-766-3p,0.31623185149907385,0.9456459731189768,0.3483227414349359,0.6653430567753364
hsa-miR-6731-5p,0.06210726436439494,0.9459254585417626,0.3491977338186284,0.6657414810778812
hsa-miR-450a-1-3p,0.15837018267689995,0.9392872300476347,0.3514912687570768,0.6669165286369291
hsa-miR-451a,-0.12356198678647345,-0.9375424165852146,0.35236776117012564,0.6669165286369291
hsa-miR-4639-5p,0.1522637153974175,0.9386146879603641,0.3525741928675815,0.6669165286369291
hsa-miR-4779,-0.10697661395238764,-0.937481733173563,0.35281904523643287,0.6669165286369291
hsa-let-7b-3p,0.1273225811254699,0.9363366522914665,0.35315199564458005,0.6669165286369291
hsa-miR-3157-3p,0.10018175809898702,0.9322167925242134,0.3554316502752641,0.669955129481111
hsa-miR-1306-3p,-0.15217879720584815,-0.9251279433928177,0.3588461198343797,0.6751172762985788
hsa-miR-3064-5p,0.1563636924563364,0.9215946507155987,0.3606059267258208,0.6771528586449154
hsa-miR-1307-5p,0.22585741530392944,0.9199721581086818,0.3614406411592561,0.6774469052872362
hsa-miR-214-3p,0.22225841221129472,0.916375939119948,0.3633255907407283,0.6797046163857445
hsa-miR-27b-5p,0.13876084811727768,0.9132849327325355,0.36492300047349324,0.6814169672392892
hsa-miR-210-3p,0.2061235430204209,0.9121775694261043,0.3665226839798641,0.6831271665967988
hsa-miR-3675-5p,0.06993551899953325,0.9021074624982597,0.37086858378173465,0.6899398793257968
hsa-miR-134-5p,0.2999236103276255,0.8993590553683667,0.3721909103332775,0.6905364478829702
hsa-miR-5189-5p,0.19301476595129197,0.8985771293985828,0.37262475697213987,0.6905364478829702
hsa-miR-5581-3p,0.05218775850135247,0.8990413366845504,0.37326294480160555,0.6905364478829702
hsa-miR-6873-3p,-0.13729091204101046,-0.8869149919494768,0.37896954061377064,0.6997977284161865
hsa-miR-4732-5p,-0.08808540022874212,-0.8849237256984207,0.3798745540299139,0.7001746853798597
hsa-miR-4738-3p,0.0832737649418668,0.882075013289574,0.38150620140617353,0.7014951432760396
hsa-miR-4662a-5p,0.2083025709737485,0.8810408071862453,0.38199535329546097,0.7014951432760396
hsa-miR-425-3p,0.19528042746536123,0.8772895252280958,0.3845940493629902,0.7049714776396829
hsa-miR-6847-5p,0.07093519936630627,0.8677945495637523,0.3891395645354853,0.71199711533141
hsa-miR-3190-3p,-0.08426257409863926,-0.8660066762635406,0.3901115331515193,0.7124706062493013
hsa-miR-6513-5p,0.11390641467779838,0.8606060192220152,0.39304421142653756,0.714342875341043
hsa-miR-4646-5p,-0.09418633170713353,-0.861271503811668,0.39332806104441503,0.714342875341043
hsa-miR-1278,0.1603389876838659,0.8599922727178764,0.39333479638314744,0.714342875341043
hsa-miR-744-5p,0.20151453680237008,0.8588085927199353,0.39399692123414887,0.714342875341043
hsa-miR-6862-5p,0.11040735599930568,0.8559970707500467,0.3957268586903063,0.7149792609949616
hsa-miR-548o-3p,0.1494794945389697,0.8552055198507921,0.3959851674122534,0.7149792609949616
hsa-miR-659-5p,-0.13122052258391176,-0.8555259375583818,0.3964950055968055,0.7149792609949616
hsa-miR-4638-3p,0.06132682619004741,0.8519844748543882,0.3979510469251646,0.7163118844652963
hsa-miR-4732-3p,0.073027638476443,0.8450995057939062,0.4018110619630881,0.7193437608263111
hsa-miR-29a-5p,0.15593518205190604,0.844392694451599,0.40191985153389853,0.7193437608263111
hsa-miR-652-5p,0.10354290399991625,0.8444248914504937,0.4019244795058812,0.7193437608263111
hsa-miR-6793-3p,0.12774177550970744,0.8423050130662202,0.4031316767154922,0.7193437608263111
hsa-miR-6750-3p,-0.08514809040512897,-0.8439565973174882,0.4032357418045388,0.7193437608263111
hsa-miR-203a-3p,0.23228115384637604,0.8369365287369848,0.40607588299703357,0.7219561259946982
hsa-miR-5683,0.06083005130036,0.8363252885019345,0.40683633940241404,0.7219561259946982
hsa-miR-184,-0.19214411693895972,-0.8359838809394979,0.4068681671021172,0.7219561259946982
hsa-miR-10a-3p,0.17596695577567867,0.8319817712733814,0.4089789360375421,0.7231850257308529
hsa-miR-708-5p,-0.15091051132732414,-0.8310895337754228,0.4093782020772131,0.7231850257308529
hsa-miR-548al,0.06307543904569471,0.8305278136725631,0.4097324570206834,0.7231850257308529
hsa-miR-30d-3p,0.16879804723298086,0.8283902394927775,0.41085078951582293,0.7238799624802594
hsa-miR-329-3p,0.19810109689468924,0.8251544538381992,0.41267013479033215,0.7258053955203201
hsa-miR-135b-5p,0.09916695744736412,0.8230912733487082,0.4139150551975948,0.7266637300060199
hsa-miR-3179,-0.06998635420495092,-0.820455945662947,0.4157729261215578,0.7266637300060199
hsa-miR-4745-5p,0.0686080713019542,0.8195120696721192,0.41593701710638686,0.7266637300060199
hsa-miR-181b-5p,-0.09109303161904947,-0.8194441249371625,0.41606772128472813,0.7266637300060199
hsa-miR-4644,-0.0462655953786215,-0.8124758651544718,0.4204655631997042,0.7316264427136127
hsa-miR-873-5p,-0.15116705687678034,-0.8111730713325562,0.4206045602407372,0.7316264427136127
hsa-miR-548t-5p,0.07757053005170678,0.8108399662558974,0.4211063108711985,0.7316264427136127
hsa-miR-3124-5p,-0.13353923879433438,-0.8073423052597822,0.422877512103502,0.7324236724700534
hsa-miR-1249-3p,0.1931249574653242,0.8069208143961994,0.4230314905057265,0.7324236724700534
