chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,symbol,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,scored,neg_aff,pct_in_target,n_ligands_target,z_in_target,D1_affinity,D2_pharm_prior,D3_accessibility,D4_reliability,composite,in_top1pct,in_top5pct
CHEMBL1200732,-8.154,2,0.0,0.0,28.04,0,,AXL,t2_other,1,0,amcinonide,AMCINONIDE,502.6,3.52,99.1,1.0,7.0,3.0,0.0,10.0,Launched,glucocorticoid receptor agonist,corticosteroid-responsive dermatoses,False,D07AC11,True,8.154,90.78476066427874,3071,1.2649910264167334,0.9078476066427874,0.0,0.6,0.8797731045932484,0.6151050083461023,False,False
CHEMBL5315125,-8.346,3,0.0,0.0,32.07,0,,GALNS,t2_other,1,0,duvelisib monohydrate,DUVELISIB MONOHYDRATE,416.9,4.48,88.5,2.0,5.0,4.0,0.0,8.0,,,,False,,True,8.346,95.02284595300262,3064,1.1479810229637855,0.9502284595300261,0.0,0.8,0.5,0.6150913838120105,False,True
CHEMBL3039502,-8.346,3,0.0,0.0,47.96,0,,GALNS,t2_other,1,0,duvelisib,DUVELISIB,416.9,4.48,88.5,2.0,5.0,4.0,0.0,8.0,Launched,PI3K inhibitor,,False,L01EM04,True,8.346,95.02284595300262,3064,1.1479810229637855,0.9502284595300261,0.0,0.8,0.5,0.6150913838120105,False,True
CHEMBL2107519,-7.76,2,0.0,0.0,10.9,0,,TNIK,t2_other,1,0,chlornaphazine,CHLORNAPHAZINE,268.2,4.12,3.2,0.0,1.0,5.0,0.0,10.0,,,,False,,True,7.76,77.86483839373165,3063,0.6999618742835875,0.7786483839373165,0.0,0.9,0.8242056993121519,0.6150902084717494,False,False
CHEMBL338975,-7.517,3,0.0,0.0,9.32,0,,TNIK,t2_other,1,0,physostigmine salicylate,PHYSOSTIGMINE SALICYLATE,275.4,1.77,44.8,1.0,4.0,1.0,0.0,4.0,,,,False,,True,7.517,72.85341168788769,3063,0.544159465897485,0.7285341168788768,0.0,1.0,0.8242056993121519,0.6150445016483735,False,False
CHEMBL94,-7.517,3,0.0,0.0,8.91,0,,TNIK,t1_cns,1,0,physostigmine,PHYSOSTIGMINE,275.4,1.77,44.8,1.0,4.0,1.0,0.0,4.0,Launched,acetylcholinesterase inhibitor|cholinesterase inhibitor,hypotension|Alzheimer's disease|glaucoma|gastroparesis,False,S01EB05;V03AB19,True,7.517,72.85341168788769,3063,0.544159465897485,0.7285341168788768,0.0,1.0,0.8242056993121519,0.6150445016483735,False,False
CHEMBL1888176,-7.781,1,0.0,0.0,33.6,0,,VASH2,t1_cns,1,0,trospium,TROSPIUM,392.5,3.77,46.5,1.0,3.0,4.0,1.0,12.0,Launched,acetylcholine receptor antagonist,urinary incontinence|urinary frequency,False,G04BD09,True,7.781,85.0,3070,0.9959468390991005,0.85,0.0,1.0,0.5,0.615,False,False
CHEMBL3084748,-7.781,1,0.0,0.0,23.76,0,,VASH2,t2_other,1,0,trospium chloride,TROSPIUM CHLORIDE,392.5,3.77,46.5,1.0,3.0,4.0,1.0,12.0,,,,False,,True,7.781,85.0,3070,0.9959468390991005,0.85,0.0,1.0,0.5,0.615,False,False
CHEMBL3786343,-8.153,2,0.0,0.0,30.68,0,,AXL,t2_other,1,0,olmutinib,OLMUTINIB,486.6,5.1,82.6,2.0,8.0,7.0,0.0,14.0,Launched,Bruton's tyrosine kinase (BTK) inhibitor|EGFR inhibitor,non-small cell lung cancer (NSCLC),False,L01EB06,True,8.153,90.75219798111365,3071,1.2642436590843629,0.9075219798111366,0.0,0.6,0.8797731045932484,0.6149747576134419,False,False
CHEMBL1551,-8.043,2,0.0,0.0,26.55,0,,TNIK,t2_other,1,0,ursodiol,URSODIOL,392.6,4.48,77.8,3.0,3.0,4.0,0.0,14.0,Launched,nuclear factor erythroid derived|like (NRF2) activator,gallstones,False,A05AA02,True,8.043,82.82729350310153,3063,0.8814107696468263,0.8282729350310153,0.0,0.8,0.8242056993121519,0.6149400289092289,False,False
CHEMBL1200973,-6.879,3,0.0,0.0,18.13,0,,SERPINE1,t2_other,1,0,estradiol cypionate,ESTRADIOL CYPIONATE,396.6,6.13,46.5,1.0,3.0,4.0,0.0,12.0,,,,False,,True,6.879,89.98373983739837,3075,1.1677539961630876,0.8998373983739838,0.0,0.9,0.5,0.6149349593495935,False,False
CHEMBL2103837,-8.782,3,0.0,0.0,10.04,0,,ACVR1,t1_cns,1,0,tafamidis,TAFAMIDIS,308.1,4.5,63.3,1.0,3.0,2.0,0.0,6.0,,,,False,N07XX08,True,8.782,78.84552845528455,3075,0.7919218541069754,0.7884552845528455,0.0,0.9,0.7969667318982387,0.6149271236058741,False,False
CHEMBL1789842,-7.638,3,0.0,0.0,29.69,0,,AXL,t2_other,1,0,indacaterol maleate,INDACATEROL MALEATE,392.5,3.15,85.3,4.0,4.0,6.0,0.0,16.0,,,,False,,True,7.638,80.73917290784762,3071,0.8793494829133407,0.8073917290784762,0.0,0.8,0.8797731045932484,0.6149226573203778,False,False
CHEMBL1095777,-7.638,3,0.0,0.0,29.97,0,,AXL,t1_cns,1,0,indacaterol,INDACATEROL,392.5,3.15,85.3,4.0,4.0,6.0,0.0,16.0,Launched,adrenergic receptor agonist,chronic obstructive pulmonary disease (COPD),False,R03AC18,True,7.638,80.73917290784762,3071,0.8793494829133407,0.8073917290784762,0.0,0.8,0.8797731045932484,0.6149226573203778,False,False
CHEMBL1201012,-9.505,3,0.0,0.0,12.72,0,,ADRA2A,t2_other,1,0,flurandrenolide,FLURANDRENOLIDE,436.5,2.5,93.1,2.0,6.0,2.0,0.0,8.0,,,,False,D07AC07,True,9.505,93.76221498371335,3070,1.4074365659525758,0.9376221498371335,0.0,0.8,0.5324652394614875,0.6149186458540766,False,False
CHEMBL515387,-9.128,2,0.0,0.0,19.76,0,,SLC2A1,t2_other,1,0,gosogliptin,GOSOGLIPTIN,366.4,0.2,64.6,1.0,6.0,3.0,0.0,8.0,,,,False,,True,9.128,74.44553163731246,3066,0.6808954964343492,0.7444553163731246,0.0,0.9,0.9141924959216966,0.6149110009375044,False,False
CHEMBL421701,-9.128,3,0.0,0.0,17.36,0,,SLC2A1,t2_other,1,0,dithiazanine iodide,DITHIAZANINE IODIDE,391.6,6.25,7.1,0.0,3.0,5.0,1.0,10.0,,,,False,,True,9.128,74.44553163731246,3066,0.6808954964343492,0.7444553163731246,0.0,0.9,0.9141924959216966,0.6149110009375044,False,False
CHEMBL1200412,-8.342,3,0.0,0.0,20.09,0,,GALNS,t2_other,1,0,nandrolone phenpropionate,NANDROLONE PHENPROPIONATE,406.6,5.67,43.4,0.0,3.0,4.0,0.0,10.0,,,,False,,True,8.342,94.9738903394256,3064,1.145638407392346,0.9497389033942559,0.0,0.8,0.5,0.6148955613577024,False,False
CHEMBL1162,-8.832,2,0.0,0.0,6.77,0,,SLC2A1,t2_other,1,0,norethindrone,NORETHINDRONE,298.4,3.49,37.3,1.0,2.0,0.0,0.0,2.0,Launched,progesterone receptor agonist,endometriosis,False,G03DC02;G03AC01,True,8.832,69.43900848010436,3066,0.5076812130520751,0.6943900848010436,0.0,1.0,0.9141924959216966,0.6148849083086719,False,False
CHEMBL1536,-8.077,2,0.0,0.0,21.81,0,,VASH2,t2_other,1,0,ergocalciferol,ERGOCALCIFEROL,396.7,7.64,20.2,1.0,1.0,5.0,0.0,12.0,Launched,vitamin analog,hypoparathyroidism|rickets|hypophosphatemia,False,A11CC01,True,8.077,89.96742671009773,3070,1.2424838330244952,0.8996742671009773,0.0,0.9,0.5,0.6148697068403909,False,False
CHEMBL435298,-8.906,1,0.0,0.0,10.16,0,,ADRA2A,t2_other,1,0,esflurbiprofen,ESFLURBIPROFEN,244.3,3.68,37.3,1.0,1.0,3.0,0.0,8.0,,,,False,M02AA29,True,8.906,83.74592833876221,3070,0.9985365337030055,0.8374592833876221,0.0,1.0,0.5324652394614875,0.6148534992742719,False,False
CHEMBL279516,-6.672,2,0.0,0.0,15.97,0,,SERPINE1,t1_cns,1,0,indoramin,INDORAMIN,347.5,3.6,48.1,2.0,2.0,5.0,0.0,10.0,Launched,adrenergic receptor antagonist,benign prostatic hyperplasia (BPH)|hypertension,False,C02CA02,True,6.672,84.95934959349594,3075,0.9470899298682979,0.8495934959349595,0.0,1.0,0.5,0.6148373983739838,False,False
CHEMBL2104941,-6.672,2,0.0,0.0,17.04,0,,SERPINE1,t2_other,1,0,indoramin hydrochloride,INDORAMIN HYDROCHLORIDE,347.5,3.6,48.1,2.0,2.0,5.0,0.0,10.0,,,,False,,True,6.672,84.95934959349594,3075,0.9470899298682979,0.8495934959349595,0.0,1.0,0.5,0.6148373983739838,False,False
CHEMBL386630,-6.028,3,0.0,0.0,7.08,0,,ITPKC,t2_other,1,0,testosterone,TESTOSTERONE,288.4,3.88,37.3,1.0,2.0,0.0,0.0,2.0,,,,False,G03BA03,True,6.028,84.95921696574224,3065,1.059898494562719,0.8495921696574225,0.0,1.0,0.5,0.614836867862969,False,False
CHEMBL2105637,-8.991,3,0.0,0.0,23.64,0,,ACVR1,t2_other,1,0,delafloxacin,DELAFLOXACIN,440.8,1.92,121.7,3.0,6.0,3.0,0.0,12.0,Phase 3,antiinfective drug,,False,J01MA23,True,8.991,83.82113821138212,3075,0.9260133080603317,0.8382113821138212,0.0,0.8,0.7969667318982387,0.6148295626302643,False,False
CHEMBL2105638,-8.991,3,0.0,0.0,25.73,0,,ACVR1,t2_other,1,0,delafloxacin meglumine,DELAFLOXACIN MEGLUMINE,440.8,1.92,121.7,3.0,6.0,3.0,0.0,12.0,,,,False,,True,8.991,83.82113821138212,3075,0.9260133080603317,0.8382113821138212,0.0,0.8,0.7969667318982387,0.6148295626302643,False,False
CHEMBL4250860,-8.471,2,0.0,0.0,62.84,0,,MAPK14,t2_other,1,0,danicopan,DANICOPAN,580.4,3.74,123.0,1.0,7.0,6.0,0.0,14.0,,,,False,L04AJ09,True,8.471,94.49152542372882,3068,1.5840361428641985,0.9449152542372882,0.0,0.6,0.778536615334207,0.6147465939950463,False,False
CHEMBL1089318,-9.336,3,0.0,0.0,19.26,0,,SLC2A1,t2_other,1,0,opicapone,OPICAPONE,413.2,3.28,149.5,2.0,8.0,3.0,0.0,10.0,Phase 3,catechol O methyltransferase inhibitor,,False,N04BX04,True,9.336,79.40313111545989,3066,0.8026136415137854,0.7940313111545989,0.0,0.8,0.9141924959216966,0.614741398850094,False,False
CHEMBL1452696,-7.278,1,0.0,0.0,25.7,0,,AXL,t2_other,1,0,feprazone,FEPRAZONE,320.4,3.95,40.6,0.0,2.0,4.0,0.0,8.0,,,,False,M02AA16;M01AX18;M01AX68,True,7.278,70.69358515141647,3071,0.6102972432598107,0.7069358515141647,0.0,1.0,0.8797731045932484,0.6147403062946531,False,False
CHEMBL1082407,-9.498,2,0.0,0.0,21.33,0,,ADRA2A,t2_other,1,0,enzalutamide,ENZALUTAMIDE,464.4,3.99,76.4,1.0,4.0,3.0,0.0,8.0,Launched,androgen receptor antagonist,prostate cancer,False,L02BB04,True,9.498,93.71335504885994,3070,1.402658101468857,0.9371335504885994,0.0,0.8,0.5324652394614875,0.6147232061146629,False,False
CHEMBL1983350,-7.51,1,0.0,0.0,9.5,0,,TNIK,t1_cns,1,0,stiripentol,STIRIPENTOL,234.3,2.84,38.7,1.0,3.0,2.0,0.0,8.0,Launched,GABA uptake inhibitor,epilepsy,False,N03AX17,True,7.51,72.77179236043095,3063,0.5396713306764858,0.7277179236043095,0.0,1.0,0.8242056993121519,0.6147180243385466,False,False
CHEMBL28218,-8.679,2,0.0,0.0,24.61,0,,ACVR1,t1_cns,1,0,bromperidol,BROMPERIDOL,420.3,4.53,40.5,1.0,3.0,6.0,0.0,14.0,Launched,dopamine receptor antagonist,schizophrenia,False,N05AD06,True,8.679,76.29268292682927,3075,0.7258385059864219,0.7629268292682927,0.0,0.9500000000000001,0.7969667318982387,0.614715741492053,False,False
CHEMBL3301610,-8.148,3,0.0,0.0,44.72,0,,AXL,t2_other,1,0,abemaciclib,ABEMACICLIB,506.6,4.94,75.0,1.0,7.0,7.0,0.0,14.0,Launched,CDK inhibitor,breast cancer,False,L01EF03,True,8.148,90.68707261478346,3071,1.2605068224225078,0.9068707261478346,0.0,0.6,0.8797731045932484,0.6147142561481211,False,False
CHEMBL2146883,-6.538,3,0.0,0.0,32.19,0,,ITPKC,t2_other,1,0,cobimetinib,COBIMETINIB,531.3,3.78,64.6,3.0,4.0,4.0,0.0,10.0,Launched,MEK inhibitor,melanoma,False,L01EE02,True,6.538,94.92659053833606,3065,1.6163011340864066,0.9492659053833605,0.0,0.8,0.5,0.6147063621533442,False,False
CHEMBL2364607,-6.538,3,0.0,0.0,34.01,0,,ITPKC,t2_other,1,0,cobimetinib fumarate,COBIMETINIB FUMARATE,531.3,3.78,64.6,3.0,4.0,4.0,0.0,10.0,,,,False,,True,6.538,94.92659053833606,3065,1.6163011340864066,0.9492659053833605,0.0,0.8,0.5,0.6147063621533442,False,False
CHEMBL110,-7.804,2,0.0,0.0,14.99,0,,MAPK14,t2_other,1,0,benznidazole,BENZNIDAZOLE,260.3,1.11,90.1,1.0,4.0,5.0,0.0,10.0,Launched,DNA synthesis inhibitor,Chagas disease,False,P01CA02,True,7.804,84.46870925684486,3068,1.0243348308126698,0.8446870925684486,0.0,0.8,0.778536615334207,0.6146553293275105,False,False
CHEMBL3707310,-8.146,2,0.0,0.0,42.11,0,,AXL,t2_other,1,0,lotilaner,LOTILANER,596.8,6.01,79.8,2.0,5.0,6.0,0.0,16.0,,,,False,S01AX25,True,8.146,90.65450993161836,3071,1.2590120877577669,0.9065450993161837,0.0,0.6,0.8797731045932484,0.6145840054154608,False,False
CHEMBL605846,-8.787,3,0.0,0.0,38.04,0,,TNIK,t2_other,1,0,olodaterol,OLODATEROL,386.4,2.38,100.1,4.0,6.0,7.0,0.0,18.0,,,,False,R03AC19,True,8.787,92.73587985634998,3063,1.358435427421562,0.9273587985634998,0.0,0.6,0.8242056993121519,0.6145743743222227,False,False
CHEMBL2105743,-8.787,3,0.0,0.0,39.11,0,,TNIK,t2_other,1,0,olodaterol hydrochloride,OLODATEROL HYDROCHLORIDE,386.4,2.38,100.1,4.0,6.0,7.0,0.0,18.0,,,,False,,True,8.787,92.73587985634998,3063,1.358435427421562,0.9273587985634998,0.0,0.6,0.8242056993121519,0.6145743743222227,False,False
CHEMBL1201198,-8.038,2,0.0,0.0,7.07,0,,TNIK,t2_other,1,0,pemirolast,PEMIROLAST,228.2,0.18,88.8,1.0,5.0,1.0,0.0,2.0,Launched,mediator release inhibitor,asthma,False,,True,8.038,82.72935031015345,3063,0.878204958774685,0.8272935031015345,0.0,0.8,0.8242056993121519,0.6145482561374366,False,False
CHEMBL2396661,-8.563,2,0.0,0.0,24.56,0,,VASH2,t2_other,1,0,alpelisib,ALPELISIB,441.5,3.84,101.2,2.0,5.0,4.0,0.0,12.0,Launched,PI3K inhibitor,breast cancer,False,L01EM03,True,8.563,94.88599348534203,3070,1.6472709244020012,0.9488599348534202,0.0,0.8,0.5,0.6145439739413681,False,False
CHEMBL1201052,-7.469,2,0.0,0.0,24.13,0,,AXL,t2_other,1,0,mesoridazine besylate,MESORIDAZINE BESYLATE,386.6,4.9,29.5,0.0,4.0,4.0,0.0,8.0,,,,False,,True,7.469,75.64311299251058,3071,0.7530444037426562,0.7564311299251059,0.0,0.9,0.8797731045932484,0.6145384176590296,False,False
CHEMBL2,-7.636,3,0.0,0.0,24.75,0,,AXL,t1_cns,1,0,prazosin,PRAZOSIN,383.4,1.78,107.0,1.0,8.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,hypertension,False,C02CA01,True,7.636,80.64148485835233,3071,0.8778547482485991,0.8064148485835233,0.0,0.8,0.8797731045932484,0.6145319051223966,False,False
CHEMBL1558,-7.636,3,0.0,0.0,25.29,0,,AXL,t2_other,1,0,prazosin hydrochloride,PRAZOSIN HYDROCHLORIDE,383.4,1.78,107.0,1.0,8.0,4.0,0.0,10.0,,,,False,,True,7.636,80.64148485835233,3071,0.8778547482485991,0.8064148485835233,0.0,0.8,0.8797731045932484,0.6145319051223966,False,False
CHEMBL154,-8.294,2,0.0,0.0,7.09,0,,ADRA2A,t1_cns,1,0,naproxen,NAPROXEN,230.3,3.04,46.5,1.0,2.0,3.0,0.0,8.0,Launched,cyclooxygenase inhibitor,pain relief|rheumatoid arthritis|headache|toothache|backache|muscle pain|common cold|fever,False,G02CC02;M01AE02;M02AA12,True,8.294,71.1400651465798,3070,0.5807622102693879,0.711400651465798,0.2,1.0,0.5324652394614875,0.6144300465055423,False,False
CHEMBL83063,-8.035,1,0.0,0.0,22.48,0,,TNIK,t1_cns,1,0,ritodrine,RITODRINE,287.4,2.35,72.7,4.0,4.0,6.0,0.0,18.0,Withdrawn,adrenergic receptor agonist,premature labor,False,G02CA01,True,8.035,82.6803787136794,3063,0.8762814722513996,0.826803787136794,0.0,0.8,0.8242056993121519,0.6143523697515404,False,False
CHEMBL1367605,-8.035,1,0.0,0.0,21.64,0,,TNIK,t2_other,1,0,ritodrine hydrochloride,RITODRINE HYDROCHLORIDE,287.4,2.35,72.7,4.0,4.0,6.0,0.0,18.0,,,,False,,True,8.035,82.6803787136794,3063,0.8762814722513996,0.826803787136794,0.0,0.8,0.8242056993121519,0.6143523697515404,False,False
CHEMBL4297147,-8.069,2,0.0,0.0,21.75,0,,VASH2,t2_other,1,0,haloperidol lactate,HALOPERIDOL LACTATE,375.9,4.43,40.5,1.0,3.0,6.0,0.0,14.0,,,,False,,True,8.069,89.8371335504886,3070,1.2358206710265123,0.898371335504886,0.0,0.9,0.5,0.6143485342019545,False,False
CHEMBL2105669,-9.999,2,0.0,0.0,41.72,0,,SLC2A1,t2_other,1,0,tedizolid phosphate,TEDIZOLID PHOSPHATE,450.3,1.51,152.8,2.0,8.0,6.0,0.0,16.0,,,,False,,True,9.999,89.3020221787345,3066,1.1905902289544883,0.8930202217873451,0.0,0.6,0.9141924959216966,0.6143369631031925,False,False
CHEMBL1091,-7.801,3,0.0,0.0,19.3,0,,MAPK14,t2_other,1,0,hydrocortisone acetate,HYDROCORTISONE ACETATE,404.5,2.35,100.9,2.0,6.0,3.0,0.0,12.0,,,,False,,True,7.801,84.38722294654498,3068,1.0218174336070407,0.8438722294654498,0.0,0.8,0.778536615334207,0.6143293840863111,False,False
CHEMBL1200503,-8.786,2,0.0,0.0,68.31,0,,TNIK,t2_other,1,0,bromocriptine mesylate,BROMOCRIPTINE MESYLATE,654.6,3.19,118.2,3.0,6.0,5.0,0.0,12.0,,,,False,,True,8.786,92.67058439438459,3063,1.3577942652471329,0.9267058439438459,0.0,0.6,0.8242056993121519,0.6143131924743611,False,False
CHEMBL1200779,-8.34,2,0.0,0.0,19.39,0,,GALNS,t2_other,1,0,trovafloxacin mesylate,TROVAFLOXACIN MESYLATE,416.4,1.89,101.4,2.0,5.0,3.0,0.0,10.0,,,,False,,True,8.34,94.82702349869452,3064,1.1444670996066257,0.9482702349869452,0.0,0.8,0.5,0.614308093994778,False,False
CHEMBL428,-8.34,2,0.0,0.0,20.38,0,,GALNS,t2_other,1,0,trovafloxacin,TROVAFLOXACIN,416.4,1.89,101.4,2.0,5.0,3.0,0.0,10.0,Withdrawn,bacterial DNA gyrase inhibitor,,False,J01MA13,True,8.34,94.82702349869452,3064,1.1444670996066257,0.9482702349869452,0.0,0.8,0.5,0.614308093994778,False,False
CHEMBL1200666,-9.487,2,0.0,0.0,29.61,0,,ADRA2A,t2_other,1,0,calcipotriene,CALCIPOTRIENE,412.6,5.09,60.7,3.0,3.0,5.0,0.0,16.0,,,,False,D05AX02;D05AX52,True,9.487,93.59934853420195,3070,1.3951490858515867,0.9359934853420195,0.0,0.8,0.5324652394614875,0.614267180056031,False,False
CHEMBL291657,-9.699,3,0.0,0.0,32.47,0,,ACVR1,t2_other,1,0,crinecerfont,CRINECERFONT,483.1,7.52,25.4,0.0,4.0,8.0,0.0,16.0,,,,False,,True,9.699,93.67479674796748,3075,1.380256128151128,0.9367479674796748,0.0,0.6,0.7969667318982387,0.6142441967766057,False,False
CHEMBL2138684,-7.356,2,0.0,0.0,10.15,0,,MAPK14,t2_other,1,0,frovatriptan succinate,FROVATRIPTAN SUCCINATE,243.3,1.34,70.9,3.0,2.0,2.0,0.0,4.0,,,,False,,True,7.356,74.36440677966102,3068,0.6484035147720627,0.7436440677966103,0.0,1.0,0.778536615334207,0.6142381194187752,False,False
CHEMBL3707395,-9.121,2,0.0,0.0,22.75,0,,SLC2A1,t2_other,1,0,elafibranor,ELAFIBRANOR,384.5,5.16,63.6,1.0,4.0,7.0,0.0,16.0,Phase 3,PPAR receptor agonist,,False,A05AX06,True,9.121,74.26614481409001,3066,0.6767992127057145,0.7426614481409001,0.0,0.9,0.9141924959216966,0.6141934536446145,False,False
CHEMBL1200348,-7.576,2,0.0,0.0,18.76,0,,MAPK14,t2_other,1,0,sulconazole nitrate,SULCONAZOLE NITRATE,397.8,6.52,17.8,0.0,2.0,6.0,0.0,12.0,,,,False,,True,7.576,79.35136897001304,3068,0.8330126431848605,0.7935136897001304,0.0,0.9,0.778536615334207,0.6141859681801833,False,False
CHEMBL1221,-7.576,2,0.0,0.0,25.41,0,,MAPK14,t2_other,1,0,sulconazole,SULCONAZOLE,397.8,6.52,17.8,0.0,2.0,6.0,0.0,12.0,Launched,sterol demethylase inhibitor,tinea pedis|tinea cruris|tinea corporis,False,D01AC09,True,7.576,79.35136897001304,3068,0.8330126431848605,0.7935136897001304,0.0,0.9,0.778536615334207,0.6141859681801833,False,False
CHEMBL1201052,-8.778,2,0.0,0.0,12.42,0,,ACVR1,t2_other,1,0,mesoridazine besylate,MESORIDAZINE BESYLATE,386.6,4.9,29.5,0.0,4.0,4.0,0.0,8.0,,,,False,,True,8.778,78.65040650406505,3075,0.7893555104906435,0.7865040650406505,0.0,0.9,0.7969667318982387,0.614146635800996,False,False
CHEMBL1734,-6.02,2,0.0,0.0,17.58,0,,ITPKC,t2_other,1,0,solifenacin,SOLIFENACIN,362.5,3.86,32.8,0.0,3.0,2.0,0.0,8.0,,,,False,G04BD08,True,6.02,84.77977161500816,3065,1.051170610021171,0.8477977161500816,0.0,1.0,0.5,0.6141190864600325,False,False
CHEMBL1200803,-6.02,2,0.0,0.0,17.95,0,,ITPKC,t2_other,1,0,solifenacin succinate,SOLIFENACIN SUCCINATE,362.5,3.86,32.8,0.0,3.0,2.0,0.0,8.0,,,,False,,True,6.02,84.77977161500816,3065,1.051170610021171,0.8477977161500816,0.0,1.0,0.5,0.6141190864600325,False,False
CHEMBL1766,-7.272,3,0.0,0.0,12.33,0,,AXL,t2_other,1,0,desoximetasone,DESOXIMETASONE,376.5,2.78,74.6,2.0,4.0,2.0,0.0,8.0,Launched,glucocorticoid receptor agonist,corticosteroid-responsive dermatoses,False,D07AC03;D07XC02,True,7.272,70.53077173559102,3071,0.6058130392655857,0.7053077173559101,0.0,1.0,0.8797731045932484,0.6140890526313513,False,False
CHEMBL1200877,-9.998,3,0.0,0.0,48.3,0,,SLC2A1,t2_other,1,0,flumethasone pivalate,FLUMETHASONE PIVALATE,494.6,3.44,100.9,2.0,6.0,3.0,0.0,14.0,,,,False,,True,9.998,89.23679060665361,3066,1.1900050455646827,0.8923679060665362,0.0,0.6,0.9141924959216966,0.614076036814869,False,False
CHEMBL523299,-8.338,2,0.0,0.0,39.86,0,,GALNS,t2_other,1,0,umeclidinium bromide,UMECLIDINIUM BROMIDE,428.6,5.14,29.5,1.0,2.0,8.0,1.0,18.0,,,,False,R03BB07,True,8.338,94.76174934725849,3064,1.1432957918209055,0.9476174934725848,0.0,0.8,0.5,0.6140469973890339,False,False
CHEMBL1187833,-8.338,2,0.0,0.0,40.21,0,,GALNS,t1_cns,1,0,umeclidinium,UMECLIDINIUM,428.6,5.14,29.5,1.0,2.0,8.0,1.0,18.0,Launched,acetylcholine receptor antagonist,chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema,False,,True,8.338,94.76174934725849,3064,1.1432957918209055,0.9476174934725848,0.0,0.8,0.5,0.6140469973890339,False,False
CHEMBL1282,-7.354,3,0.0,0.0,9.05,0,,MAPK14,t2_other,1,0,imiquimod,IMIQUIMOD,240.3,2.82,56.7,1.0,3.0,2.0,0.0,6.0,Launched,interferon inducer|toll-like receptor agonist,actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC),False,D06BB10,True,7.354,74.31551499348109,3068,0.6467252499683102,0.7431551499348109,0.0,1.0,0.778536615334207,0.6140425522740554,False,False
CHEMBL254316,-8.782,2,0.0,0.0,47.38,0,,TNIK,t2_other,1,0,raltegravir,RALTEGRAVIR,444.4,0.91,152.2,3.0,8.0,6.0,0.0,14.0,Launched,HIV integrase inhibitor,human immunodeficiency virus (HIV-1),False,J05AJ01,True,8.782,92.58896506692786,3063,1.3552296165494195,0.9258896506692785,0.0,0.6,0.8242056993121519,0.6139867151645342,False,False
CHEMBL3989519,-8.58,2,0.0,0.0,22.5,0,,ACVR1,t2_other,1,0,doxapram hydrochloride,DOXAPRAM HYDROCHLORIDE,378.5,3.17,32.8,0.0,3.0,6.0,0.0,12.0,,,,False,,True,8.58,73.60975609756098,3075,0.6623215014822001,0.7360975609756097,0.0,1.0,0.7969667318982387,0.6139840341749797,False,False
CHEMBL1754,-8.58,2,0.0,0.0,20.1,0,,ACVR1,t1_cns,1,0,doxapram,DOXAPRAM,378.5,3.17,32.8,0.0,3.0,6.0,0.0,12.0,Launched,potassium channel blocker,respiratory depression|central nervous system depression|acute hypercapnia (AHC),False,R07AB01,True,8.58,73.60975609756098,3075,0.6623215014822001,0.7360975609756097,0.0,1.0,0.7969667318982387,0.6139840341749797,False,False
CHEMBL1201320,-7.766,2,0.0,0.0,13.46,0,,VASH2,t2_other,1,0,esomeprazole,ESOMEPRAZOLE,345.4,2.9,83.1,1.0,5.0,5.0,0.0,10.0,Launched,ATPase inhibitor,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),False,A02BC05,True,7.766,84.73941368078177,3070,0.9834534103528815,0.8473941368078176,0.0,1.0,0.5,0.613957654723127,False,False
CHEMBL5314366,-7.766,2,0.0,0.0,15.29,0,,VASH2,t2_other,1,0,esomeprazole magnesium,ESOMEPRAZOLE MAGNESIUM,345.4,2.9,83.1,1.0,5.0,5.0,0.0,10.0,,,,False,,True,7.766,84.73941368078177,3070,0.9834534103528815,0.8473941368078176,0.0,1.0,0.5,0.613957654723127,False,False
CHEMBL1213165,-9.694,3,0.0,0.0,13.6,0,,ACVR1,t2_other,1,0,dolutegravir sodium,DOLUTEGRAVIR SODIUM,418.4,0.72,103.7,1.0,5.0,3.0,-1.0,6.0,,,,False,,True,9.694,93.59349593495935,3075,1.3770481986307135,0.9359349593495935,0.0,0.6,0.7969667318982387,0.6139189935245732,False,False
CHEMBL1213251,-7.751,2,0.0,0.0,12.16,0,,TNIK,t2_other,1,0,clobenzorex,CLOBENZOREX,259.8,4.06,12.0,1.0,1.0,5.0,0.0,10.0,,,,False,A08AA08,True,7.751,77.57100881488736,3063,0.6941914147137321,0.7757100881488737,0.0,0.9,0.8242056993121519,0.6139148901563724,False,False
CHEMBL1201151,-7.576,3,0.0,0.0,6.67,0,,GALNS,t2_other,1,0,mestranol,MESTRANOL,310.4,3.92,29.5,1.0,2.0,1.0,0.0,4.0,Launched,estrogen receptor agonist,contraceptive,False,,True,7.576,84.72584856396867,3064,0.6970275254616372,0.8472584856396866,0.0,1.0,0.5,0.6139033942558747,False,False
