celltype,contrast,symbol,mean_A,mean_B,delta_log,n_A,n_B,welch_p,note,bh_q
Oligodendrocyte,SNI_vs_Sham,ECEL1,0.019452057778835297,0.012552797794342041,0.006899259984493256,3,3,0.434997022151947,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,FLRT3,0.09279823303222656,0.06664671748876572,0.026151515543460846,3,3,0.5347278118133545,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,PTPN23,0.10391175001859665,0.1145731508731842,-0.010661400854587555,3,3,0.6172869801521301,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,MAPK14,0.3218750059604645,0.42048346996307373,-0.09860846400260925,3,3,0.5267584919929504,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,VASH2,0.012129069305956364,0.0065615191124379635,0.0055675501935184,3,3,0.2974671721458435,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,TNIK,0.9731883406639099,0.9853768348693848,-0.012188494205474854,3,3,0.9644070267677307,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,WDR81,0.03445655107498169,0.030054038390517235,0.004402512684464455,3,3,0.8420088291168213,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,CCDC160,0.014131288975477219,0.013054259121418,0.0010770298540592194,3,3,0.8920343518257141,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,SLC2A1,0.08099580556154251,0.10421103984117508,-0.02321523427963257,3,3,0.7091187238693237,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,ANKRD13B,0.08878988027572632,0.09101579338312149,-0.002225913107395172,3,3,0.9351070523262024,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,NPY,0.01208026334643364,0.010249141603708267,0.0018311217427253723,3,3,0.8258630037307739,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,AXL,0.005685129668563604,0.003788536414504051,0.0018965932540595531,3,3,0.7530248761177063,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,SERPINE1,0.0007911705761216581,8.714621071703732e-05,0.0007040243363007903,3,3,0.39373740553855896,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,WBP1L,0.24625515937805176,0.17246894538402557,0.07378621399402618,3,3,0.1881123185157776,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,ITPKC,0.03383483737707138,0.04168419539928436,-0.007849358022212982,3,3,0.7076119184494019,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,ACVR1,0.293302446603775,0.2536081075668335,0.03969433903694153,3,3,0.6104078888893127,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,LNP1,0.00012089133815607056,0.00020581565331667662,-8.492431516060606e-05,3,3,0.727236807346344,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,AGRN,0.25748109817504883,0.18262964487075806,0.07485145330429077,3,3,0.3879990577697754,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,VIP,0.00028306402964517474,0.0,0.00028306402964517474,3,3,0.42264971137046814,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,TNS3,0.517160177230835,0.3804202079772949,0.13673996925354004,3,3,0.40702539682388306,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,ANKRD1,0.0004313258395995945,0.0,0.0004313258395995945,3,3,0.2706378698348999,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,CTTN,0.12498632073402405,0.09154976159334183,0.03343655914068222,3,3,0.5586866140365601,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,RUBCN,0.3827758729457855,0.47997090220451355,-0.09719502925872803,3,3,0.199074849486351,n=3v3 sample-level; descriptive only,
Oligodendrocyte,SNI_vs_Sham,MEGF11,0.04454650357365608,0.02424144186079502,0.02030506171286106,3,3,0.25843915343284607,n=3v3 sample-level; descriptive only,
