,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
PTCH2,0.16177170900423565,1.23164271059801,0.22970610036547964,2.90649704848762,2.7447253394833844,0.3245110006045614,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
SLC41A3,0.067188132964497,1.2354772868575705,0.22977501889754692,4.421387256174344,4.354199123209847,0.32452771928302415,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
ERCC2,0.056288920480001,1.2308686125348192,0.22978636296945731,4.637893908413497,4.581604987933496,0.32452771928302415,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
ERCC4,-0.07155047673717263,-1.2321548696089242,0.2297894894541705,5.019088763123372,5.090639239860544,0.32452771928302415,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
MRPL58,-0.03975292756559856,-1.2299761345798594,0.22979164496390386,4.2664630297038215,4.30621595726942,0.32452771928302415,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
OLR1320,-0.0055189462200316165,-1.2595539286695197,0.22997499742777094,0.0,0.0055189462200316165,0.3247606190121461,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
PRSS35,-0.1246583064650415,-1.2292424602702072,0.23009087683267307,2.443870404874967,2.5685287113400084,0.32489820653465407,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
PCDHGA1,-0.031223123407300157,-1.2284537635022734,0.2302813109705827,3.961132534965167,3.992355658372467,0.3251410380424061,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
NALCN,-0.04389915433974689,-1.2322201803045787,0.23030262501672114,6.505701632628422,6.549600786968169,0.32514506406681704,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
FITM1,-0.022640528735202534,-1.231357388810648,0.23064296834790293,0.026332867842383163,0.0489733965775857,0.32559946417434216,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
KLHDC7B,-0.01766579808805352,-1.2299943229060661,0.23066518055883709,0.040398925586921035,0.058064723674974554,0.3256047206493812,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
DUS3L,0.04700181816786486,1.226921267522742,0.23085888732139734,4.421277678327422,4.374275860159557,0.3258520369172981,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
RASGRF2,0.09251561581324896,1.2360282145040067,0.23103564997893275,3.2201097595054478,3.127594143692199,0.32607539924498996,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
AKR1C13,0.06939174756223099,1.2298662914566385,0.23112877360026357,1.2661964365207752,1.1968046889585442,0.32618069010932305,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
SMARCAD1,0.053886486898886865,1.2311155953772783,0.23152361392588142,4.845735969310778,4.791849482411891,0.32671172795262,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
ETS1,0.0860081379315707,1.2317204621109816,0.2316251082682863,4.664784826362604,4.5787766884310335,0.32682876225565183,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
STFA2,0.054400705787783,1.2315046972472428,0.2317226442367295,0.11839485227747161,0.06399414648968861,0.32694019289000503,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
LCA5L,0.06266467754118055,1.2321779447879266,0.23175086206000894,0.2548988154425283,0.19223413790134775,0.32695381172304877,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
SNTB1,-0.09352185237412769,-1.2256045923905783,0.23178044860419963,4.549551174289731,4.643073026663859,0.32696935920927267,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
MSMB,0.007269295014772643,1.249903886395157,0.23180431118140268,0.008397350781069244,0.0011280557662966012,0.3269768301334147,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
ARFGAP3,0.03230474377102599,1.2241187716539677,0.2319154984902033,6.029872376232691,5.997567632461665,0.32710746787689976,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
SPDEF,0.05555153158234555,1.2257646975390446,0.2320378108628023,0.3994064066994774,0.34385487511713186,0.327253774894275,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
PRR11,0.10013611538462075,1.223811409738554,0.23210947671872928,1.6118703074369407,1.51173419205232,0.32732863504913046,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
GFOD2,0.03055374831145219,1.2279463363763117,0.2322433081597901,6.109483226252212,6.078929477940759,0.3274911442070673,14,14,GSE278227_CCI_DRG,1W_IL_vs_CL_pooled,DRG
