,log2FC,t,p,mean_case,mean_ctrl,FDR,n_case,n_ctrl,dataset,contrast,axis
EDNRA,0.4855203512534807,4.382982923217166,0.001353327613367812,4.831667590271887,4.346147239018406,0.33334298284895425,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
CDC42EP5,-0.31107960292268255,-4.023676697349498,0.0013542209667598967,0.5164279068038129,0.8275075097264954,0.33334298284895425,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MOCS3,0.2115829104987892,4.267616677032896,0.0013564443155829956,4.316330700587995,4.104747790089206,0.33334298284895425,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
PRCD,-0.37126239727858223,-4.2669195470231625,0.0013567793242595645,6.557478815069356,6.928741212347938,0.33334298284895425,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RN7SL793P,0.08952962196073841,3.979446588987385,0.001370197383755839,0.08952962196073841,0.0,0.3337375593158403,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RNA5SP323,0.10178245859332131,3.96455104264606,0.0014108549947968478,0.10178245859332131,0.0,0.34070339335889005,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
IL6ST-DT,-0.19615476981341035,-3.8949852244873373,0.0014603011849361875,0.4510673145109299,0.6472220843243403,0.3496555057558224,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
UTRN,0.48722079429458587,6.08896402132307,0.0014916635689745906,3.430215284196338,2.942994489901752,0.35416355023368135,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RTN4,0.26242229857601185,5.227650249661829,0.0015252630620762847,8.16845308039208,7.906030781816068,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RNU6-322P,0.37295494818858993,5.01164943802959,0.0015283007428402693,0.4255120879760158,0.05255713978742588,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RNU6-1266P,0.07789768594502873,3.917063543433847,0.0015488692120685294,0.07789768594502873,0.0,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
GPR37,0.23340253693333413,3.807997337643873,0.0015499385941980784,2.9955675735825493,2.762165036649215,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RPSAP72,0.18860949326079504,4.247100876134593,0.0015734918099219557,0.21560569905149568,0.026996205790700643,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RINL,-0.36019738648412636,-4.03007869070331,0.0016006568138628332,2.665688515860963,3.0258859023450895,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
GRM5,0.242824670384902,4.1246126540779455,0.0016062597870887699,0.47412847055148805,0.23130380016658605,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
CTAGE1,0.06703437943229483,3.8972961994709725,0.0016103015614325564,0.06703437943229483,0.0,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
SNORD45B,0.415050730939682,4.342636894922838,0.0016113705566936528,0.8988686353913932,0.4838179044517112,0.3556848727251755,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
UTP15,0.14381533987774908,3.7771307023875016,0.0016705769044640085,4.177571106712585,4.033755766834836,0.36589519270330306,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MIR744,0.04594538036403176,3.8545738897183432,0.001751681089761002,0.04594538036403176,0.0,0.3807076731546719,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
AQP6,-0.47993069613313954,-4.557978743019229,0.0017697488824668804,2.933068541931173,3.4129992380643124,0.3816983582077805,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MIR4653,-0.27703433111902853,-4.658265985544722,0.0018010885506768914,0.43256399248373856,0.7095983236027671,0.38551481750624916,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MIR1182,0.3475507886867695,3.7681537036565134,0.0018437667069088287,1.3779071990607328,1.0303564103739633,0.39168259050377474,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
TBC1D8B,0.13256952110713063,3.8077043826219983,0.0019213600599373667,0.13256952110713063,0.0,0.40512020248858477,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
FLVCR2-AS1,0.06772416939762717,3.8005853186149894,0.0019485556532889215,0.06772416939762717,0.0,0.40781104761500137,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
CRPPA-AS1,0.06431555199639984,3.77647832137478,0.0020435827553399073,0.06431555199639984,0.0,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MCM10,0.2892902401501356,3.7524643634906494,0.0020555923590003956,4.713704608775363,4.424414368625228,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
BHLHE40-AS1,0.4860216734245628,3.923546254300913,0.002060266587318074,0.665141319802104,0.17911964637754121,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
RPL23AP90,0.07100056014684387,3.77096357024764,0.002065974230791797,0.07100056014684387,0.0,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
EFHC2,-0.2257525495961577,-3.8975163592445274,0.002067444174411285,0.3849070486627277,0.6106595982588854,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MIR3674,0.12972266622734357,3.7690807075036172,0.0020736760496875405,0.12972266622734357,0.0,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
ILDR1,0.06019534507742121,3.768567046229407,0.00207578222401729,0.06019534507742121,0.0,0.41302218984073596,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
LRRC8B,0.34582963120363974,4.840442001885644,0.0021772138075907724,5.110393761135847,4.764564129932207,0.4301748176200677,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
MORN3,-0.3817496352118357,-4.9826617990754425,0.002221811823122011,2.475344222794409,2.8570938580062446,0.43273960347303186,15,3,GSE306403_SHSY5Y,Morphine_vs_Control,in_vitro
