cluster,n_cells,current_celltype,assigned_subtype,symbol,mean_lognorm,pct_expressing
5,1869,Neuron,Injured_RegenNeuron,NPY,0.4882539212703705,0.608346709470305
5,1869,Neuron,Injured_RegenNeuron,AXL,0.03727290406823158,0.15730337078651685
5,1869,Neuron,Injured_RegenNeuron,SERPINE1,0.005546818021684885,0.029427501337613696
5,1869,Neuron,Injured_RegenNeuron,WBP1L,0.15433689951896667,0.5377207062600321
5,1869,Neuron,Injured_RegenNeuron,ITPKC,0.16153328120708466,0.530765115034778
5,1869,Neuron,Injured_RegenNeuron,ACVR1,0.16800697147846222,0.5644729802033173
5,1869,Neuron,Injured_RegenNeuron,LNP1,0.0,0.0
5,1869,Neuron,Injured_RegenNeuron,AGRN,0.03538563475012779,0.164258962011771
5,1869,Neuron,Injured_RegenNeuron,VIP,0.0,0.0
5,1869,Neuron,Injured_RegenNeuron,REG3B,0.0021488890051841736,0.010700909577314071
5,1869,Neuron,Injured_RegenNeuron,TNS3,0.09317632019519806,0.3590155163188871
5,1869,Neuron,Injured_RegenNeuron,ANKRD1,0.025813719257712364,0.07972177635098983
5,1869,Neuron,Injured_RegenNeuron,CTTN,0.9933614134788513,0.9614767255216693
5,1869,Neuron,Injured_RegenNeuron,RUBCN,0.19738192856311798,0.6548956661316212
5,1869,Neuron,Injured_RegenNeuron,MEGF11,0.001290604704990983,0.005350454788657036
6,1657,Neuron,NonPeptidergic_Noci,SPRR1A,0.072837695479393,0.18406759203379602
6,1657,Neuron,NonPeptidergic_Noci,ATF3,0.22274844348430634,0.48702474351237174
6,1657,Neuron,NonPeptidergic_Noci,TFE3,0.14298021793365479,0.5171997585998793
6,1657,Neuron,NonPeptidergic_Noci,CDHR5,0.00018381141126155853,0.0006035003017501509
6,1657,Neuron,NonPeptidergic_Noci,GALNS,0.005458085797727108,0.025347012673506336
6,1657,Neuron,NonPeptidergic_Noci,CHL1,0.22432026267051697,0.5697042848521424
6,1657,Neuron,NonPeptidergic_Noci,FLNC,0.07984613627195358,0.3138201569100785
6,1657,Neuron,NonPeptidergic_Noci,RNF19B,0.20103757083415985,0.627640313820157
6,1657,Neuron,NonPeptidergic_Noci,SRRM4,0.06187918409705162,0.24743512371756185
6,1657,Neuron,NonPeptidergic_Noci,ECEL1,0.013988208957016468,0.04646952323476162
6,1657,Neuron,NonPeptidergic_Noci,FLRT3,0.05600801110267639,0.2015691007845504
6,1657,Neuron,NonPeptidergic_Noci,PTPN23,0.1342429667711258,0.49064574532287264
6,1657,Neuron,NonPeptidergic_Noci,MAPK14,0.18799486756324768,0.5980687990343995
6,1657,Neuron,NonPeptidergic_Noci,VASH2,0.004622161854058504,0.02051901025950513
6,1657,Neuron,NonPeptidergic_Noci,TNIK,0.14968691766262054,0.496077248038624
6,1657,Neuron,NonPeptidergic_Noci,WDR81,0.07009857147932053,0.29511164755582375
6,1657,Neuron,NonPeptidergic_Noci,CCDC160,0.013414418324828148,0.06457453228726615
6,1657,Neuron,NonPeptidergic_Noci,SLC2A1,0.11148390918970108,0.41098370549185276
6,1657,Neuron,NonPeptidergic_Noci,ANKRD13B,0.2497418224811554,0.6819553409776705
6,1657,Neuron,NonPeptidergic_Noci,NPY,0.005965725984424353,0.024140012070006035
6,1657,Neuron,NonPeptidergic_Noci,AXL,0.005792385432869196,0.02172601086300543
6,1657,Neuron,NonPeptidergic_Noci,SERPINE1,0.00039582542376592755,0.0018105009052504525
6,1657,Neuron,NonPeptidergic_Noci,WBP1L,0.09496790170669556,0.3904646952323476
6,1657,Neuron,NonPeptidergic_Noci,ITPKC,0.028686190024018288,0.12432106216053108
6,1657,Neuron,NonPeptidergic_Noci,ACVR1,0.1008230447769165,0.38141219070609533
6,1657,Neuron,NonPeptidergic_Noci,LNP1,7.076915790094063e-05,0.0006035003017501509
6,1657,Neuron,NonPeptidergic_Noci,AGRN,0.019806571304798126,0.09414604707302354
6,1657,Neuron,NonPeptidergic_Noci,VIP,0.0,0.0
6,1657,Neuron,NonPeptidergic_Noci,REG3B,0.0065256208181381226,0.038020519010259504
6,1657,Neuron,NonPeptidergic_Noci,TNS3,0.023379823192954063,0.07966203983101991
6,1657,Neuron,NonPeptidergic_Noci,ANKRD1,0.00020612603111658245,0.0012070006035003018
6,1657,Neuron,NonPeptidergic_Noci,CTTN,0.2926570177078247,0.7501508750754375
6,1657,Neuron,NonPeptidergic_Noci,RUBCN,0.1632908135652542,0.5528062764031382
6,1657,Neuron,NonPeptidergic_Noci,MEGF11,0.0012943651527166367,0.005431502715751358
7,274,Neuron,Myelinated_Proprio,SPRR1A,0.1783507764339447,0.3284671532846715
7,274,Neuron,Myelinated_Proprio,ATF3,0.6356363892555237,0.7992700729927007
7,274,Neuron,Myelinated_Proprio,TFE3,0.11928785592317581,0.5182481751824818
7,274,Neuron,Myelinated_Proprio,CDHR5,0.0,0.0
7,274,Neuron,Myelinated_Proprio,GALNS,0.03811677545309067,0.21532846715328466
7,274,Neuron,Myelinated_Proprio,CHL1,0.08429799973964691,0.2116788321167883
7,274,Neuron,Myelinated_Proprio,FLNC,0.007772032171487808,0.032846715328467155
7,274,Neuron,Myelinated_Proprio,RNF19B,0.38465040922164917,0.8613138686131386
7,274,Neuron,Myelinated_Proprio,SRRM4,0.1767423003911972,0.6386861313868614
7,274,Neuron,Myelinated_Proprio,ECEL1,0.017089078202843666,0.06569343065693431
7,274,Neuron,Myelinated_Proprio,FLRT3,0.19480043649673462,0.4416058394160584
7,274,Neuron,Myelinated_Proprio,PTPN23,0.19912098348140717,0.708029197080292
7,274,Neuron,Myelinated_Proprio,MAPK14,0.21668721735477448,0.7262773722627737
7,274,Neuron,Myelinated_Proprio,VASH2,0.024997146800160408,0.16058394160583941
7,274,Neuron,Myelinated_Proprio,TNIK,0.39849963784217834,0.8868613138686131
7,274,Neuron,Myelinated_Proprio,WDR81,0.06887495517730713,0.33211678832116787
7,274,Neuron,Myelinated_Proprio,CCDC160,0.04557427391409874,0.2737226277372263
7,274,Neuron,Myelinated_Proprio,SLC2A1,0.09951366484165192,0.45985401459854014
7,274,Neuron,Myelinated_Proprio,ANKRD13B,0.22622215747833252,0.7445255474452555
7,274,Neuron,Myelinated_Proprio,NPY,0.013728296384215355,0.06204379562043796
7,274,Neuron,Myelinated_Proprio,AXL,0.0024250922724604607,0.01824817518248175
7,274,Neuron,Myelinated_Proprio,SERPINE1,0.0028805346228182316,0.01824817518248175
7,274,Neuron,Myelinated_Proprio,WBP1L,0.19150345027446747,0.6715328467153284
7,274,Neuron,Myelinated_Proprio,ITPKC,0.03230235353112221,0.2116788321167883
7,274,Neuron,Myelinated_Proprio,ACVR1,0.14265260100364685,0.572992700729927
7,274,Neuron,Myelinated_Proprio,LNP1,0.0007027247920632362,0.0072992700729927005
7,274,Neuron,Myelinated_Proprio,AGRN,0.11229930073022842,0.4927007299270073
7,274,Neuron,Myelinated_Proprio,VIP,0.01887482963502407,0.043795620437956206
7,274,Neuron,Myelinated_Proprio,REG3B,0.0008701321203261614,0.0072992700729927005
7,274,Neuron,Myelinated_Proprio,TNS3,0.06882030516862869,0.34306569343065696
7,274,Neuron,Myelinated_Proprio,ANKRD1,0.003595625050365925,0.014598540145985401
7,274,Neuron,Myelinated_Proprio,CTTN,0.3823579251766205,0.8868613138686131
7,274,Neuron,Myelinated_Proprio,RUBCN,0.24231675267219543,0.7664233576642335
7,274,Neuron,Myelinated_Proprio,MEGF11,0.004481280688196421,0.014598540145985401
8,2266,Neuron,Myelinated_Proprio,SPRR1A,0.6584605574607849,0.20520741394527803
8,2266,Neuron,Myelinated_Proprio,ATF3,0.592236340045929,0.20476610767872905
8,2266,Neuron,Myelinated_Proprio,TFE3,0.04242692142724991,0.01676963812886143
8,2266,Neuron,Myelinated_Proprio,CDHR5,0.0,0.0
8,2266,Neuron,Myelinated_Proprio,GALNS,0.005633364897221327,0.002206531332744925
8,2266,Neuron,Myelinated_Proprio,CHL1,0.24297095835208893,0.08693733451015004
8,2266,Neuron,Myelinated_Proprio,FLNC,0.028714189305901527,0.010150044130626656
8,2266,Neuron,Myelinated_Proprio,RNF19B,0.11507114768028259,0.04236540158870256
8,2266,Neuron,Myelinated_Proprio,SRRM4,0.05818759277462959,0.023389232127096204
8,2266,Neuron,Myelinated_Proprio,ECEL1,0.11836489289999008,0.04457193292144748
8,2266,Neuron,Myelinated_Proprio,FLRT3,0.15623442828655243,0.05825242718446602
