miRNA,targets,max_score,rho_pain,p_pain,FDR_pain,LSSDS_log2FC,LSSDS_FDR
hsa-miR-5696,MEGF11;TNS3;VASH2,96.8124920966112,0.0373551031425793,0.7845991504719814,0.9863362615743116,-0.1010710785947169,0.623967132623097
hsa-let-7c-3p,CHL1;MEGF11,98.6258797131266,-0.0367201294801418,0.7881750180901327,0.9863362615743116,0.4929993048429431,0.1438241786327136
hsa-miR-6881-3p,MEGF11,89.4354357563793,-0.0361914721870759,0.7911554797266561,0.9863362615743116,-0.2538760370056754,0.4990443750605259
hsa-miR-548az-5p,FLRT3,81.3287826014625,0.0340600324421302,0.8032018170864139,0.9863362615743116,-0.0138246256690774,0.9656930569592632
hsa-miR-381-3p,AXL;NPY;TNS3;VASH2,88.407086104341,0.0329439289021561,0.809528107636571,0.9863362615743116,0.2148098244246696,0.8007945400009061
hsa-miR-448,VASH2,99.5615498569287,-0.0327957885654848,0.8103687152684634,0.9863362615743116,-0.0621608941524373,0.7745004062053542
hsa-miR-19a-5p,CHL1,93.2489374754,-0.0321045982541483,0.8142936017493535,0.9863362615743116,0.0366962724707902,0.8830988165602702
hsa-miR-548c-3p,ANKRD1;MEGF11;TNIK;VASH2,89.9277397038255,-0.031825791618044,0.8158780791703756,0.9863362615743116,0.1246100342683732,0.3864504781956731
hsa-miR-4775,CTTN;MEGF11,83.6450935552,0.0299793292849373,0.8263898407784773,0.9863362615743116,-0.0986520586226333,0.8588227784862624
hsa-miR-376c-3p,TNS3,80.5387237449,-0.0274967041662024,0.8405707043973051,0.9897854488682928,0.1521541406384075,0.8512050965642738
hsa-miR-942-5p,TNIK,90.6866745023025,0.0270940723681284,0.8428754261779607,0.9897854488682928,0.1826820256562218,0.3386590199250889
hsa-miR-4645-3p,FLRT3,89.3417,0.0261611555294774,0.8482205726949694,0.9897854488682928,-0.0376251539133233,0.8673652608218816
hsa-miR-548e-5p,CTTN,98.25644,0.0257628335401723,0.8505048411630819,0.9897854488682928,0.466936849541672,0.2824175008261322
hsa-miR-4725-3p,TFE3,97.3808039312968,-0.0250237744484238,0.8547463626041868,0.9897854488682928,0.0141963173337129,0.9656930569592632
hsa-miR-20a-3p,ANKRD1,91.2191930209,0.024289039586652,0.858967114930058,0.9897854488682928,0.2467688577022577,0.6058938809165457
hsa-miR-19b-1-5p,CHL1,93.2489374754,0.02289777743394,0.866969996580938,0.9897854488682928,0.4464613206996687,0.243139295462844
hsa-miR-5589-5p,VASH2,91.98458,-0.0226515745237166,0.8683876211066696,0.9897854488682928,0.0272548658424152,0.944081034450864
hsa-miR-1277-5p,ACVR1;CHL1;SERPINE1;SLC2A1,90.4516150255295,-0.0212784255214342,0.8763015704500701,0.9924943353572916,-0.0094743246578286,0.982641841946851
hsa-miR-6130,MAPK14,92.29534561,0.0203673717367238,0.8815589900476425,0.9924943353572916,-0.0211690197983301,0.930144313226944
hsa-miR-6516-3p,CHL1;MEGF11,98.4399747596234,-0.0197765954056624,0.8849709116907927,0.9924943353572916,0.1257259045225941,0.573176588838624
hsa-miR-6847-5p,RUBCN,93.4430552806524,-0.0196514803605652,0.8856937591793892,0.9924943353572916,0.0709351993663062,0.71199711533141
hsa-miR-193a-5p,ACVR1,91.60862,-0.0192600539687579,0.8879558049696256,0.9924943353572916,0.2799100789897171,0.505743726291063
hsa-miR-34c-5p,AXL,83.0213,-0.019049735032433,0.8891716017465223,0.9924943353572916,0.1394490500850537,0.7466189155609535
hsa-miR-6873-3p,MAPK14;VIP;WBP1L,86.7307240967677,-0.0184929372005063,0.8923915153488242,0.993212837304818,-0.1372909120410104,0.6997977284161865
hsa-miR-210-5p,ANKRD13B,92.819892546391,0.0181974822538767,0.8941008095088455,0.993555849498706,-0.1514129349344923,0.3864504781956731
hsa-miR-148b-3p,ACVR1;SLC2A1,87.8906,0.0172758921034152,0.8994355177119899,0.9936870877753254,0.1621062649072548,0.4990443750605259
hsa-miR-130a-3p,ACVR1,94.83525937447,-0.0172416824160817,0.8996336301027026,0.9936870877753254,0.211025265530254,0.4213322313514603
hsa-let-7f-1-3p,ACVR1;NPY;TNS3,91.88601,0.0168027000119385,0.9021763649771974,0.9936870877753254,0.7398482055201152,0.1376241096656372
hsa-miR-4646-3p,SERPINE1,95.29826,0.0154851204003179,0.9098139912921832,0.996735304972094,0.0256496639163689,0.8674673596166872
hsa-miR-590-3p,TNS3,80.1468,0.0153943593000729,0.9103404133628412,0.996735304972094,0.3513392944893203,0.3614092459002696
hsa-miR-340-5p,MAPK14,81.1949,0.015257520550739,0.911134161952359,0.996735304972094,0.3345448509471076,0.3864504781956731
hsa-miR-542-3p,FLRT3,91.01029,-0.015120681801405,0.911927996741235,0.996735304972094,0.2674811224696563,0.4905833015888433
hsa-miR-93-5p,VASH2,96.2954158462644,-0.0137180846207316,0.9200695932133772,0.9969749971843236,0.173222365204916,0.3772777468035299
hsa-miR-15b-3p,CHL1,83.1730365808,-0.0137180846207316,0.9200695932133772,0.9969749971843236,0.3229082016789304,0.1664874256106718
hsa-miR-8485,ACVR1;RNF19B;SRRM4,99.9066540695665,-0.0130651669540646,0.9238623874110068,0.9969749971843236,-0.0153178827698624,0.9656930569592632
hsa-miR-329-3p,CHL1,81.8137,0.0128069192684862,0.925363015570818,0.9969749971843236,0.1981010968946892,0.7258053955203201
hsa-miR-605-3p,TNIK,86.171894201,0.0127412335325528,0.92574474426826,0.9969749971843236,-0.010705482346612,0.9577042245467924
hsa-miR-1-3p,TNS3,80.9374217819379,0.0124865358767258,0.9272250607056004,0.9970913193163562,0.4152291212430006,0.5569849913888053
hsa-miR-6885-3p,CHL1,81.239817004368,0.0119759231315042,0.9301935018956248,0.9977805422918912,0.1104065506902563,0.4640368575084659
hsa-miR-137-3p,VASH2;WBP1L,96.211849424,0.0110828791300511,0.9353874484802804,0.997816703133905,0.0229732127608054,0.9236270086380748
hsa-miR-375-3p,WBP1L,84.6262531932979,0.0107418418227175,0.9373716397269868,0.997816703133905,0.3935558062776927,0.4213322313514603
hsa-miR-140-5p,SLC2A1,80.3986878734686,-0.0074235021513685,0.9566960126774808,0.997816703133905,-0.1988003960142297,0.505743726291063
hsa-miR-130a-5p,CHL1,85.9279748812903,0.0073827708319464,0.956933388257164,0.997816703133905,0.0924200063295306,0.5888707349852248
hsa-miR-545-3p,CTTN,87.6443,0.0068334659724119,0.960135002934642,0.997816703133905,0.4355418341458201,0.3654967664931242
hsa-miR-548j-5p,FLRT3,93.8567995486,0.0063289003069766,0.963076407854792,0.997816703133905,0.4431361767001083,0.3864504781956731
hsa-miR-301a-3p,ACVR1,94.83525937447,0.0062945824693631,0.9632764845478436,0.997816703133905,0.1568172052349234,0.569284932662627
hsa-miR-6882-5p,FLRT3,96.1924115511225,0.0061960374502763,0.9638510250839628,0.997816703133905,0.0088413932152567,0.9656930569592632
hsa-miR-34a-5p,AXL,85.9454,-0.0059866952833617,0.965071599115874,0.997816703133905,0.402036936988412,0.506248319235586
hsa-miR-337-3p,SERPINE1,90.59484,0.0058380357755769,0.9659384100573168,0.997816703133905,0.1269373707525225,0.7636042823759301
hsa-miR-629-3p,MAPK14,86.972156267,0.0052686519882553,0.9692587533654032,0.997816703133905,-0.2046994818379472,0.6065408836131104
hsa-miR-140-3p,CHL1,87.6254009762,0.0051998724746913,0.9696598750696492,0.997816703133905,0.1505034038005721,0.4990443750605259
hsa-miR-30a-5p,CHL1;TNIK,94.3559146262272,-0.0047209368520223,0.9724532261111144,0.997816703133905,0.3106839394719927,0.4213322313514603
hsa-miR-4795-3p,SERPINE1;TFE3,86.577498598,0.0046623579842364,0.9727949055570346,0.997816703133905,-0.0788036825311242,0.5569043041702418
hsa-miR-493-5p,CRISP3;MEGF11;VASH2,94.8481423256076,0.0042080791854247,0.9754447878689002,0.997816703133905,0.1642709427265036,0.8487475386865915
hsa-miR-6749-3p,TFE3;VASH2,82.4176726882,-0.0022553632827199,0.98683794218273,0.9992002398787652,0.0486928047495267,0.8724071713623728
hsa-miR-200a-3p,TNS3,85.4206,0.0003078871860014,0.9982031257248004,0.9992002398787652,0.4198669610048355,0.3783687978254808
hsa-miR-98-3p,ACVR1;NPY;TNS3,91.88601,0.0001381673120378,0.9991936349973216,0.9992002398787652,0.2050188315246706,0.5427562074216463
hsa-miR-183-3p,VIP,89.5056,0.0001370355925179,0.9992002398787652,0.9992002398787652,0.0926662674469087,0.8282678276712498
